fixture_id,team_id,team_name,kickoff_utc,observed_at_utc,player_id,player_name,position,minutes,provider_rating,shots_total,shots_on,goals,assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red,penalty_won,penalty_committed,penalty_scored,penalty_missed,source
14480,320,Kristiansund BK,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39219,Daouda Karamoko Bamba,F,80,7.2,4,1,1,,5,1,55%,,,0,7,4,2,1,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,320,Kristiansund BK,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57206,Sverre Okland,M,90,8.0,3,1,1,,8,3,80%,,,2,9,5,1,0,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,320,Kristiansund BK,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57324,Jonas Ronningen,M,10,6.7,1,0,,,1,0,100%,,,0,1,1,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,15949,Ingvar Jónsson,G,90,6.3,0,0,,,19,0,50%,,,0,1,1,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39102,Andre Sodlund,M,90,6.6,1,1,,,18,0,69%,,,1,10,3,1,1,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39176,Flamur Kastrati,F,53,7.2,3,2,1,,7,0,87%,,,0,5,2,0,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39184,Joackim Solberg,M,90,6.4,0,0,,,20,2,55%,,,0,5,1,0,0,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,51434,Carlos Grossmüller,M,37,6.6,1,0,,,13,0,76%,,,1,3,1,1,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,55599,El-Hadji Gana Kane,D,90,6.7,2,1,1,,34,0,82%,,,1,8,3,0,0,1,3,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57178,Erik Mjelde,M,14,7.0,1,0,,,4,1,57%,,,0,2,2,1,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57181,Haavard Storbaek,M,90,6.6,1,0,,,46,1,85%,,,0,6,1,0,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57182,Enric Valles,M,90,6.7,0,0,,,32,0,68%,,,4,10,5,0,0,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,69924,Pau Morer,M,90,6.6,0,0,,,18,1,81%,,,0,10,4,1,1,0,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,73316,Crescendo van Berkel,D,57,5.7,0,0,,,16,0,72%,,,0,7,1,0,0,0,3,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,8450,Abdoulaye Seck,D,33,6.7,0,0,,1,7,1,58%,,,0,5,2,0,0,0,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,94919,Victor Demba Bindia,D,76,6.3,0,0,,1,16,1,76%,,,1,7,1,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14480,332,Sandefjord,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,98609,Christer Hansen,D,90,5.9,0,0,,,26,0,68%,,,1,4,2,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,15527,Shikoze Udoji,F,90,6.8,4,2,,,23,0,69%,,,0,9,6,0,0,4,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39052,Erling Knudtzon,F,90,6.6,0,0,,,14,1,73%,,,0,10,4,2,1,2,3,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39305,Mats Haakenstad,D,90,7.4,0,0,,,15,1,53%,,,1,4,3,2,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39306,Simen Kind Mikalsen,D,54,6.6,0,0,,,9,0,75%,,,0,4,2,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39307,Frode Kippe,D,90,7.5,2,2,,,19,0,70%,,,1,14,10,1,1,2,1,0,0,1,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39309,Simen Rafn,D,90,7.2,0,0,,,20,4,66%,,,1,3,3,1,1,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39316,Fredrik Krogstad,M,89,7.6,1,0,,,28,0,65%,,,2,17,12,0,0,2,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39317,Aleksander Melgalvis,M,36,6.7,2,1,,,8,1,72%,,,1,7,2,1,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39318,Erik Brenden,M,66,6.4,1,0,,,13,0,72%,,,0,10,3,1,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39322,Moses Ebiye,F,1,–,0,0,,,0,0,0%,,,0,0,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,55568,Arnold Origi,G,90,6.3,0,0,,,3,0,20%,,,0,1,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,61916,Matthew Ifeanyi,M,90,6.8,2,0,,,48,2,73%,,,0,6,2,1,1,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,98613,Marius Amundsen,D,90,7.1,0,0,,,23,0,65%,,,1,2,2,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,321,Lillestrom,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,99358,Marco Tagbajumi,F,24,6.3,3,1,,,5,0,100%,,,0,1,0,0,0,0,0,0,0,,,0,1,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2796,Björn Sigurðarson,F,77,6.5,3,1,,,12,0,60%,,,1,11,4,2,1,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39034,Andreas Linde,G,90,8.3,0,0,,,15,0,41%,,,0,1,1,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39038,Ruben Gabrielsen,D,90,7.5,0,0,,,34,0,89%,,,6,5,2,0,0,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39041,Christoffer Remmer,D,90,7.2,1,0,,1,28,1,70%,,,3,3,1,1,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39044,Eirik Hestad,M,63,6.5,0,0,,,17,0,85%,,,0,7,3,0,0,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39047,Martin Ellingsen,M,90,6.8,1,0,,,16,1,55%,,,6,16,6,0,0,2,3,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39053,Mattias Mostrom,F,90,6.9,0,0,,,19,1,63%,,,2,11,7,3,3,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39172,Thomas Amang,F,13,6.4,0,0,,,1,0,50%,,,0,2,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39197,Fredrik Brustad,F,35,6.3,0,0,,,2,0,66%,,,0,3,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39248,Ibrahima Wadji,F,55,7.3,3,1,1,,4,0,80%,,,1,8,5,1,1,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,48066,Stian Gregersen,D,90,6.6,1,0,,,20,0,74%,,,0,7,3,0,0,1,4,0,0,,1,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,48092,Isak Ssewankambo,M,90,7.2,0,0,,,29,2,74%,,,3,3,1,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,53525,Mathias Antonsen Normann,M,27,6.6,0,0,,,9,0,75%,,,1,1,0,0,0,0,1,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14481,329,Molde,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,53756,Babacar Sarr,D,90,6.7,0,0,,,31,0,73%,,,1,10,6,0,0,0,1,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1170,Arild Østbø,G,90,7.5,0,0,,,23,0,82%,,,0,1,1,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1171,Vegar Eggen Hedenstad,D,90,7.1,1,0,,,46,2,86%,,,0,7,2,1,1,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1173,Birger Meling,D,90,8.0,0,0,,,47,4,90%,,,0,7,6,2,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1175,Tore Reginiussen,D,90,6.9,0,0,,,59,0,86%,,,4,10,6,1,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1181,Anders Konradsen,M,61,6.7,2,1,,1,25,3,80%,,,0,6,4,0,0,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1182,Mike Jensen,M,90,7.2,2,1,,,44,1,80%,,,1,8,4,0,0,3,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1184,Anders Trondsen,M,90,7.8,2,1,1,,47,0,92%,,,2,5,5,2,2,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1185,Samuel Adegbenro,F,72,7.0,3,1,,,20,2,80%,,,0,3,0,1,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1187,Nicklas Bendtner,F,90,8.4,3,3,1,,26,2,70%,,,0,5,5,0,0,2,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1188,Erik Botheim,F,29,6.8,1,1,,,3,0,75%,,,0,4,3,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,1191,Pål André Helland,F,30,6.8,0,0,,,1,2,50%,,,0,0,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,31047,Jacob Rasmussen,D,90,7.5,1,0,,,75,1,93%,,,0,3,3,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,354,Milan Jevtović,M,18,6.1,0,0,,,8,0,100%,,,0,4,0,1,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,331,Rosenborg,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,48072,Jonathan Levi,F,60,7.3,4,2,,,16,0,84%,,,0,6,6,5,5,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,24845,Julian Ryerson,M,90,7.0,0,0,,,42,1,89%,,,0,10,8,0,0,2,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39126,Iven Austbø,G,90,8.1,0,0,,,23,1,69%,,,1,1,1,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39131,Andrè Danielsen,M,90,6.7,1,1,,,55,1,90%,,,2,6,1,1,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39137,Zymer Bytyqi,M,84,6.1,1,1,,,16,1,76%,,,0,7,0,1,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39140,Usman Sale,M,8,6.8,1,0,,,3,0,100%,,,0,2,1,1,1,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39147,Tommy Høiland,F,82,6.7,2,0,,,18,0,78%,,,1,6,3,2,2,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57261,Mathias Bringaker,F,90,6.8,3,2,,,9,0,90%,,,0,8,0,0,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,94632,Rasmus Martinsen,D,90,6.3,0,0,,,30,1,76%,,,1,2,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,94665,Jonas Pereira,M,6,6.6,0,0,,,4,0,100%,,,1,1,0,0,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,99232,Andreas Nordvik,D,90,6.6,0,0,,,51,0,89%,,,0,3,1,0,0,0,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,99585,Ross Jenkins,M,90,6.5,0,0,,,73,0,93%,,,1,8,3,1,1,1,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,99587,José Cruz,D,90,6.3,1,0,,,49,0,90%,,,1,4,0,0,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14482,759,Viking,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,99590,Michael Haukas,M,90,6.1,0,0,,,25,0,61%,,,0,11,6,2,0,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,15598,Patrick Mortensen,F,90,7.5,6,2,1,,19,0,79%,,,0,13,5,0,0,0,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,15699,Nicolai Poulsen,M,90,7.4,1,0,,,78,1,86%,,,0,9,5,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2011,Amin Askar,D,90,7.2,1,0,,,40,0,80%,,,0,7,4,1,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2015,Joachim Thomassen,D,90,7.8,2,2,,,55,3,87%,,,0,9,4,1,0,1,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2021,Ole Jørgen Halvorsen,M,90,8.0,2,1,,,35,2,85%,,,2,13,7,4,4,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2025,Matti Lund Nielsen,M,90,7.3,3,0,,,89,0,90%,,,3,8,4,3,2,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,2027,Kristoffer Zachariassen,M,90,7.7,1,0,,,33,2,89%,,,1,10,9,0,0,4,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57244,Joakim Jørgensen,D,90,7.4,0,0,,,101,0,93%,,,3,4,0,0,0,0,1,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,81,Krépin Diatta,F,90,7.3,2,1,,,22,4,84%,,,0,12,6,3,2,3,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,8477,Sigurd Rosted,D,90,7.3,0,0,,,83,0,92%,,,1,2,2,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,333,Sarpsborg 08 FF,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,8949,Anders Kristiansen,G,90,6.9,0,0,,,8,0,61%,,,0,0,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,11003,Edwin Gyasi,M,90,6.1,1,1,,,10,0,83%,,,1,9,2,2,0,2,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39089,Vebjørn Hoff,M,90,6.2,0,0,,,17,0,56%,,,0,6,3,0,0,0,2,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,39344,Mostafa Abdellaoue,F,83,6.3,1,0,,,5,0,83%,,,0,2,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,40223,Adam Orn Arnarson,D,90,6.6,1,0,,,15,0,78%,,,1,11,5,0,0,2,5,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,40415,Mikkel Kirkeskov,D,11,6.6,0,0,,,1,0,33%,,,0,5,3,0,0,1,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,43198,Athanasios Papazoglou,F,90,6.3,2,0,,,15,1,48%,,,0,18,7,1,0,0,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57137,Andreas Lie,G,90,6.4,0,0,,,12,1,46%,,,0,0,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57143,Jørgen Hatlehol,M,79,7.2,0,0,,,13,0,65%,,,3,9,6,1,1,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57145,Oddbjorn Lie,D,90,6.5,0,0,,,16,0,53%,,,2,9,4,0,0,1,1,1,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57148,Kaj Ramsteijn,D,70,6.3,0,0,,,13,0,72%,,,1,5,2,0,0,0,2,2,1,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57151,Fredrik Carlsen,M,24,6.7,0,0,,,2,0,100%,,,1,1,1,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57159,Sondre Fet,M,66,7.1,0,0,,,11,1,64%,,,0,10,7,2,2,1,1,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
14483,757,Aalesund,2017-11-19T17:00:00+00:00,2026-09-26T11:21:48Z,57320,Marlinho,F,7,6.5,0,0,,,0,0,0%,,,1,0,0,0,0,0,0,0,0,,,0,0,API_FOOTBALL_FIXTURES_PLAYERS
