factor,bucket,scope_type,scope_value,target,folds,sample_threshold_pass_folds,total_train_market_matches,total_test_market_matches,first_test_season,last_test_season,calibration_non_neutral_eligible_folds,calibration_sign_persistent_folds,calibration_sign_persistence_rate,roi_non_neutral_eligible_folds,roi_sign_persistent_folds,roi_sign_persistence_rate,weighted_test_calibration_pp,weighted_test_flat_bet_roi_pct,positive_test_calibration_folds,positive_test_roi_folds,research_only,operational_betting_authority,creates_signal,promotes_factor,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,6,0,123,32,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,6,0,123,32,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,6,0,123,32,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,6,0,75,19,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,6,0,75,19,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,AWAY,1,0,1,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,DRAW,1,0,1,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,HOME,1,0,1,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,OVER25,1,0,1,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,UNDER25,1,0,1,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,AWAY,2,0,9,3,2022,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,DRAW,2,0,9,3,2022,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,HOME,2,0,9,3,2022,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,OVER25,2,0,0,0,2022,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,UNDER25,2,0,0,0,2022,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,AWAY,2,0,9,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,DRAW,2,0,9,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,HOME,2,0,9,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,OVER25,2,0,0,0,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,UNDER25,2,0,0,0,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,AWAY,1,0,1,1,2023,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,DRAW,1,0,1,1,2023,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,HOME,1,0,1,1,2023,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,OVER25,1,0,1,1,2023,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,UNDER25,1,0,1,1,2023,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,AWAY,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,DRAW,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,HOME,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,OVER25,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,UNDER25,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,7,7,10191,2922,2019,2025,4,1,0.25,7,5,0.71429,1.15,-6.262,5,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,7,7,10191,2922,2019,2025,4,2,0.5,7,7,1.0,-0.768,-10.067,3,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,7,7,10191,2922,2019,2025,5,1,0.2,6,5,0.83333,-0.383,-8.831,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,7,6,6476,2156,2019,2025,5,2,0.4,6,4,0.66667,1.332,-3.147,5,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,7,6,6476,2156,2019,2025,5,2,0.4,6,5,0.83333,-1.332,-8.275,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,AUT,AWAY,7,0,757,149,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,AUT,DRAW,7,0,757,149,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,AUT,HOME,7,0,757,149,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,AUT,OVER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,AUT,UNDER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,B1,AWAY,7,2,640,210,2019,2025,2,0,0.0,2,1,0.5,-16.267,-61.234,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,B1,DRAW,7,2,640,210,2019,2025,2,0,0.0,2,2,1.0,2.06,-4.015,2,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,B1,HOME,7,2,640,210,2019,2025,2,2,1.0,2,1,0.5,14.206,37.25,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,B1,OVER25,7,2,640,210,2019,2025,2,0,0.0,2,1,0.5,-2.232,-10.547,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,B1,UNDER25,7,2,640,210,2019,2025,2,0,0.0,2,1,0.5,2.232,-2.406,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,D1,AWAY,7,2,648,216,2019,2025,2,2,1.0,2,0,0.0,8.261,0.361,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,D1,DRAW,7,2,648,216,2019,2025,2,1,0.5,2,1,0.5,-3.041,-17.667,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,D1,HOME,7,2,648,216,2019,2025,2,1,0.5,2,1,0.5,-5.22,-22.375,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,D1,OVER25,7,2,648,216,2019,2025,2,0,0.0,2,0,0.0,7.466,7.722,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,D1,UNDER25,7,2,648,216,2019,2025,2,0,0.0,2,1,0.5,-7.466,-21.347,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,DNK,AWAY,7,2,987,178,2019,2025,2,1,0.5,2,0,0.0,10.944,20.45,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,DNK,DRAW,7,2,987,178,2019,2025,2,1,0.5,2,1,0.5,4.04,7.567,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,DNK,HOME,7,2,987,178,2019,2025,2,1,0.5,2,1,0.5,-14.985,-50.45,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,DNK,OVER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,DNK,UNDER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,E0,AWAY,7,3,710,238,2019,2025,3,2,0.66667,3,2,0.66667,6.851,19.455,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,E0,DRAW,7,3,710,238,2019,2025,2,1,0.5,3,2,0.66667,-3.861,-22.254,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,E0,HOME,7,3,710,238,2019,2025,3,1,0.33333,3,1,0.33333,-2.99,-18.245,2,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,E0,OVER25,7,3,710,238,2019,2025,3,2,0.66667,2,0,0.0,2.942,-0.118,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,E0,UNDER25,7,3,710,238,2019,2025,3,2,0.66667,3,2,0.66667,-2.942,-11.982,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,F1,AWAY,7,2,694,226,2019,2025,2,0,0.0,2,0,0.0,2.905,4.847,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,F1,DRAW,7,2,694,226,2019,2025,2,1,0.5,2,1,0.5,-1.672,-12.097,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,F1,HOME,7,2,694,226,2019,2025,2,1,0.5,2,0,0.0,-1.233,-5.652,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,F1,OVER25,7,2,694,226,2019,2025,2,2,1.0,2,2,1.0,-1.72,-9.5,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,F1,UNDER25,7,2,694,226,2019,2025,2,2,1.0,2,2,1.0,1.72,-4.764,2,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,I1,AWAY,7,3,700,236,2019,2025,3,1,0.33333,3,3,1.0,-2.976,-20.145,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,I1,DRAW,7,3,700,236,2019,2025,3,1,0.33333,3,0,0.0,6.024,10.418,3,3,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,I1,HOME,7,3,700,236,2019,2025,3,1,0.33333,3,3,1.0,-3.048,-20.318,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,I1,OVER25,7,3,700,236,2019,2025,3,1,0.33333,2,2,1.0,-2.761,-10.873,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,I1,UNDER25,7,3,700,236,2019,2025,3,1,0.33333,3,1,0.33333,2.761,0.0,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,N1,AWAY,7,2,638,213,2019,2025,2,1,0.5,2,2,1.0,0.847,-15.831,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,N1,DRAW,7,2,638,213,2019,2025,2,2,1.0,2,1,0.5,3.026,-0.225,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,N1,HOME,7,2,638,213,2019,2025,2,1,0.5,2,1,0.5,-3.873,-15.578,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,N1,OVER25,7,2,638,213,2019,2025,2,0,0.0,2,0,0.0,9.672,11.564,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,N1,UNDER25,7,2,638,213,2019,2025,2,0,0.0,2,1,0.5,-9.672,-25.775,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,NOR,AWAY,7,3,1057,202,2019,2025,3,0,0.0,3,1,0.33333,5.95,9.158,3,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,NOR,DRAW,7,3,1057,202,2019,2025,2,1,0.5,3,2,0.66667,-7.859,-39.852,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,NOR,HOME,7,3,1057,202,2019,2025,3,2,0.66667,3,1,0.33333,1.909,-5.639,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,NOR,OVER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,NOR,UNDER25,7,0,0,0,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,P1,AWAY,7,2,642,214,2019,2025,2,0,0.0,2,1,0.5,0.006,-7.93,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,P1,DRAW,7,2,642,214,2019,2025,2,1,0.5,2,2,1.0,-8.256,-41.127,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,P1,HOME,7,2,642,214,2019,2025,2,2,1.0,2,0,0.0,8.25,8.169,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,P1,OVER25,7,2,642,214,2019,2025,2,2,1.0,2,0,0.0,7.385,11.422,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,P1,UNDER25,7,2,642,214,2019,2025,2,2,1.0,2,2,1.0,-7.385,-17.422,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,POL,AWAY,6,3,882,205,2020,2025,3,1,0.33333,3,2,0.66667,0.095,-3.375,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,POL,DRAW,6,3,882,205,2020,2025,3,1,0.33333,3,1,0.33333,-2.359,-15.259,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,POL,HOME,6,3,882,205,2020,2025,3,2,0.66667,2,0,0.0,2.264,1.822,2,2,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,POL,OVER25,6,0,0,0,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,POL,UNDER25,6,0,0,0,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SC0,AWAY,7,0,435,146,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SC0,DRAW,7,0,435,146,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SC0,HOME,7,0,435,146,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SC0,OVER25,7,0,435,146,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SC0,UNDER25,7,0,435,146,2019,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SP1,AWAY,7,3,688,232,2019,2025,2,0,0.0,3,3,1.0,0.61,-19.459,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SP1,DRAW,7,3,688,232,2019,2025,3,1,0.33333,3,2,0.66667,-4.858,-23.128,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SP1,HOME,7,3,688,232,2019,2025,2,0,0.0,3,2,0.66667,4.248,-10.468,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SP1,OVER25,7,3,688,232,2019,2025,3,2,0.66667,3,2,0.66667,4.46,1.138,1,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,SP1,UNDER25,7,3,688,232,2019,2025,3,2,0.66667,3,2,0.66667,-4.46,-16.706,2,1,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,T1,AWAY,7,2,681,225,2019,2025,2,1,0.5,2,1,0.5,1.466,-10.763,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,T1,DRAW,7,2,681,225,2019,2025,2,2,1.0,2,2,1.0,-1.422,-18.013,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,T1,HOME,7,2,681,225,2019,2025,1,0,0.0,2,2,1.0,-0.044,-11.552,1,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,T1,OVER25,7,2,681,225,2019,2025,2,2,1.0,2,2,1.0,1.939,-3.224,2,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,LEAGUE,T1,UNDER25,7,2,681,225,2019,2025,2,2,1.0,2,2,1.0,-1.939,-11.382,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,ALL,ALL,AWAY,6,0,127,42,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,ALL,ALL,DRAW,6,0,127,42,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,ALL,ALL,HOME,6,0,127,42,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,ALL,ALL,OVER25,6,0,104,30,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,ALL,ALL,UNDER25,6,0,104,30,2020,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,F1,AWAY,1,0,3,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,F1,DRAW,1,0,3,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,F1,HOME,1,0,3,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,F1,OVER25,1,0,3,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,F1,UNDER25,1,0,3,1,2021,2021,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,N1,AWAY,1,0,2,2,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,N1,DRAW,1,0,2,2,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,N1,HOME,1,0,2,2,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,N1,OVER25,1,0,2,2,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,N1,UNDER25,1,0,2,2,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,NOR,AWAY,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,NOR,DRAW,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,NOR,HOME,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,NOR,OVER25,1,0,0,0,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,NOR,UNDER25,1,0,0,0,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,POL,AWAY,2,0,5,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,POL,DRAW,2,0,5,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,POL,HOME,2,0,5,3,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,POL,OVER25,2,0,0,0,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,POL,UNDER25,2,0,0,0,2024,2025,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SC0,AWAY,3,0,5,5,2020,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SC0,DRAW,3,0,5,5,2020,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SC0,HOME,3,0,5,5,2020,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SC0,OVER25,3,0,5,5,2020,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SC0,UNDER25,3,0,5,5,2020,2023,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SP1,AWAY,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SP1,DRAW,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SP1,HOME,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SP1,OVER25,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,SP1,UNDER25,1,0,5,1,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,HOME_ONLY,LEAGUE,T1,AWAY,1,0,3,4,2024,2024,0,0,,0,0,,,,0,0,true,false,false,false,false,false,false,false
