api_fixture_id,league,league_id,captured_at_utc,kickoff_utc,home_team,away_team,bet_id,bet_name,open_b365_1x,open_b365_x2,open_b365_12,open_p_1x,open_p_x2,open_p_12,status,source
1553171,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T10:15:00Z,Wisla Plock,Cracovia Krakow,12,Double Chance,1.5,1.5,1.33,0.31971154,0.31971154,0.36057692,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1553166,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T12:45:00Z,Pogon Szczecin,Wieczysta Kraków,12,Double Chance,1.28,1.8,1.3,0.37095751,0.26379201,0.36525048,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1553165,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T15:30:00Z,Legia Warszawa,Widzew Łódź,12,Double Chance,1.2,2.05,1.28,0.39637462,0.23202417,0.37160121,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1553167,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-14T17:00:00Z,Radomiak Radom,Piast Gliwice,12,Double Chance,1.4,1.53,1.25,0.32948574,0.30149022,0.36902403,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575498,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T14:30:00Z,Nacional,Alverca,12,Double Chance,1.44,1.44,1.3,0.32178218,0.32178218,0.35643564,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575495,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,Casa Pia,FC Porto,12,Double Chance,3.75,1.06,1.12,0.12680780,0.44861251,0.42457969,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575491,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T19:30:00Z,Academico Viseu,Vitória SC,12,Double Chance,1.73,1.28,1.3,0.27156706,0.36703985,0.36139309,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575493,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,Benfica,GIL Vicente,12,Double Chance,1.01,5.5,1.1,0.47577855,0.08737024,0.43685121,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575492,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,Arouca,Santa Clara,12,Double Chance,1.4,1.44,1.36,0.33315188,0.32389766,0.34295046,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575496,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T19:30:00Z,Famalicao,Sporting CP,12,Double Chance,2.38,1.12,1.22,0.19701252,0.41865159,0.38433589,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575499,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-14T17:45:00Z,Rio Ave,Estrela,12,Double Chance,1.5,1.4,1.33,0.31257344,0.33490012,0.35252644,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575497,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-14T19:15:00Z,Moreirense,Maritimo,12,Double Chance,1.5,1.4,1.36,0.31502316,0.33752482,0.34745202,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575494,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-14T19:45:00Z,SC Braga,Estoril,12,Double Chance,1.12,2.62,1.22,0.42634584,0.18225471,0.39139946,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584405,Super Lig,203,2026-09-11T13:40:08Z,2026-09-11T17:00:00Z,Beşiktaş,Erzurumspor FK,12,Double Chance,1.06,3.75,1.14,0.45197919,0.12775945,0.42026135,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584406,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T14:00:00Z,Eyüpspor,Rizespor,12,Double Chance,1.91,1.25,1.3,0.25017320,0.38226464,0.36756216,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584411,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T14:00:00Z,Samsunspor,Çorum FK,12,Double Chance,1.28,1.8,1.3,0.37095751,0.26379201,0.36525048,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584410,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,Konyaspor,Trabzonspor,12,Double Chance,1.8,1.28,1.28,0.26229508,0.36885246,0.36885246,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584403,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,Alanyaspor,Göztepe,12,Double Chance,1.36,1.67,1.3,0.34958616,0.28469292,0.36572091,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584409,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T14:00:00Z,Gençlerbirliği S.K.,Kasımpaşa,12,Double Chance,1.36,1.62,1.36,0.35217391,0.29565217,0.35217391,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584407,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,Galatasaray,Kocaelispor,12,Double Chance,1.08,3.25,1.17,0.44338336,0.14733970,0.40927694,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584404,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,Amed,Başakşehir,12,Double Chance,1.5,1.5,1.3,0.31707317,0.31707317,0.36585366,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1584408,Super Lig,203,2026-09-11T13:40:08Z,2026-09-14T17:00:00Z,Gaziantep FK,Fenerbahçe,12,Double Chance,2.38,1.17,1.22,0.20060150,0.40806116,0.39133734,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556642,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-15T18:45:00Z,Hibernian,Kilmarnock,12,Double Chance,1.14,2.5,1.2,0.41562760,0.18952618,0.39484622,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556643,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-15T18:45:00Z,Motherwell,Aberdeen,12,Double Chance,1.25,1.91,1.28,0.38008177,0.24874462,0.37117361,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556641,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-15T18:45:00Z,Falkirk,Heart Of Midlothian,12,Double Chance,1.8,1.28,1.28,0.26229508,0.36885246,0.36885246,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556665,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-19T14:00:00Z,Hibernian,Aberdeen,12,Double Chance,1.22,2.0,1.25,0.38669760,0.23588554,0.37741686,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556668,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-19T14:00:00Z,ST Mirren,Dundee Utd,12,Double Chance,1.4,1.62,1.28,0.33807226,0.29216121,0.36976653,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556664,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-19T14:00:00Z,Dundee,Motherwell,12,Double Chance,1.67,1.36,1.28,0.28307532,0.34759984,0.36932483,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556667,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-19T14:00:00Z,ST Johnstone,Falkirk,12,Double Chance,1.36,1.67,1.28,0.34759984,0.28307532,0.36932483,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556666,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-19T16:45:00Z,Kilmarnock,Heart Of Midlothian,12,Double Chance,2.15,1.18,1.25,0.22016568,0.40114934,0.37868498,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1556669,Scottish Premiership,179,2026-09-11T13:40:08Z,2026-09-20T11:00:00Z,Celtic,Rangers,12,Double Chance,1.25,1.95,1.25,0.37864078,0.24271845,0.37864078,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1575172,Bundesliga,78,2026-09-11T18:41:56Z,2026-09-19T13:30:00Z,Werder Bremen,FC Augsburg,12,Double Chance,1.4,1.62,1.28,0.33807226,0.29216121,0.36976653,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1561932,Austrian Bundesliga,218,2026-09-11T18:41:56Z,2026-09-20T12:30:00Z,TSV Hartberg,Lask Linz,12,Double Chance,2.62,1.14,1.2,0.18242919,0.41926708,0.39830373,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1552173,Eredivisie,88,2026-09-11T18:41:56Z,2026-09-18T18:00:00Z,Groningen,PEC Zwolle,12,Double Chance,1.18,2.25,1.22,0.40133926,0.21048015,0.38818060,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1570391,La Liga,140,2026-09-12T00:43:08Z,2026-09-15T17:00:00Z,Rayo Vallecano,Espanyol,12,Double Chance,1.25,1.8,1.3,0.37650845,0.26146420,0.36202735,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1550133,Serie A,135,2026-09-12T00:43:08Z,2026-09-18T18:45:00Z,Monza,Sassuolo,12,Double Chance,1.5,1.4,1.33,0.31257344,0.33490012,0.35252644,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
1552771,Ligue 1,61,2026-09-12T00:43:08Z,2026-09-19T15:15:00Z,Paris FC,Strasbourg,12,Double Chance,1.3,1.8,1.28,0.36525048,0.26379201,0.37095751,FROZEN,API-Football Bet365 first complete Double Chance triplet captured prospectively
