forward_id,rule,api_fixture_id,home_team,away_team,kickoff_utc,fifa_relation,fifa_window_name,fifa_window_start_utc,fifa_window_end_utc,fifa_max_matches,hours_to_fifa_window_start,hours_since_fifa_window_end,within_7d_before_fifa_window,within_7d_after_fifa_window,uefa_nations_league_relation,uefa_window_start_utc,uefa_window_end_utc,player_level_international_status,player_level_reason,context_only,notes
R1|I1|1550124,R1,1550124,Sassuolo,Juventus,2026-09-13T18:45:00Z,BEFORE,FIFA 2026 combined Sep-Oct window,2026-09-21T00:00:00Z,2026-10-06T23:59:59Z,4,173.2,,NO,NO,BEFORE,2026-09-24T00:00:00Z,2026-10-06T23:59:59Z,UNVERIFIED,"Nationality is not evidence of call-up, travel, or appearance",YES,
R1|I1|1550125,R1,1550125,Torino,AS Roma,2026-09-14T16:30:00Z,BEFORE,FIFA 2026 combined Sep-Oct window,2026-09-21T00:00:00Z,2026-10-06T23:59:59Z,4,151.5,,YES,NO,BEFORE,2026-09-24T00:00:00Z,2026-10-06T23:59:59Z,UNVERIFIED,"Nationality is not evidence of call-up, travel, or appearance",YES,club match within 7 days before FIFA release window
R1|I1|1550131,R1,1550131,Frosinone,Como,2026-09-20T13:00:00Z,BEFORE,FIFA 2026 combined Sep-Oct window,2026-09-21T00:00:00Z,2026-10-06T23:59:59Z,4,11.0,,YES,NO,BEFORE,2026-09-24T00:00:00Z,2026-10-06T23:59:59Z,UNVERIFIED,"Nationality is not evidence of call-up, travel, or appearance",YES,club match within 7 days before FIFA release window
