venue_id,venue_name,venue_city,team_count,team_names,league_ids,shared_venue,nominal_capacity,surface_provider,evidence_field,current_value,capture_priority,priority_reason,evidence_temporality,evidence_required,backlog_status,first_queued_at_utc,last_seen_at_utc,evidence_status,source,source_checked_at_utc,effective_from,effective_to,captured_value,notes,provider_calls,web_calls,inference_allowed,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,acoustic_enclosure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,enclosure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,operational_capacity,,45,SHARED_VENUE|CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,pitch_orientation_deg,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,roof_state_default,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,roof_type,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
907,Stadio Giuseppe Meazza,Milano,2,AC Milan | Inter,135,true,80018,grass,wind_exposure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,acoustic_enclosure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,enclosure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,operational_capacity,,45,SHARED_VENUE|CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,pitch_orientation_deg,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,roof_state_default,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,roof_type,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
910,Stadio Olimpico,Roma,2,AS Roma | Lazio,135,true,68530,grass,wind_exposure_class,,45,SHARED_VENUE|CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,acoustic_enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,operational_capacity,,65,SHARED_VENUE|CAPACITY_GE_15000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,pitch_orientation_deg,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,roof_state_default,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,roof_type,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
176,Jan Breydelstadion,Brugge,2,Cercle Brugge | Club Brugge KV,144,true,29062,grass,wind_exposure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,acoustic_enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,operational_capacity,,65,SHARED_VENUE|CAPACITY_GE_15000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,pitch_orientation_deg,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,roof_state_default,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,roof_type,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
150,Merkur Arena,Graz,2,Grazer AK | Sturm Graz,218,true,16764,grass,wind_exposure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,acoustic_enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,enclosure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,operational_capacity,,65,SHARED_VENUE|CAPACITY_GE_15000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,pitch_orientation_deg,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,roof_state_default,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,roof_type,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
2612,S. Dariaus ir S. Girėno stadionas,Kaunas,2,FK Zalgiris Vilnius | Kauno Žalgiris,362,true,15315,grass,wind_exposure_class,,65,SHARED_VENUE|CAPACITY_GE_15000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,acoustic_enclosure_class,,70,SHARED_VENUE,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,enclosure_class,,70,SHARED_VENUE,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,operational_capacity,,70,SHARED_VENUE,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,pitch_orientation_deg,,70,SHARED_VENUE,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,roof_state_default,,70,SHARED_VENUE,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,roof_type,,70,SHARED_VENUE,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22763,Recep Tayyip Erdoğan Stadyumu,İstanbul,2,Eyüpspor | Kasımpaşa,203,true,14234,grass,wind_exposure_class,,70,SHARED_VENUE,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,operational_capacity,,75,CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,pitch_orientation_deg,,75,CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,roof_state_default,,75,CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,roof_type,,75,CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
1456,Estadio Santiago Bernabéu,Madrid,1,Real Madrid,140,false,85454,grass,wind_exposure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,operational_capacity,,75,CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,pitch_orientation_deg,,75,CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,roof_state_default,,75,CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,roof_type,,75,CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19381,SIGNAL IDUNA PARK,Dortmund,1,Borussia Dortmund,78,false,81365,grass,wind_exposure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,operational_capacity,,75,CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,pitch_orientation_deg,,75,CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,roof_state_default,,75,CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,roof_type,,75,CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
556,Old Trafford,Manchester,1,Manchester United,39,false,76212,grass,wind_exposure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,operational_capacity,,75,CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,pitch_orientation_deg,,75,CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,roof_state_default,,75,CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,roof_type,,75,CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
700,Allianz Arena,München,1,Bayern München,78,false,75024,grass,wind_exposure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,operational_capacity,,75,CAPACITY_GE_50000,DATED_OR_CURRENT,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,pitch_orientation_deg,,75,CAPACITY_GE_50000,STRUCTURAL,DIRECT_GEOMETRY_OR_VERIFIED_MAP,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,roof_state_default,,75,CAPACITY_GE_50000,STRUCTURAL_OR_MATCH_SPECIFIC,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,roof_type,,75,CAPACITY_GE_50000,STRUCTURAL_WITH_EFFECTIVE_DATES_IF_CHANGED,DIRECT_OR_AUTHORITATIVE,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
22785,Estadio La Cartuja de Sevilla,Sevilla,1,Real Betis,140,false,72000,grass,wind_exposure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19217,Estádio Cívitas Metropolitano,Madrid,1,Atletico Madrid,140,false,70460,grass,acoustic_enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
19217,Estádio Cívitas Metropolitano,Madrid,1,Atletico Madrid,140,false,70460,grass,enclosure_class,,75,CAPACITY_GE_50000,STRUCTURAL,EVIDENCE_BACKED_CLASSIFICATION,PENDING,2026-09-24T16:29:42Z,2026-09-24T16:29:42Z,,,,,,,,0,0,false,true,false,false,false,false,false,false
