factor,bucket,scope_type,scope_value,target,test_season,train_first_season,train_last_season,train_seasons,train_market_matches,test_market_matches,sample_threshold_pass,train_hit_rate,test_hit_rate,train_avg_market_novig,test_avg_market_novig,train_calibration_pp,test_calibration_pp,train_flat_bet_roi_pct,test_flat_bet_roi_pct,train_calibration_sign,test_calibration_sign,calibration_sign_persists,train_roi_sign,test_roi_sign,roi_sign_persists,research_only,operational_betting_authority,creates_signal,promotes_factor,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2019,2017,2018,2,15,80,false,0.2,0.35,0.31978,0.37517,-11.978,-2.517,-2.067,-13.738,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2019,2017,2018,2,15,80,false,0.4,0.225,0.26008,0.24716,13.992,-2.216,40.8,-15.537,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2019,2017,2018,2,15,80,false,0.4,0.425,0.42013,0.37768,-2.013,4.732,-5.8,8.838,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2019,2017,2018,2,0,64,false,,0.60938,,0.53249,,7.689,,9.828,UNKNOWN,POSITIVE,,UNKNOWN,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2019,2017,2018,2,0,64,false,,0.39062,,0.46751,,-7.689,,-21.422,UNKNOWN,NEGATIVE,,UNKNOWN,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2020,2017,2019,3,95,62,false,0.32632,0.35484,0.36642,0.33667,-4.011,1.817,-11.895,-1.097,NEGATIVE,POSITIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2020,2017,2019,3,95,62,false,0.25263,0.29032,0.2492,0.22602,0.343,6.43,-6.642,28.339,POSITIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2020,2017,2019,3,95,62,false,0.42105,0.35484,0.38438,0.4373,3.667,-8.247,6.526,-35.823,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2020,2017,2019,3,64,52,false,0.60938,0.53846,0.53249,0.56647,7.689,-2.801,9.828,-10.5,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2020,2017,2019,3,64,52,false,0.39062,0.46154,0.46751,0.43353,-7.689,2.801,-21.422,-1.269,NEGATIVE,POSITIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2021,2017,2020,4,157,55,true,0.33758,0.38182,0.35467,0.40415,-1.709,-2.233,-7.631,-18.764,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2021,2017,2020,4,157,55,true,0.26752,0.25455,0.24005,0.2531,2.747,0.144,7.172,3.855,POSITIVE,NEUTRAL,false,POSITIVE,POSITIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2021,2017,2020,4,157,55,true,0.3949,0.36364,0.40528,0.34275,-1.038,2.089,-10.197,4.109,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2021,2017,2020,4,116,48,true,0.57759,0.5,0.54772,0.50494,2.987,-0.494,0.716,-4.542,POSITIVE,NEGATIVE,false,POSITIVE,NEGATIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2021,2017,2020,4,116,48,true,0.42241,0.5,0.45228,0.49506,-2.987,0.494,-12.388,-1.229,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2022,2017,2021,5,212,54,true,0.34906,0.38889,0.36751,0.37928,-1.845,0.961,-10.519,-4.963,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2022,2017,2021,5,212,54,true,0.26415,0.25926,0.24343,0.2468,2.072,1.246,6.311,13.944,POSITIVE,POSITIVE,true,POSITIVE,POSITIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2022,2017,2021,5,212,54,true,0.38679,0.35185,0.38906,0.37392,-0.227,-2.207,-6.486,-18.278,NEUTRAL,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2022,2017,2021,5,164,44,true,0.55488,0.5,0.5352,0.52408,1.968,-2.408,-0.823,-6.864,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2022,2017,2021,5,164,44,true,0.44512,0.5,0.4648,0.47592,-1.968,2.408,-9.122,4.705,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2023,2017,2022,6,266,61,true,0.35714,0.40984,0.3699,0.3913,-1.276,1.854,-9.391,-0.033,NEGATIVE,POSITIVE,false,NEGATIVE,NEUTRAL,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2023,2017,2022,6,266,61,true,0.26316,0.21311,0.24412,0.25499,1.904,-4.188,7.861,-24.361,POSITIVE,NEGATIVE,false,POSITIVE,NEGATIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2023,2017,2022,6,266,61,true,0.3797,0.37705,0.38598,0.35371,-0.629,2.334,-8.88,10.23,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2023,2017,2022,6,208,40,true,0.54327,0.625,0.53285,0.53451,1.042,9.049,-2.101,6.8,POSITIVE,POSITIVE,true,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2023,2017,2022,6,208,40,true,0.45673,0.375,0.46715,0.46549,-1.042,-9.049,-6.197,-29.625,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2024,2017,2023,7,327,58,true,0.36697,0.32759,0.37389,0.34667,-0.692,-1.909,-7.645,-15.724,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2024,2017,2023,7,327,58,true,0.25382,0.24138,0.24615,0.24809,0.768,-0.671,1.85,-7.017,POSITIVE,NEGATIVE,false,POSITIVE,NEGATIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2024,2017,2023,7,327,58,true,0.3792,0.43103,0.37996,0.40524,-0.076,2.579,-5.315,-8.397,NEUTRAL,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2024,2017,2023,7,248,44,true,0.55645,0.61364,0.53311,0.55276,2.334,6.088,-0.665,6.909,POSITIVE,POSITIVE,true,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2024,2017,2023,7,248,44,true,0.44355,0.38636,0.46689,0.44724,-2.334,-6.088,-9.976,-18.659,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,HOME,2025,2017,2024,8,385,65,true,0.36104,0.49231,0.36979,0.37944,-0.875,11.287,-8.862,27.785,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2025,2017,2024,8,385,65,true,0.25195,0.23077,0.24644,0.24515,0.551,-1.438,0.514,-13.185,POSITIVE,NEGATIVE,false,POSITIVE,NEGATIVE,false,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2025,2017,2024,8,385,65,true,0.38701,0.27692,0.38377,0.37541,0.324,-9.849,-5.779,-21.262,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2025,2017,2024,8,292,49,true,0.56507,0.65306,0.53607,0.54514,2.899,10.792,0.476,9.673,POSITIVE,POSITIVE,true,POSITIVE,POSITIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2025,2017,2024,8,292,49,true,0.43493,0.34694,0.46393,0.45486,-2.899,-10.792,-11.284,-32.408,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2019,2017,2018,2,6,4,false,0.16667,0.0,0.34594,0.16207,-17.927,-16.207,-28.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2019,2017,2018,2,6,4,false,0.33333,0.0,0.2524,0.19022,8.093,-19.022,25.667,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2019,2017,2018,2,6,4,false,0.5,1.0,0.40166,0.64771,9.834,35.229,10.0,56.75,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2019,2017,2018,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2019,2017,2018,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2020,2017,2019,3,10,5,false,0.1,0.2,0.27239,0.35781,-17.239,-15.781,-56.8,-78.2,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2020,2017,2019,3,10,5,false,0.2,0.2,0.22753,0.20296,-2.753,-0.296,-24.6,-30.6,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2020,2017,2019,3,10,5,false,0.7,0.6,0.50008,0.43922,19.992,16.078,28.7,3.4,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2020,2017,2019,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2020,2017,2019,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2021,2017,2020,4,15,2,false,0.13333,0.0,0.30087,0.25372,-16.753,-25.372,-63.933,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2021,2017,2020,4,15,2,false,0.2,0.0,0.21934,0.22488,-1.934,-22.488,-26.6,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2021,2017,2020,4,15,2,false,0.66667,1.0,0.47979,0.5214,18.687,47.86,20.267,102.5,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2021,2017,2020,4,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2021,2017,2020,4,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2022,2017,2021,5,17,3,false,0.11765,0.33333,0.29532,0.51769,-17.767,-18.436,-68.176,-62.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2022,2017,2021,5,17,3,false,0.17647,0.33333,0.21999,0.20734,-4.352,12.6,-35.235,25.333,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2022,2017,2021,5,17,3,false,0.70588,0.33333,0.48469,0.27497,22.119,5.836,29.941,-36.667,POSITIVE,POSITIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2022,2017,2021,5,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2022,2017,2021,5,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2023,2017,2022,6,20,5,false,0.15,0.8,0.32868,0.34492,-17.868,45.508,-67.25,93.2,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2023,2017,2022,6,20,5,false,0.2,0.0,0.21809,0.24733,-1.809,-24.733,-26.15,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2023,2017,2022,6,20,5,false,0.65,0.2,0.45323,0.40775,19.677,-20.775,19.95,-75.2,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2023,2017,2022,6,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2023,2017,2022,6,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2024,2017,2023,7,25,4,false,0.28,0.25,0.33192,0.40476,-5.192,-15.476,-35.16,-33.25,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2024,2017,2023,7,25,4,false,0.16,0.25,0.22394,0.26708,-6.394,-1.708,-40.92,-3.25,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2024,2017,2023,7,25,4,false,0.56,0.5,0.44414,0.32816,11.586,17.184,0.92,41.25,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2024,2017,2023,7,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2024,2017,2023,7,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,HOME,2025,2017,2024,8,29,3,false,0.27586,0.33333,0.34197,0.48091,-6.611,-14.758,-34.897,-21.333,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,DRAW,2025,2017,2024,8,29,3,false,0.17241,0.33333,0.22989,0.26524,-5.748,6.809,-35.724,24.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,AWAY,2025,2017,2024,8,29,3,false,0.55172,0.33333,0.42814,0.25384,12.359,7.949,6.483,18.667,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,OVER25,2025,2017,2024,8,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,AUT,UNDER25,2025,2017,2024,8,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,HOME,2021,2019,2020,2,13,4,false,0.30769,0.25,0.29739,0.2355,1.03,1.45,0.231,12.25,POSITIVE,POSITIVE,,NEUTRAL,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,DRAW,2021,2019,2020,2,13,4,false,0.30769,0.25,0.24067,0.23255,6.703,1.745,20.385,-12.25,POSITIVE,POSITIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,AWAY,2021,2019,2020,2,13,4,false,0.38462,0.5,0.46194,0.53195,-7.733,-3.195,-20.0,-26.5,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,OVER25,2021,2019,2020,2,13,4,false,0.61538,0.5,0.55407,0.56342,6.132,-6.342,4.846,-16.5,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,UNDER25,2021,2019,2020,2,13,4,false,0.38462,0.5,0.44593,0.43658,-6.132,6.342,-18.615,7.75,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,HOME,2022,2019,2021,3,17,4,false,0.29412,0.25,0.28283,0.54858,1.129,-29.858,3.059,-66.25,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,DRAW,2022,2019,2021,3,17,4,false,0.29412,0.5,0.23876,0.23204,5.536,26.796,12.706,108.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,AWAY,2022,2019,2021,3,17,4,false,0.41176,0.25,0.47841,0.21938,-6.665,3.062,-21.529,-38.5,NEGATIVE,POSITIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,OVER25,2022,2019,2021,3,17,4,false,0.58824,0.5,0.55627,0.5371,3.197,-3.71,-0.176,-14.75,POSITIVE,NEGATIVE,,NEUTRAL,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,UNDER25,2022,2019,2021,3,17,4,false,0.41176,0.5,0.44373,0.4629,-3.197,3.71,-12.412,-1.25,NEGATIVE,POSITIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,HOME,2023,2019,2022,4,21,6,false,0.28571,0.0,0.33345,0.27776,-4.773,-27.776,-10.143,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,DRAW,2023,2019,2022,4,21,6,false,0.33333,0.16667,0.23748,0.24913,9.586,-8.246,30.857,-43.667,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,AWAY,2023,2019,2022,4,21,6,false,0.38095,0.83333,0.42907,0.47311,-4.812,36.022,-24.762,75.833,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,OVER25,2023,2019,2022,4,21,6,false,0.57143,0.5,0.55262,0.5521,1.881,-5.21,-2.952,-11.5,POSITIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,UNDER25,2023,2019,2022,4,21,6,false,0.42857,0.5,0.44738,0.4479,-1.881,5.21,-10.286,10.667,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,HOME,2024,2019,2023,5,27,5,false,0.22222,0.4,0.32107,0.35586,-9.885,4.414,-30.111,-9.2,NEGATIVE,POSITIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,DRAW,2024,2019,2023,5,27,5,false,0.2963,0.0,0.24007,0.26638,5.623,-26.638,14.296,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,AWAY,2024,2019,2023,5,27,5,false,0.48148,0.6,0.43886,0.37776,4.262,22.224,-2.407,32.0,POSITIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,OVER25,2024,2019,2023,5,27,5,false,0.55556,0.4,0.5525,0.54085,0.305,-14.085,-4.852,-27.0,POSITIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,UNDER25,2024,2019,2023,5,27,5,false,0.44444,0.6,0.4475,0.45915,-0.305,14.085,-5.63,28.8,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,HOME,2025,2019,2024,6,32,5,false,0.25,1.0,0.32651,0.36209,-7.651,63.791,-26.844,172.8,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,DRAW,2025,2019,2024,6,32,5,false,0.25,0.0,0.24418,0.27427,0.582,-27.427,-3.563,-100.0,POSITIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,AWAY,2025,2019,2024,6,32,5,false,0.5,0.0,0.42931,0.36364,7.069,-36.364,2.969,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,OVER25,2025,2019,2024,6,32,5,false,0.53125,0.6,0.55068,0.514,-1.943,8.6,-8.312,4.8,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
DOMESTIC_CUP_72H_SIDE,AWAY_ONLY,LEAGUE,B1,UNDER25,2025,2019,2024,6,32,5,false,0.46875,0.4,0.44932,0.486,1.943,-8.6,-0.25,-28.2,POSITIVE,NEGATIVE,,NEUTRAL,NEGATIVE,,true,false,false,false,false,false,false,false
