market_key,api_fixture_id,league,league_id,captured_at_utc,kickoff_utc,home_team,away_team,team_side,team_name,line,bet_id,bet_name,open_b365_over,open_b365_under,open_p_over,open_p_under,status,source
TT|1570381|A|0.5,1570381,La Liga,140,2026-09-11T13:29:19Z,2026-09-11T19:00:00Z,Sevilla,Valencia,A,Valencia,0.5,17,Total - Away,1.57,2.25,0.58900524,0.41099476,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570381|A|1.5,1570381,La Liga,140,2026-09-11T13:29:19Z,2026-09-11T19:00:00Z,Sevilla,Valencia,A,Valencia,1.5,17,Total - Away,4.0,1.22,0.23371648,0.76628352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570381|A|2.5,1570381,La Liga,140,2026-09-11T13:29:19Z,2026-09-11T19:00:00Z,Sevilla,Valencia,A,Valencia,2.5,17,Total - Away,13.0,1.04,0.07407407,0.92592593,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|H|0.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,H,Racing Santander,0.5,16,Total - Home,1.22,4.0,0.76628352,0.23371648,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|H|1.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,H,Racing Santander,1.5,16,Total - Home,2.0,1.73,0.46380697,0.53619303,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|H|2.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,H,Racing Santander,2.5,16,Total - Home,4.33,1.2,0.21699819,0.78300181,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|H|3.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,H,Racing Santander,3.5,16,Total - Home,11.0,1.05,0.08713693,0.91286307,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|H|4.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,H,Racing Santander,4.5,16,Total - Home,29.0,1.01,0.03365545,0.96634455,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|A|0.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,A,Alaves,0.5,17,Total - Away,1.25,3.75,0.75000000,0.25000000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|A|1.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,A,Alaves,1.5,17,Total - Away,2.25,1.57,0.41099476,0.58900524,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1570378|A|2.5,1570378,La Liga,140,2026-09-11T13:29:19Z,2026-09-12T12:00:00Z,Racing Santander,Alaves,A,Alaves,2.5,17,Total - Away,5.5,1.14,0.17168675,0.82831325,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
