market_key,api_fixture_id,league,league_id,captured_at_utc,kickoff_utc,home_team,away_team,team_side,team_name,line,bet_id,bet_name,open_b365_over,open_b365_under,open_p_over,open_p_under,status,source
TT|1575167|H|6.5,1575167,Bundesliga,78,2026-09-11T13:29:19Z,2026-09-18T18:30:00Z,Bayern München,Union Berlin,H,Bayern München,6.5,16,Total - Home,11.0,1.05,0.08713693,0.91286307,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1575167|H|7.5,1575167,Bundesliga,78,2026-09-11T13:29:19Z,2026-09-18T18:30:00Z,Bayern München,Union Berlin,H,Bayern München,7.5,16,Total - Home,21.0,1.01,0.04588823,0.95411177,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1575167|A|0.5,1575167,Bundesliga,78,2026-09-11T13:29:19Z,2026-09-18T18:30:00Z,Bayern München,Union Berlin,A,Union Berlin,0.5,17,Total - Away,1.67,2.1,0.55702918,0.44297082,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1575167|A|1.5,1575167,Bundesliga,78,2026-09-11T13:29:19Z,2026-09-18T18:30:00Z,Bayern München,Union Berlin,A,Union Berlin,1.5,17,Total - Away,4.5,1.18,0.20774648,0.79225352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1575167|A|2.5,1575167,Bundesliga,78,2026-09-11T13:29:19Z,2026-09-18T18:30:00Z,Bayern München,Union Berlin,A,Union Berlin,2.5,17,Total - Away,15.0,1.03,0.06425452,0.93574548,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|H|0.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,H,Rennes,0.5,16,Total - Home,1.12,6.0,0.84269663,0.15730337,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|H|1.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,H,Rennes,1.5,16,Total - Home,1.62,2.2,0.57591623,0.42408377,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|H|2.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,H,Rennes,2.5,16,Total - Home,3.0,1.36,0.31192661,0.68807339,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|H|3.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,H,Rennes,3.5,16,Total - Home,6.5,1.11,0.14586071,0.85413929,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|H|4.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,H,Rennes,4.5,16,Total - Home,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|A|0.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,A,Marseille,0.5,17,Total - Away,1.25,3.75,0.75000000,0.25000000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|A|1.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,A,Marseille,1.5,17,Total - Away,2.2,1.62,0.42408377,0.57591623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|A|2.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,A,Marseille,2.5,17,Total - Away,5.5,1.14,0.17168675,0.82831325,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552763|A|3.5,1552763,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-11T18:45:00Z,Rennes,Marseille,A,Marseille,3.5,17,Total - Away,15.0,1.03,0.06425452,0.93574548,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|H|0.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,H,Strasbourg,0.5,16,Total - Home,1.25,3.75,0.75000000,0.25000000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|H|1.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,H,Strasbourg,1.5,16,Total - Home,2.2,1.62,0.42408377,0.57591623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|H|2.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,H,Strasbourg,2.5,16,Total - Home,5.0,1.17,0.18962723,0.81037277,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|H|3.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,H,Strasbourg,3.5,16,Total - Home,13.0,1.04,0.07407407,0.92592593,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|A|0.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,A,Monaco,0.5,17,Total - Away,1.17,5.0,0.81037277,0.18962723,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|A|1.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,A,Monaco,1.5,17,Total - Away,1.8,1.91,0.51482480,0.48517520,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|A|2.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,A,Monaco,2.5,17,Total - Away,3.5,1.28,0.26778243,0.73221757,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|A|3.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,A,Monaco,3.5,17,Total - Away,9.0,1.07,0.10625621,0.89374379,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552764|A|4.5,1552764,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T15:15:00Z,Strasbourg,Monaco,A,Monaco,4.5,17,Total - Away,21.0,1.01,0.04588823,0.95411177,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|H|0.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,H,Lorient,0.5,16,Total - Home,1.28,3.5,0.73221757,0.26778243,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|H|1.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,H,Lorient,1.5,16,Total - Home,2.38,1.53,0.39130435,0.60869565,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|H|2.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,H,Lorient,2.5,16,Total - Home,6.0,1.12,0.15730337,0.84269663,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|H|3.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,H,Lorient,3.5,16,Total - Home,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|A|0.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,A,Toulouse,0.5,17,Total - Away,1.3,3.4,0.72340426,0.27659574,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|A|1.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,A,Toulouse,1.5,17,Total - Away,2.5,1.5,0.37500000,0.62500000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|A|2.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,A,Toulouse,2.5,17,Total - Away,6.0,1.12,0.15730337,0.84269663,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552761|A|3.5,1552761,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Lorient,Toulouse,A,Toulouse,3.5,17,Total - Away,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|H|0.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,H,Auxerre,0.5,16,Total - Home,1.28,3.5,0.73221757,0.26778243,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|H|1.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,H,Auxerre,1.5,16,Total - Home,2.38,1.53,0.39130435,0.60869565,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|H|2.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,H,Auxerre,2.5,16,Total - Home,6.0,1.12,0.15730337,0.84269663,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|H|3.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,H,Auxerre,3.5,16,Total - Home,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|A|0.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,A,Nice,0.5,17,Total - Away,1.3,3.4,0.72340426,0.27659574,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|A|1.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,A,Nice,1.5,17,Total - Away,2.5,1.5,0.37500000,0.62500000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|A|2.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,A,Nice,2.5,17,Total - Away,6.0,1.12,0.15730337,0.84269663,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552756|A|3.5,1552756,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Auxerre,Nice,A,Nice,3.5,17,Total - Away,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|H|0.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,H,Le Havre,0.5,16,Total - Home,1.3,3.4,0.72340426,0.27659574,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|H|1.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,H,Le Havre,1.5,16,Total - Home,2.5,1.5,0.37500000,0.62500000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|H|2.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,H,Le Havre,2.5,16,Total - Home,6.5,1.11,0.14586071,0.85413929,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|H|3.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,H,Le Havre,3.5,16,Total - Home,19.0,1.02,0.05094905,0.94905095,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|A|0.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,A,Angers,0.5,17,Total - Away,1.36,3.0,0.68807339,0.31192661,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|A|1.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,A,Angers,1.5,17,Total - Away,2.62,1.44,0.35467980,0.64532020,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|A|2.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,A,Angers,2.5,17,Total - Away,7.0,1.1,0.13580247,0.86419753,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552758|A|3.5,1552758,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Le Havre,Angers,A,Angers,3.5,17,Total - Away,19.0,1.02,0.05094905,0.94905095,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|H|0.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,H,Paris FC,0.5,16,Total - Home,1.22,4.0,0.76628352,0.23371648,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|H|1.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,H,Paris FC,1.5,16,Total - Home,2.1,1.67,0.44297082,0.55702918,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|H|2.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,H,Paris FC,2.5,16,Total - Home,4.5,1.18,0.20774648,0.79225352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|H|3.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,H,Paris FC,3.5,16,Total - Home,13.0,1.04,0.07407407,0.92592593,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|H|4.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,H,Paris FC,4.5,16,Total - Home,29.0,1.01,0.03365545,0.96634455,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|A|0.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,A,Lyon,0.5,17,Total - Away,1.22,4.0,0.76628352,0.23371648,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|A|1.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,A,Lyon,1.5,17,Total - Away,2.1,1.67,0.44297082,0.55702918,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|A|2.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,A,Lyon,2.5,17,Total - Away,4.5,1.18,0.20774648,0.79225352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|A|3.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,A,Lyon,3.5,17,Total - Away,13.0,1.04,0.07407407,0.92592593,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552762|A|4.5,1552762,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-12T18:45:00Z,Paris FC,Lyon,A,Lyon,4.5,17,Total - Away,29.0,1.01,0.03365545,0.96634455,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|0.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,0.5,16,Total - Home,1.08,8.0,0.88105727,0.11894273,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|1.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,1.5,16,Total - Home,1.5,2.5,0.62500000,0.37500000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|2.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,2.5,16,Total - Home,2.5,1.5,0.37500000,0.62500000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|3.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,3.5,16,Total - Home,5.0,1.17,0.18962723,0.81037277,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|4.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,4.5,16,Total - Home,11.0,1.05,0.08713693,0.91286307,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|H|5.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,H,Lille,5.5,16,Total - Home,26.0,1.01,0.03739356,0.96260644,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|A|0.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,A,Estac Troyes,0.5,17,Total - Away,1.73,2.0,0.53619303,0.46380697,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|A|1.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,A,Estac Troyes,1.5,17,Total - Away,4.5,1.18,0.20774648,0.79225352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552760|A|2.5,1552760,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T13:00:00Z,Lille,Estac Troyes,A,Estac Troyes,2.5,17,Total - Away,17.0,1.02,0.05660377,0.94339623,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|H|0.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,H,Le Mans,0.5,16,Total - Home,1.44,2.62,0.64532020,0.35467980,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|H|1.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,H,Le Mans,1.5,16,Total - Home,3.4,1.3,0.27659574,0.72340426,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|H|2.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,H,Le Mans,2.5,16,Total - Home,10.0,1.06,0.09584087,0.90415913,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|H|3.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,H,Le Mans,3.5,16,Total - Home,26.0,1.01,0.03739356,0.96260644,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|A|0.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,A,Lens,0.5,17,Total - Away,1.12,6.0,0.84269663,0.15730337,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|A|1.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,A,Lens,1.5,17,Total - Away,1.62,2.2,0.57591623,0.42408377,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|A|2.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,A,Lens,2.5,17,Total - Away,3.0,1.36,0.31192661,0.68807339,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|A|3.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,A,Lens,3.5,17,Total - Away,6.5,1.11,0.14586071,0.85413929,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552759|A|4.5,1552759,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T15:15:00Z,Le Mans,Lens,A,Lens,4.5,17,Total - Away,15.0,1.03,0.06425452,0.93574548,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|H|0.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,H,Stade Brestois 29,0.5,16,Total - Home,1.67,2.1,0.55702918,0.44297082,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|H|1.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,H,Stade Brestois 29,1.5,16,Total - Home,4.33,1.2,0.21699819,0.78300181,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|H|2.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,H,Stade Brestois 29,2.5,16,Total - Home,15.0,1.03,0.06425452,0.93574548,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|0.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,0.5,17,Total - Away,1.04,13.0,0.92592593,0.07407407,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|1.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,1.5,17,Total - Away,1.28,3.5,0.73221757,0.26778243,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|2.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,2.5,17,Total - Away,1.83,1.83,0.50000000,0.50000000,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|3.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,3.5,17,Total - Away,3.25,1.33,0.29039301,0.70960699,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|4.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,4.5,17,Total - Away,6.5,1.11,0.14586071,0.85413929,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|5.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,5.5,17,Total - Away,15.0,1.03,0.06425452,0.93574548,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552757|A|6.5,1552757,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-13T18:45:00Z,Stade Brestois 29,Paris Saint Germain,A,Paris Saint Germain,6.5,17,Total - Away,29.0,1.01,0.03365545,0.96634455,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|H|0.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,H,Monaco,0.5,16,Total - Home,1.17,5.0,0.81037277,0.18962723,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|H|1.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,H,Monaco,1.5,16,Total - Home,1.8,1.91,0.51482480,0.48517520,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|H|2.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,H,Monaco,2.5,16,Total - Home,3.5,1.28,0.26778243,0.73221757,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|H|3.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,H,Monaco,3.5,16,Total - Home,9.0,1.07,0.10625621,0.89374379,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|H|4.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,H,Monaco,4.5,16,Total - Home,21.0,1.01,0.04588823,0.95411177,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|A|0.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,A,Lens,0.5,17,Total - Away,1.22,4.0,0.76628352,0.23371648,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|A|1.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,A,Lens,1.5,17,Total - Away,2.1,1.67,0.44297082,0.55702918,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|A|2.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,A,Lens,2.5,17,Total - Away,4.5,1.18,0.20774648,0.79225352,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|A|3.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,A,Lens,3.5,17,Total - Away,11.0,1.05,0.08713693,0.91286307,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1552769|A|4.5,1552769,Ligue 1,61,2026-09-11T13:29:19Z,2026-09-18T18:45:00Z,Monaco,Lens,A,Lens,4.5,17,Total - Away,29.0,1.01,0.03365545,0.96634455,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1561926|H|0.5,1561926,Austrian Bundesliga,218,2026-09-11T13:29:19Z,2026-09-11T17:30:00Z,Ried,Red Bull Salzburg,H,Ried,0.5,16,Total - Home,1.44,2.62,0.64532020,0.35467980,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1561926|H|1.5,1561926,Austrian Bundesliga,218,2026-09-11T13:29:19Z,2026-09-11T17:30:00Z,Ried,Red Bull Salzburg,H,Ried,1.5,16,Total - Home,3.25,1.33,0.29039301,0.70960699,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
TT|1561926|H|2.5,1561926,Austrian Bundesliga,218,2026-09-11T13:29:19Z,2026-09-11T17:30:00Z,Ried,Red Bull Salzburg,H,Ried,2.5,16,Total - Home,10.0,1.06,0.09584087,0.90415913,FROZEN,API-Football Bet365 first complete GOAL team-total pair captured prospectively
