fixture_id,kickoff_utc,team_id,team_name,side,pair_candidates,pair_eligible_prior,pair_prior_sample_mean,pair_points_delta_mean,pair_points_delta_min,pair_points_delta_max,trio_candidates,trio_eligible_prior,trio_prior_sample_mean,trio_points_delta_mean,trio_points_delta_min,trio_points_delta_max,line_candidates,line_eligible_prior,line_prior_sample_mean,line_points_delta_mean,line_points_delta_min,line_points_delta_max,anti_pair_prior_count,anti_trio_prior_count,anti_line_prior_count,team_points,team_goal_diff,outcome_known_after_match_only,strictly_prior_combo_history_only,temporal_authority,prematch_observation_time_known,validation_authority,research_only
1382494,2025-09-27T16:15:00+00:00,569,Club Brugge KV,AWAY,55,12,6,0.037,-0.089,0.214,165,19,4.842,0.162,-0.119,0.643,2,0,,,,,4,6,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382500,2025-10-05T16:30:00+00:00,569,Club Brugge KV,HOME,55,26,5.923,0.047,-0.262,0.454,165,54,4.926,0.127,-0.575,0.908,2,0,,,,,11,18,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382513,2025-10-18T16:15:00+00:00,569,Club Brugge KV,AWAY,55,35,6.6,0.04,-0.397,0.639,165,85,5.365,0.058,-0.626,0.796,2,0,,,,,15,33,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382519,2025-10-26T12:30:00+00:00,569,Club Brugge KV,AWAY,55,20,7.8,0.045,-0.167,0.377,165,35,6.4,0.132,-0.267,0.489,3,0,,,,,9,10,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382529,2025-11-01T17:15:00+00:00,569,Club Brugge KV,HOME,55,38,7.395,0.049,-0.283,0.417,165,101,5.792,0.098,-0.714,0.595,2,0,,,,,15,34,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382432,2025-07-27T16:30:00+00:00,742,Genk,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382438,2025-08-03T11:30:00+00:00,742,Genk,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382448,2025-08-10T16:30:00+00:00,742,Genk,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382450,2025-08-15T18:45:00+00:00,742,Genk,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382473,2025-08-31T17:15:00+00:00,742,Genk,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382480,2025-09-14T16:30:00+00:00,742,Genk,AWAY,55,21,5,0.0,0.0,0.0,165,35,5,0.0,0.0,0.0,2,1,5,0.0,0.0,0.0,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382458,2025-09-17T18:30:00+00:00,742,Genk,HOME,55,27,5.556,-0.007,-0.167,0.133,165,56,5.25,-0.018,-0.222,0.178,2,1,6,0.0,0.0,0.0,6,15,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382486,2025-09-21T11:30:00+00:00,742,Genk,HOME,55,21,6.714,0.027,0.0,0.095,165,35,6.571,0.054,0.0,0.127,2,1,7,0.0,0.0,0.0,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382490,2025-09-28T11:30:00+00:00,742,Genk,AWAY,55,6,8,0.0,0.0,0.0,165,4,8,0.0,0.0,0.0,2,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382505,2025-10-05T14:00:00+00:00,742,Genk,HOME,55,13,6.923,-0.049,-0.211,0.167,165,16,6,-0.181,-0.757,0.148,2,0,,,,,6,9,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382509,2025-10-19T11:30:00+00:00,742,Genk,AWAY,55,15,7.933,-0.14,-0.283,0.0,165,20,7.25,-0.239,-0.378,0.0,2,0,,,,,12,19,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382520,2025-10-26T17:30:00+00:00,742,Genk,HOME,55,13,7.846,-0.079,-0.282,0.104,165,16,6.5,-0.237,-0.805,0.139,2,0,,,,,6,9,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382524,2025-11-02T12:30:00+00:00,742,Genk,AWAY,55,18,8.056,-0.043,-0.238,0.133,165,23,7.13,-0.094,-0.317,0.178,2,0,,,,,8,13,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382433,2025-07-27T17:15:00+00:00,631,Gent,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382437,2025-08-02T18:45:00+00:00,631,Gent,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382445,2025-08-09T18:45:00+00:00,631,Gent,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382452,2025-08-16T16:15:00+00:00,631,Gent,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382470,2025-08-31T11:30:00+00:00,631,Gent,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382478,2025-09-14T11:30:00+00:00,631,Gent,AWAY,55,6,5,0.0,0.0,0.0,165,4,5,0.0,0.0,0.0,3,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382482,2025-09-19T18:45:00+00:00,631,Gent,HOME,55,10,5.6,0.053,0.0,0.133,165,10,5.4,0.107,0.0,0.178,3,0,,,,,0,0,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382463,2025-09-23T18:30:00+00:00,631,Gent,AWAY,55,9,6,0.048,0.0,0.131,165,10,5.2,0.158,0.0,0.332,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382495,2025-09-28T14:00:00+00:00,631,Gent,AWAY,55,24,6.042,0.035,-0.188,0.262,165,54,5.037,0.084,-0.25,0.508,3,0,,,,,1,3,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382498,2025-10-03T18:45:00+00:00,631,Gent,HOME,55,34,6.441,0.087,-0.119,0.408,165,83,5.506,0.195,-0.153,0.731,3,0,,,,,1,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382507,2025-10-19T17:15:00+00:00,631,Gent,AWAY,55,17,7.176,0.031,-0.15,0.181,165,23,6.478,0.078,-0.2,0.22,3,0,,,,,3,1,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382517,2025-10-25T18:45:00+00:00,631,Gent,HOME,55,29,7.31,0.068,-0.373,0.514,165,55,6.345,0.136,-0.497,0.619,3,1,4,0.673,0.673,0.673,3,7,0,3,4.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382528,2025-11-02T15:00:00+00:00,631,Gent,AWAY,55,33,7.727,0.088,-0.25,0.484,165,82,6.037,0.148,-0.589,0.978,3,0,,,,,6,16,0,0,-4.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382433,2025-07-27T17:15:00+00:00,735,St. Truiden,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382441,2025-08-03T17:15:00+00:00,735,St. Truiden,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382442,2025-08-08T18:45:00+00:00,735,St. Truiden,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382455,2025-08-17T14:00:00+00:00,735,St. Truiden,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382461,2025-08-23T18:45:00+00:00,735,St. Truiden,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382466,2025-08-29T18:45:00+00:00,735,St. Truiden,AWAY,55,55,5,0.0,0.0,0.0,165,165,5,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382481,2025-09-14T17:15:00+00:00,735,St. Truiden,HOME,55,45,6,0.0,0.0,0.0,165,120,6,0.0,0.0,0.0,2,1,6,0.0,0.0,0.0,0,0,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382484,2025-09-21T16:30:00+00:00,735,St. Truiden,AWAY,55,28,7,0.0,0.0,0.0,165,56,7,0.0,0.0,0.0,2,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382490,2025-09-28T11:30:00+00:00,735,St. Truiden,HOME,55,36,7.778,0.028,0.0,0.125,165,84,7.667,0.056,0.0,0.167,2,1,7,0.2,0.2,0.2,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382503,2025-10-04T14:00:00+00:00,735,St. Truiden,AWAY,55,36,8.556,0.049,0.0,0.222,165,84,8.333,0.099,0.0,0.296,2,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382506,2025-10-19T16:30:00+00:00,735,St. Truiden,HOME,55,28,9.5,0.053,0.0,0.212,165,56,9.25,0.106,0.0,0.283,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382516,2025-10-26T18:15:00+00:00,735,St. Truiden,AWAY,55,35,9.4,-0.047,-0.418,0.182,165,77,8.818,-0.086,-0.558,0.242,2,0,,,,,7,21,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1382525,2025-11-02T17:30:00+00:00,735,St. Truiden,HOME,55,34,8.794,-0.111,-0.417,0.125,165,71,7.817,-0.197,-0.556,0.167,2,0,,,,,12,36,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390027,2025-08-01T18:30:00+00:00,1026,Lask Linz,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390036,2025-08-10T15:00:00+00:00,1026,Lask Linz,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390042,2025-08-17T15:00:00+00:00,1026,Lask Linz,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390045,2025-08-23T15:00:00+00:00,1026,Lask Linz,AWAY,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390051,2025-08-30T15:00:00+00:00,1026,Lask Linz,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390055,2025-09-13T15:00:00+00:00,1026,Lask Linz,AWAY,55,3,5,0.0,0.0,0.0,165,1,5,0.0,0.0,0.0,2,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390063,2025-09-21T12:30:00+00:00,1026,Lask Linz,HOME,55,13,5.231,0.035,0.0,0.05,165,20,4.7,0.098,0.0,0.183,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390070,2025-09-27T15:00:00+00:00,1026,Lask Linz,AWAY,55,21,5.571,0.056,-0.2,0.2,165,43,4.767,0.188,-0.219,0.481,3,0,,,,,4,10,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390077,2025-10-05T12:30:00+00:00,1026,Lask Linz,HOME,55,17,5.588,0.054,-0.179,0.271,165,28,4.714,0.073,-0.202,0.595,3,0,,,,,6,15,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390082,2025-10-19T15:00:00+00:00,1026,Lask Linz,AWAY,55,27,6.593,0.034,-0.186,0.262,165,55,5.636,0.095,-0.232,0.583,3,0,,,,,8,20,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390088,2025-10-25T15:00:00+00:00,1026,Lask Linz,HOME,55,31,7.258,0.085,-0.118,0.532,165,69,6.145,0.193,-0.138,0.621,3,0,,,,,5,11,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390091,2025-11-01T16:00:00+00:00,1026,Lask Linz,AWAY,55,34,7.971,0.129,-0.094,0.528,165,79,6.747,0.279,-0.087,0.883,3,0,,,,,5,7,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390099,2025-11-09T13:30:00+00:00,1026,Lask Linz,HOME,55,44,8.068,0.175,-0.077,0.71,165,139,6.216,0.44,-0.063,1.388,3,1,4,0.712,0.712,0.712,2,4,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390102,2025-11-23T13:30:00+00:00,1026,Lask Linz,AWAY,55,53,8.377,0.248,-0.064,0.673,165,165,6.709,0.551,-0.045,1.321,3,3,4.333,1.077,0.714,1.312,2,3,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390111,2025-11-30T16:00:00+00:00,1026,Lask Linz,HOME,55,55,9.218,0.266,-0.054,0.857,165,165,7.709,0.524,-0.032,1.194,3,3,5.333,0.992,0.694,1.198,1,1,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390117,2025-12-06T16:00:00+00:00,1026,Lask Linz,AWAY,55,55,10.218,0.256,-0.047,0.763,165,165,8.709,0.497,-0.023,1.091,3,3,6.333,0.919,0.666,1.103,1,1,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390121,2025-12-13T16:00:00+00:00,1026,Lask Linz,AWAY,55,42,10.476,0.111,-0.567,0.548,165,104,8.827,0.205,-0.756,0.885,3,1,7,0.792,0.792,0.792,7,21,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390129,2026-02-07T16:00:00+00:00,1026,Lask Linz,HOME,55,45,11.578,0.207,-0.042,0.564,165,120,9.883,0.397,-0.041,0.835,3,2,7.5,0.659,0.486,0.832,3,3,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390135,2026-02-14T16:00:00+00:00,1026,Lask Linz,AWAY,55,36,12.417,0.199,-0.037,0.527,165,84,10.726,0.375,-0.034,0.789,3,1,8,0.795,0.795,0.795,2,2,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390142,2026-02-22T16:00:00+00:00,1026,Lask Linz,HOME,55,28,13.929,0.131,-0.055,0.431,165,56,12,0.265,-0.069,0.693,3,1,9,0.664,0.664,0.664,4,5,0,0,-4.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390147,2026-03-01T16:00:00+00:00,1026,Lask Linz,AWAY,55,47,13.511,0.168,-0.068,0.562,165,135,10.919,0.302,-0.555,0.88,3,2,9.5,0.563,0.523,0.603,6,13,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390150,2026-03-08T16:00:00+00:00,1026,Lask Linz,HOME,55,45,15.333,0.147,-0.061,0.484,165,120,13.225,0.297,-0.092,0.864,3,2,10.5,0.479,0.45,0.509,4,7,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531166,2026-03-13T18:30:00+00:00,1026,Lask Linz,HOME,55,33,14.788,0.09,-0.583,0.467,165,68,12.662,0.184,-0.556,0.758,3,0,,,,,8,17,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531235,2026-03-22T16:00:00+00:00,1026,Lask Linz,AWAY,55,33,15.091,0.039,-0.45,0.479,165,76,11.987,0.041,-0.594,0.642,3,0,,,,,9,27,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531237,2026-04-05T12:30:00+00:00,1026,Lask Linz,HOME,55,51,13.98,0.053,-0.489,0.47,165,133,11.248,0.117,-0.893,0.931,3,1,11,0.596,0.596,0.596,14,41,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531239,2026-04-10T17:30:00+00:00,1026,Lask Linz,AWAY,55,52,14.788,0.092,-0.356,0.456,165,144,11.618,0.189,-0.55,0.89,3,1,12,0.588,0.588,0.588,11,35,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531244,2026-04-19T15:00:00+00:00,1026,Lask Linz,HOME,55,53,15.585,0.116,-0.264,0.444,165,148,12.385,0.24,-0.339,0.853,3,1,13,0.578,0.578,0.578,10,31,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531247,2026-04-22T18:30:00+00:00,1026,Lask Linz,AWAY,55,53,16.585,0.093,-0.269,0.4,165,160,12.681,0.189,-0.358,0.757,3,2,9,0.363,0.212,0.514,10,33,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531248,2026-04-26T12:30:00+00:00,1026,Lask Linz,AWAY,55,36,18.889,0.058,-0.271,0.363,165,84,15.226,0.094,-0.496,0.652,3,1,12,0.521,0.521,0.521,8,24,0,3,4.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531252,2026-05-04T18:30:00+00:00,1026,Lask Linz,HOME,55,54,17.778,0.131,-0.216,0.439,165,156,14.231,0.25,-0.271,0.781,3,0,,,,,5,13,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531255,2026-05-10T15:00:00+00:00,1026,Lask Linz,HOME,55,55,20.145,0.099,-0.173,0.348,165,165,16.376,0.186,-0.303,0.646,2,0,,,,,7,14,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531257,2026-05-17T12:30:00+00:00,1026,Lask Linz,AWAY,55,49,17.959,0.069,-0.521,0.408,165,134,13.985,0.142,-0.614,0.613,3,0,,,,,9,20,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390027,2025-08-01T18:30:00+00:00,637,Sturm Graz,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390037,2025-08-10T15:00:00+00:00,637,Sturm Graz,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390040,2025-08-16T17:30:00+00:00,637,Sturm Graz,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390052,2025-08-30T17:30:00+00:00,637,Sturm Graz,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390058,2025-09-14T15:00:00+00:00,637,Sturm Graz,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390066,2025-09-20T15:00:00+00:00,637,Sturm Graz,AWAY,55,6,5,0.0,0.0,0.0,165,4,5,0.0,0.0,0.0,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390071,2025-09-28T12:30:00+00:00,637,Sturm Graz,HOME,55,18,5.333,0.067,-0.1,0.2,165,34,4.765,0.2,-0.133,0.733,3,0,,,,,4,6,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390074,2025-10-05T12:30:00+00:00,637,Sturm Graz,AWAY,55,19,5.789,0.055,-0.171,0.5,165,34,5.059,0.131,-0.229,0.667,3,1,4,0.104,0.104,0.104,7,9,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390081,2025-10-19T12:30:00+00:00,637,Sturm Graz,AWAY,55,38,6.132,0.043,-0.271,0.429,165,101,5.238,0.121,-0.331,0.676,3,2,4.5,0.021,-0.091,0.132,13,26,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390084,2025-10-26T13:30:00+00:00,637,Sturm Graz,HOME,55,26,6.692,0.04,-0.196,0.438,165,45,6,0.093,-0.242,0.577,2,0,,,,,8,9,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390095,2025-11-02T16:00:00+00:00,637,Sturm Graz,AWAY,55,28,7.643,0.136,-0.05,0.521,165,56,6.661,0.258,-0.067,0.681,2,0,,,,,3,3,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390096,2025-11-09T16:00:00+00:00,637,Sturm Graz,HOME,55,38,7.816,0.054,-0.267,0.408,165,101,6.327,0.141,-0.478,0.956,3,1,5,0.412,0.412,0.412,10,19,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390102,2025-11-23T13:30:00+00:00,637,Sturm Graz,HOME,55,43,8.372,0.042,-0.297,0.571,165,111,7.027,0.07,-0.465,0.672,3,1,6,0.277,0.277,0.277,12,33,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390109,2025-11-30T13:30:00+00:00,637,Sturm Graz,AWAY,55,34,8.765,0.137,-0.104,0.565,165,75,7.213,0.266,-0.278,1.099,3,0,,,,,7,16,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390046,2025-12-03T19:30:00+00:00,637,Sturm Graz,HOME,55,34,9.265,0.084,-0.394,0.53,165,80,7.375,0.218,-0.568,0.998,3,1,4,0.411,0.411,0.411,10,20,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
