api_fixture_id,league,league_id,locked_at_utc,kickoff_utc,close_observed_at_utc,close_gap_minutes,home_team,away_team,bet_id,bet_name,open_p_1x,open_p_x2,open_p_12,close_p_1x,close_p_x2,close_p_12,move_1x_pp,move_x2_pp,move_12_pp,bet365_close_1x,bet365_close_x2,bet365_close_12,user_bookmaker,user_close_1x,user_close_x2,user_close_12,status,note
1557398,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Bournemouth,Brentford,12,Double Chance,0.32414911,0.31118314,0.36466775,0.33035100,0.30832760,0.36132140,0.00620189,-0.00285554,-0.00334635,1.4,1.5,1.28,Marathonbet,1.47,1.57,1.32,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557403,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Liverpool,Fulham,12,Double Chance,0.42291565,0.17224201,0.40484233,0.42076324,0.17986826,0.39936850,-0.00215241,0.00762625,-0.00547383,1.12,2.62,1.18,Marathonbet,1.17,2.53,1.22,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557399,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Chelsea,Hull City,12,Double Chance,0.45280710,0.11886186,0.42833104,0.45280710,0.11886186,0.42833104,-0.00000000,0.00000000,-0.00000000,1.05,4.0,1.11,Marathonbet,1.05,4.15,1.13,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557401,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Crystal Palace,Ipswich,12,Double Chance,0.37672584,0.24654832,0.37672584,0.37672584,0.24654832,0.37672584,-0.00000000,0.00000000,-0.00000000,1.25,1.91,1.25,Marathonbet,1.27,1.96,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557397,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Aston Villa,Nottingham Forest,12,Double Chance,0.35467481,0.28246557,0.36285962,0.35123043,0.29753915,0.35123043,-0.00344438,0.01507358,-0.01162919,1.33,1.57,1.33,Marathonbet,1.36,1.68,1.35,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557406,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T16:30:00Z,2026-09-12T12:42:44Z,227.3,Tottenham,Everton,12,Double Chance,0.36885246,0.26229508,0.36885246,0.36561586,0.25999350,0.37439064,-0.00323660,-0.00230158,0.00553818,1.28,1.8,1.25,Marathonbet,1.31,1.86,1.3,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570377,La Liga,140,2026-09-12T18:40:06Z,2026-09-12T14:15:00Z,2026-09-12T12:42:44Z,92.3,Osasuna,Espanyol,12,Double Chance,0.36932483,0.28307532,0.34759984,0.36253538,0.29092345,0.34654117,-0.00678945,0.00784813,-0.00105867,1.3,1.62,1.36,Marathonbet,1.32,1.69,1.39,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570373,La Liga,140,2026-09-12T18:40:06Z,2026-09-12T16:30:00Z,2026-09-12T12:42:44Z,227.3,Athletic Club,Elche,12,Double Chance,0.42877907,0.17151163,0.39970930,0.42877907,0.17151163,0.39970930,-0.00000000,-0.00000000,0.00000000,1.1,2.75,1.18,Marathonbet,1.1,2.97,1.2,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550119,Serie A,135,2026-09-12T18:40:06Z,2026-09-12T13:00:00Z,2026-09-12T12:42:44Z,17.3,Genoa,Frosinone,12,Double Chance,0.36827703,0.27729094,0.35443203,0.35448578,0.29102845,0.35448578,-0.01379125,0.01373751,0.00005375,1.33,1.62,1.33,Marathonbet,1.36,1.67,1.36,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550121,Serie A,135,2026-09-12T18:40:06Z,2026-09-12T16:00:00Z,2026-09-12T12:42:44Z,197.3,Lazio,AC Milan,12,Double Chance,0.29092345,0.36253538,0.34654117,0.28307532,0.36932483,0.34759984,-0.00784813,0.00678945,0.00105867,1.67,1.28,1.36,Marathonbet,1.75,1.29,1.38,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
