api_fixture_id,league,league_id,locked_at_utc,kickoff_utc,close_observed_at_utc,close_gap_minutes,home_team,away_team,bet_id,bet_name,open_p_1x,open_p_x2,open_p_12,close_p_1x,close_p_x2,close_p_12,move_1x_pp,move_x2_pp,move_12_pp,bet365_close_1x,bet365_close_x2,bet365_close_12,user_bookmaker,user_close_1x,user_close_x2,user_close_12,status,note
1558629,Belgian Pro League,144,2026-09-13T00:44:15Z,2026-09-12T18:45:00Z,2026-09-12T18:40:06Z,4.9,OH Leuven,Cercle Brugge,12,Double Chance,0.31707317,0.31707317,0.36585366,0.31905679,0.31280077,0.36814244,0.00198362,-0.00427240,0.00228878,1.5,1.53,1.3,Marathonbet,1.45,1.51,1.27,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1558630,Belgian Pro League,144,2026-09-13T00:44:15Z,2026-09-12T18:45:00Z,2026-09-12T18:40:06Z,4.9,Union St. Gilloise,Lommel United,12,Double Chance,0.45454545,0.11931818,0.42613636,0.45932205,0.11032216,0.43035579,0.00477660,-0.00899602,0.00421943,1.04,4.33,1.11,Marathonbet,1.01,4.55,1.08,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552168,Eredivisie,88,2026-09-13T00:44:15Z,2026-09-12T19:00:00Z,2026-09-12T18:40:06Z,19.9,Cambuur,NEC Nijmegen,12,Double Chance,0.19730185,0.40134907,0.40134907,0.20415225,0.39792388,0.39792388,0.00685040,-0.00342519,-0.00342519,2.3,1.18,1.18,Marathonbet,2.28,1.17,1.18,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575491,Primeira Liga,94,2026-09-13T00:44:15Z,2026-09-12T19:30:00Z,2026-09-12T18:40:06Z,49.9,Academico Viseu,Vitória SC,12,Double Chance,0.27156706,0.36703985,0.36139309,0.26361690,0.37960834,0.35677476,-0.00795016,0.01256849,-0.00461833,1.8,1.25,1.33,Marathonbet,1.75,1.24,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570374,La Liga,140,2026-09-13T12:42:54Z,2026-09-13T12:00:00Z,2026-09-13T06:44:58Z,315.0,Celta Vigo,Malaga,12,Double Chance,0.40466083,0.22545389,0.36988529,0.40466083,0.22545389,0.36988529,-0.00000000,-0.00000000,-0.00000000,1.17,2.1,1.28,Marathonbet,1.18,2.17,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1561925,Austrian Bundesliga,218,2026-09-13T12:42:54Z,2026-09-13T12:30:00Z,2026-09-13T06:44:58Z,345.0,Austria Vienna,Austria Lustenau,12,Double Chance,0.38008177,0.24874462,0.37117361,0.38008177,0.24874462,0.37117361,0.00000000,-0.00000000,-0.00000000,1.25,1.91,1.28,Marathonbet,1.21,1.98,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1561928,Austrian Bundesliga,218,2026-09-13T12:42:54Z,2026-09-13T12:30:00Z,2026-09-13T06:44:58Z,345.0,WSG Wattens,TSV Hartberg,12,Double Chance,0.34759984,0.28307532,0.36932483,0.34759984,0.28307532,0.36932483,0.00000000,0.00000000,0.00000000,1.36,1.67,1.28,Marathonbet,1.33,1.65,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1558631,Belgian Pro League,144,2026-09-13T12:42:54Z,2026-09-13T11:30:00Z,2026-09-13T06:44:58Z,285.0,Club Brugge KV,Antwerp,12,Double Chance,0.44965448,0.12830141,0.42204411,0.44965448,0.12830141,0.42204411,-0.00000000,0.00000000,0.00000000,1.07,3.75,1.14,Marathonbet,1.03,3.78,1.1,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1549017,Danish Superliga,119,2026-09-13T12:42:54Z,2026-09-13T12:00:00Z,2026-09-13T06:44:58Z,315.0,Lyngby,Sonderjyske,12,Double Chance,0.40523367,0.20614060,0.38862573,0.40523367,0.20614060,0.38862573,-0.00000000,0.00000000,-0.00000000,1.17,2.3,1.22,Marathonbet,1.14,2.31,1.2,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1549021,Danish Superliga,119,2026-09-13T12:42:54Z,2026-09-13T12:00:00Z,2026-09-13T06:44:58Z,315.0,Silkeborg,Viborg,12,Double Chance,0.24047938,0.37514784,0.38437278,0.24874462,0.37117361,0.38008177,0.00826524,-0.00397423,-0.00429101,1.91,1.28,1.25,Marathonbet,1.88,1.27,1.22,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1547629,A Lyga,362,2026-09-13T12:42:54Z,2026-09-13T11:30:00Z,2026-09-13T06:44:58Z,285.0,Panevėžys,Kauno Žalgiris,12,Double Chance,0.20342949,0.40867531,0.38789521,0.20342949,0.40867531,0.38789521,-0.00000000,-0.00000000,-0.00000000,2.25,1.12,1.18,Marathonbet,2.17,1.1,1.18,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1515922,Virsliga,365,2026-09-13T12:42:54Z,2026-09-13T11:00:00Z,2026-09-13T06:44:58Z,255.0,BFC Daugavpils,Rīgas FS,12,Double Chance,0.14489077,0.43740610,0.41770313,0.15300546,0.43715847,0.40983607,0.00811469,-0.00024763,-0.00786706,3.0,1.05,1.12,Marathonbet,3.08,1.01,1.1,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552167,Eredivisie,88,2026-09-13T12:42:54Z,2026-09-13T10:15:00Z,2026-09-13T06:44:58Z,210.0,Excelsior,Utrecht,12,Double Chance,0.34454586,0.28058825,0.37486590,0.34158767,0.28676495,0.37164738,-0.00295819,0.00617670,-0.00321852,1.36,1.62,1.25,Marathonbet,1.37,1.65,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552166,Eredivisie,88,2026-09-13T12:42:54Z,2026-09-13T12:30:00Z,2026-09-13T06:44:58Z,345.0,Heerenveen,Telstar,12,Double Chance,0.39792388,0.20415225,0.39792388,0.39792388,0.20415225,0.39792388,-0.00000000,-0.00000000,-0.00000000,1.18,2.3,1.18,Marathonbet,1.17,2.26,1.18,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494763,Eliteserien,103,2026-09-13T12:42:54Z,2026-09-13T12:30:00Z,2026-09-13T06:44:58Z,345.0,Viking,Kristiansund BK,12,Double Chance,0.44228746,0.12737879,0.43033375,0.43371298,0.14031891,0.42596811,-0.00857448,0.01294012,-0.00436564,1.1,3.4,1.12,Marathonbet,1.05,3.6,1.1,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1553171,Ekstraklasa,106,2026-09-13T12:42:54Z,2026-09-13T10:15:00Z,2026-09-13T06:44:58Z,210.0,Wisla Plock,Cracovia Krakow,12,Double Chance,0.31971154,0.31971154,0.36057692,0.31971154,0.31971154,0.36057692,-0.00000000,-0.00000000,0.00000000,1.5,1.5,1.33,Marathonbet,1.41,1.5,1.3,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557400,Premier League,39,2026-09-13T18:41:20Z,2026-09-13T13:00:00Z,2026-09-13T12:42:54Z,17.1,Coventry,Brighton,12,Double Chance,0.24654832,0.37672584,0.37672584,0.25682595,0.36718085,0.37599319,0.01027763,-0.00954499,-0.00073265,1.83,1.28,1.25,Marathonbet,1.94,1.28,1.29,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557404,Premier League,39,2026-09-13T18:41:20Z,2026-09-13T15:30:00Z,2026-09-13T12:42:54Z,167.1,Manchester United,Manchester City,12,Double Chance,0.27486154,0.35132678,0.37381169,0.28058825,0.34454586,0.37486590,0.00572671,-0.00678092,0.00105421,1.67,1.36,1.25,Marathonbet,1.72,1.4,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570376,La Liga,140,2026-09-13T18:41:20Z,2026-09-13T14:15:00Z,2026-09-13T12:42:54Z,92.1,Levante,Barcelona,12,Double Chance,0.08707199,0.46950583,0.44342218,0.08747071,0.46707660,0.44545269,0.00039872,-0.00242923,0.00203051,5.5,1.03,1.08,Marathonbet,5.15,1.04,1.09,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570375,La Liga,140,2026-09-13T18:41:20Z,2026-09-13T16:30:00Z,2026-09-13T12:42:54Z,227.1,Getafe,Deportivo La Coruna,12,Double Chance,0.35993951,0.30583095,0.33422954,0.35470036,0.30833430,0.33696534,-0.00523915,0.00250335,0.00273580,1.33,1.53,1.4,Marathonbet,1.38,1.55,1.43,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550122,Serie A,135,2026-09-13T18:41:20Z,2026-09-13T13:00:00Z,2026-09-13T12:42:54Z,17.1,Lecce,Monza,12,Double Chance,0.33315188,0.32389766,0.34295046,0.32692308,0.32692308,0.34615385,-0.00622880,0.00302542,0.00320339,1.44,1.44,1.36,Marathonbet,1.5,1.44,1.41,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550123,Serie A,135,2026-09-13T18:41:20Z,2026-09-13T16:00:00Z,2026-09-13T12:42:54Z,197.1,Napoli,Bologna,12,Double Chance,0.40015006,0.23408778,0.36576216,0.38170974,0.25447316,0.36381710,-0.01844032,0.02038538,-0.00194506,1.22,1.83,1.28,Marathonbet,1.26,1.95,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575159,Bundesliga,78,2026-09-13T18:41:20Z,2026-09-13T13:30:00Z,2026-09-13T12:42:54Z,47.1,RB Leipzig,Hamburger SV,12,Double Chance,0.43800539,0.15768194,0.40431267,0.44338336,0.14733970,0.40927694,0.00537797,-0.01034224,0.00496427,1.08,3.25,1.17,Marathonbet,1.09,3.4,1.16,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575166,Bundesliga,78,2026-09-13T18:41:20Z,2026-09-13T15:30:00Z,2026-09-13T12:42:54Z,167.1,SV Elversberg,Bayern München,12,Double Chance,0.09541448,0.45872346,0.44586206,0.08749941,0.46273727,0.44976332,-0.00791507,0.00401381,0.00390126,5.5,1.04,1.07,Marathonbet,5.85,1.02,1.08,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552760,Ligue 1,61,2026-09-13T18:41:20Z,2026-09-13T13:00:00Z,2026-09-13T12:42:54Z,17.1,Lille,Estac Troyes,12,Double Chance,0.42877907,0.17151163,0.39970930,0.42877907,0.17151163,0.39970930,-0.00000000,-0.00000000,0.00000000,1.1,2.75,1.18,Marathonbet,1.11,2.93,1.2,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552759,Ligue 1,61,2026-09-13T18:41:20Z,2026-09-13T15:15:00Z,2026-09-13T12:42:54Z,152.1,Le Mans,Lens,12,Double Chance,0.21423894,0.39942854,0.38633252,0.21813443,0.39744833,0.38441724,0.00389549,-0.00198021,-0.00191528,2.15,1.18,1.22,Marathonbet,2.29,1.2,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1561927,Austrian Bundesliga,218,2026-09-13T18:41:20Z,2026-09-13T15:00:00Z,2026-09-13T12:42:54Z,137.1,Sturm Graz,Lask Linz,12,Double Chance,0.27947598,0.34934498,0.37117904,0.24874462,0.37117361,0.38008177,-0.03073136,0.02182863,0.00890273,1.91,1.28,1.25,Marathonbet,1.84,1.28,1.23,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1558632,Belgian Pro League,144,2026-09-13T18:41:20Z,2026-09-13T14:00:00Z,2026-09-13T12:42:54Z,77.1,Genk,Gent,12,Double Chance,0.36180963,0.26769730,0.37049306,0.35160946,0.28866702,0.35972352,-0.01020017,0.02096972,-0.01076954,1.33,1.62,1.3,Marathonbet,1.28,1.68,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1558633,Belgian Pro League,144,2026-09-13T18:41:20Z,2026-09-13T16:30:00Z,2026-09-13T12:42:54Z,227.1,Zulte Waregem,Charleroi,12,Double Chance,0.32597793,0.31293882,0.36108325,0.32439024,0.32439024,0.35121951,-0.00158769,0.01145142,-0.00986374,1.44,1.44,1.33,Marathonbet,1.48,1.44,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1558634,Belgian Pro League,144,2026-09-13T18:41:20Z,2026-09-13T17:15:00Z,2026-09-13T12:42:54Z,272.1,RAAL La Louvière,Kortrijk,12,Double Chance,0.34071054,0.30285381,0.35643564,0.34347202,0.30530846,0.35121951,0.00276148,0.00245465,-0.00521613,1.36,1.53,1.33,Marathonbet,1.39,1.54,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1549020,Danish Superliga,119,2026-09-13T18:41:20Z,2026-09-13T14:00:00Z,2026-09-13T12:42:54Z,77.1,Randers FC,Odense,12,Double Chance,0.33422954,0.30583095,0.35993951,0.35267526,0.28087311,0.36645163,0.01844572,-0.02495784,0.00651212,1.33,1.67,1.28,Marathonbet,1.33,1.69,1.27,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1549019,Danish Superliga,119,2026-09-13T18:41:20Z,2026-09-13T16:00:00Z,2026-09-13T12:42:54Z,197.1,FC Nordsjaelland,Aarhus,12,Double Chance,0.37514784,0.24047938,0.38437278,0.37672584,0.24654832,0.37672584,0.00157800,0.00606894,-0.00764694,1.25,1.91,1.25,Marathonbet,1.23,1.94,1.24,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1547631,A Lyga,362,2026-09-13T18:41:20Z,2026-09-13T14:00:00Z,2026-09-13T12:42:54Z,77.1,Šiauliai,Hegelmann Litauen,12,Double Chance,0.31725888,0.31725888,0.36548223,0.30848329,0.32133676,0.37017995,-0.00877559,0.00407788,0.00469772,1.5,1.44,1.25,Marathonbet,1.44,1.39,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1547630,A Lyga,362,2026-09-13T18:41:20Z,2026-09-13T15:45:00Z,2026-09-13T12:42:54Z,182.1,Suduva Marijampole,FK Zalgiris Vilnius,12,Double Chance,0.30848329,0.32133676,0.37017995,0.31725888,0.31725888,0.36548223,0.00877559,-0.00407788,-0.00469772,1.44,1.44,1.25,Marathonbet,1.39,1.43,1.26,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552170,Eredivisie,88,2026-09-13T18:41:20Z,2026-09-13T14:45:00Z,2026-09-13T12:42:54Z,122.1,PEC Zwolle,Feyenoord,12,Double Chance,0.18058489,0.41502843,0.40438668,0.18058489,0.41502843,0.40438668,0.00000000,0.00000000,-0.00000000,2.62,1.14,1.17,Marathonbet,2.69,1.1,1.16,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552169,Eredivisie,88,2026-09-13T18:41:20Z,2026-09-13T18:00:00Z,2026-09-13T12:42:54Z,317.1,PSV Eindhoven,Sparta Rotterdam,12,Double Chance,0.45943939,0.10618155,0.43437906,0.45943939,0.10618155,0.43437906,0.00000000,-0.00000000,0.00000000,1.04,4.5,1.1,Marathonbet,,,,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494762,Eliteserien,103,2026-09-13T18:41:20Z,2026-09-13T15:00:00Z,2026-09-13T12:42:54Z,137.1,Start,Brann,12,Double Chance,0.25999350,0.36561586,0.37439064,0.24874462,0.37117361,0.38008177,-0.01124888,0.00555775,0.00569113,1.91,1.28,1.25,Marathonbet,1.75,1.32,1.24,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494759,Eliteserien,103,2026-09-13T18:41:20Z,2026-09-13T15:00:00Z,2026-09-13T12:42:54Z,137.1,KFUM Oslo,Aalesund,12,Double Chance,0.34105559,0.28591486,0.37302955,0.31723200,0.31101176,0.37175624,-0.02382359,0.02509690,-0.00127331,1.5,1.53,1.28,Marathonbet,1.47,1.53,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494758,Eliteserien,103,2026-09-13T18:41:20Z,2026-09-13T15:00:00Z,2026-09-13T12:42:54Z,137.1,Ham-Kam,Molde,12,Double Chance,0.22932331,0.38533835,0.38533835,0.21423894,0.39942854,0.38633252,-0.01508437,0.01409019,0.00099417,2.2,1.18,1.22,Marathonbet,2.21,1.18,1.19,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494757,Eliteserien,103,2026-09-13T18:41:20Z,2026-09-13T17:15:00Z,2026-09-13T12:42:54Z,272.1,Fredrikstad,Sarpsborg 08 FF,12,Double Chance,0.32613909,0.30695444,0.36690647,0.32613909,0.30695444,0.36690647,-0.00000000,-0.00000000,0.00000000,1.44,1.53,1.28,Marathonbet,1.44,1.52,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1553166,Ekstraklasa,106,2026-09-13T18:41:20Z,2026-09-13T12:45:00Z,2026-09-13T12:42:54Z,2.1,Pogon Szczecin,Wieczysta Kraków,12,Double Chance,0.37095751,0.26379201,0.36525048,0.35267526,0.28087311,0.36645163,-0.01828225,0.01708110,0.00120115,1.33,1.67,1.28,Marathonbet,1.32,1.67,1.26,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1553165,Ekstraklasa,106,2026-09-13T18:41:20Z,2026-09-13T15:30:00Z,2026-09-13T12:42:54Z,167.1,Legia Warszawa,Widzew Łódź,12,Double Chance,0.39637462,0.23202417,0.37160121,0.39637462,0.23202417,0.37160121,0.00000000,-0.00000000,-0.00000000,1.2,2.05,1.28,Marathonbet,1.19,1.89,1.27,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575493,Primeira Liga,94,2026-09-13T18:41:20Z,2026-09-13T17:00:00Z,2026-09-13T12:42:54Z,257.1,Benfica,GIL Vicente,12,Double Chance,0.47577855,0.08737024,0.43685121,0.47577855,0.08737024,0.43685121,-0.00000000,0.00000000,0.00000000,1.01,5.5,1.1,Marathonbet,,,,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575492,Primeira Liga,94,2026-09-13T18:41:20Z,2026-09-13T17:00:00Z,2026-09-13T12:42:54Z,257.1,Arouca,Santa Clara,12,Double Chance,0.33315188,0.32389766,0.34295046,0.33315188,0.32389766,0.34295046,-0.00000000,-0.00000000,0.00000000,1.4,1.44,1.36,Marathonbet,1.38,1.47,1.37,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1584409,Super Lig,203,2026-09-13T18:41:20Z,2026-09-13T14:00:00Z,2026-09-13T12:42:54Z,77.1,Gençlerbirliği S.K.,Kasımpaşa,12,Double Chance,0.35217391,0.29565217,0.35217391,0.34888889,0.30222222,0.34888889,-0.00328502,0.00657005,-0.00328502,1.36,1.57,1.36,Marathonbet,1.33,1.58,1.33,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1584407,Super Lig,203,2026-09-13T18:41:20Z,2026-09-13T17:00:00Z,2026-09-13T12:42:54Z,257.1,Galatasaray,Kocaelispor,12,Double Chance,0.44338336,0.14733970,0.40927694,0.45796927,0.12021693,0.42181380,0.01458591,-0.02712277,0.01253686,1.05,4.0,1.14,Marathonbet,1.02,3.78,1.12,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1584404,Super Lig,203,2026-09-13T18:41:20Z,2026-09-13T17:00:00Z,2026-09-13T12:42:54Z,257.1,Amed,Başakşehir,12,Double Chance,0.31707317,0.31707317,0.36585366,0.31707317,0.31707317,0.36585366,0.00000000,0.00000000,-0.00000000,1.5,1.5,1.3,Marathonbet,1.44,1.5,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570380,La Liga,140,2026-09-14T06:46:40Z,2026-09-13T19:00:00Z,2026-09-13T18:41:20Z,18.7,Real Sociedad,Atletico Madrid,12,Double Chance,0.30412056,0.33236033,0.36351911,0.27947598,0.34934498,0.37117904,-0.02464458,0.01698465,0.00765993,1.7,1.36,1.28,Marathonbet,1.74,1.36,1.31,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550124,Serie A,135,2026-09-14T06:46:40Z,2026-09-13T18:45:00Z,2026-09-13T18:41:20Z,3.7,Sassuolo,Juventus,12,Double Chance,0.20976061,0.40338580,0.38685359,0.20976061,0.40338580,0.38685359,0.00000000,-0.00000000,0.00000000,2.25,1.17,1.22,Marathonbet,2.33,1.17,1.27,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552757,Ligue 1,61,2026-09-14T06:46:40Z,2026-09-13T18:45:00Z,2026-09-13T18:41:20Z,3.7,Stade Brestois 29,Paris Saint Germain,12,Double Chance,0.12721186,0.45432807,0.41846007,0.12626832,0.45095829,0.42277339,-0.00094354,-0.00336978,0.00431332,3.75,1.05,1.12,Marathonbet,4.25,1.05,1.13,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575496,Primeira Liga,94,2026-09-14T06:46:40Z,2026-09-13T19:30:00Z,2026-09-13T18:41:20Z,48.7,Famalicao,Sporting CP,12,Double Chance,0.19701252,0.41865159,0.38433589,0.18862826,0.42483842,0.38653332,-0.00838426,0.00618683,0.00219743,2.5,1.11,1.22,Marathonbet,2.59,1.1,1.18,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550125,Serie A,135,2026-09-14T18:45:04Z,2026-09-14T16:30:00Z,2026-09-14T12:46:34Z,223.4,Torino,AS Roma,12,Double Chance,0.20247762,0.41580226,0.38172011,0.19719772,0.41169348,0.39110880,-0.00527990,-0.00410878,0.00938869,2.38,1.14,1.2,Marathonbet,2.6,1.13,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550118,Serie A,135,2026-09-14T18:45:04Z,2026-09-14T16:30:00Z,2026-09-14T12:46:34Z,223.4,Como,Parma,12,Double Chance,0.46274685,0.11915731,0.41809584,0.45691906,0.11879896,0.42428198,-0.00582779,-0.00035835,0.00618614,1.04,4.0,1.12,Marathonbet,1.03,4.45,1.13,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1550120,Serie A,135,2026-09-14T18:45:04Z,2026-09-14T18:45:00Z,2026-09-14T12:46:34Z,358.4,Inter,Udinese,12,Double Chance,0.45432807,0.12721186,0.41846007,0.45670149,0.12665855,0.41663996,0.00237342,-0.00055331,-0.00182011,1.04,3.75,1.14,Marathonbet,1.04,4.25,1.13,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1549018,Danish Superliga,119,2026-09-14T18:45:04Z,2026-09-14T17:00:00Z,2026-09-14T12:46:34Z,253.4,FC Midtjylland,Brondby,12,Double Chance,0.37672584,0.24654832,0.37672584,0.38314176,0.23371648,0.38314176,0.00641592,-0.01283184,0.00641592,1.22,2.0,1.22,Marathonbet,1.2,1.98,1.25,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1547633,A Lyga,362,2026-09-14T18:45:04Z,2026-09-14T15:45:00Z,2026-09-14T12:46:34Z,178.4,Banga,TransINVEST Vilnius,12,Double Chance,0.31725888,0.31725888,0.36548223,0.32133676,0.30848329,0.37017995,0.00407788,-0.00877559,0.00469772,1.44,1.5,1.25,Marathonbet,1.44,1.37,1.26,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1494756,Eliteserien,103,2026-09-14T18:45:04Z,2026-09-14T17:00:00Z,2026-09-14T12:46:34Z,253.4,Bodo/Glimt,Sandefjord,12,Double Chance,0.46062509,0.09581002,0.44356490,0.46467238,0.08786532,0.44746229,0.00404729,-0.00794470,0.00389739,1.04,5.5,1.08,Marathonbet,,,,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1553167,Ekstraklasa,106,2026-09-14T18:45:04Z,2026-09-14T17:00:00Z,2026-09-14T12:46:34Z,253.4,Radomiak Radom,Piast Gliwice,12,Double Chance,0.32948574,0.30149022,0.36902403,0.33236033,0.30412056,0.36351911,0.00287459,0.00263034,-0.00550492,1.4,1.53,1.28,Marathonbet,1.4,1.54,1.27,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575499,Primeira Liga,94,2026-09-14T18:45:04Z,2026-09-14T17:45:00Z,2026-09-14T12:46:34Z,298.4,Rio Ave,Estrela,12,Double Chance,0.31257344,0.33490012,0.35252644,0.32692308,0.32692308,0.34615385,0.01434964,-0.00797704,-0.00637259,1.44,1.44,1.36,Marathonbet,1.44,1.44,1.33,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1584408,Super Lig,203,2026-09-14T18:45:04Z,2026-09-14T17:00:00Z,2026-09-14T12:46:34Z,253.4,Gaziantep FK,Fenerbahçe,12,Double Chance,0.20060150,0.40806116,0.39133734,0.19076096,0.41833544,0.39090360,-0.00984054,0.01027428,-0.00043374,2.5,1.14,1.22,Marathonbet,2.47,1.11,1.2,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1557402,Premier League,39,2026-09-15T00:45:52Z,2026-09-14T19:00:00Z,2026-09-14T18:45:04Z,14.9,Leeds,Newcastle,12,Double Chance,0.33236033,0.30412056,0.36351911,0.34759984,0.28307532,0.36932483,0.01523951,-0.02104524,0.00580572,1.36,1.67,1.28,Marathonbet,1.39,1.66,1.33,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1570382,La Liga,140,2026-09-15T00:45:52Z,2026-09-14T19:00:00Z,2026-09-14T18:45:04Z,14.9,Villarreal,Real Betis,12,Double Chance,0.36381710,0.25447316,0.38170974,0.36561586,0.25999350,0.37439064,0.00179876,0.00552034,-0.00731910,1.28,1.8,1.25,Marathonbet,1.31,1.9,1.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575497,Primeira Liga,94,2026-09-15T00:45:52Z,2026-09-14T19:15:00Z,2026-09-14T18:45:04Z,29.9,Moreirense,Maritimo,12,Double Chance,0.31502316,0.33752482,0.34745202,0.31502316,0.33752482,0.34745202,0.00000000,-0.00000000,-0.00000000,1.5,1.4,1.36,Marathonbet,1.45,1.43,1.34,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1575494,Primeira Liga,94,2026-09-15T00:45:52Z,2026-09-14T19:45:00Z,2026-09-14T18:45:04Z,59.9,SC Braga,Estoril,12,Double Chance,0.42634584,0.18225471,0.39139946,0.44180416,0.15757682,0.40061903,0.01545832,-0.02467789,0.00921957,1.07,3.0,1.18,Marathonbet,1.04,3.1,1.16,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
1552143,Eredivisie,88,2026-09-15T18:43:13Z,2026-09-15T18:00:00Z,2026-09-15T12:44:49Z,315.2,Ajax,Willem II,12,Double Chance,0.46199076,0.09701806,0.44099118,0.47293747,0.08039937,0.44666316,0.01094671,-0.01661869,0.00567198,1.02,6.0,1.08,Marathonbet,,,,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Double Chance triplet
