player_id,latest_international_player_name,international_evidence_rows,international_fixture_count,international_team_count,international_team_ids,international_team_names,first_international_kickoff_utc,last_international_kickoff_utc,appearance_fixture_count,minutes_confirmed_fixture_count,confirmed_minutes_total,substitute_appearance_fixture_count,pbk_catalog_match_status,pbk_catalog_identity_method,pbk_latest_observed_name,pbk_latest_observed_position,pbk_first_seen_at_utc,pbk_last_seen_at_utc,pbk_has_roster_evidence,pbk_has_match_stats_evidence,pbk_latest_roster_team_ids,pbk_latest_roster_team_names,transfermarkt_identity_status,transfermarkt_player_id,transfermarkt_player_name,transfermarkt_mapping_method,transfermarkt_mapping_confidence,transfermarkt_match_status,club_at_fixture_date_status,identity_contract,fuzzy_matching_used,name_used_for_identity,provider_calls,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
7782,Max Ebong,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
7857,Roman Begunov,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
7897,Pavel Zabelin,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
7907,Maksim Plotnikov,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
7918,Nikolai Ivanov,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8005,Maksim Belov,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8009,Yegor Khvalko,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,67,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8015,Artem Kontsevoy,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,22,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8490,Giorgi Kvilitaia,1,1,1,1104,Georgia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,59,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8560,Gjoko Zajkov,1,1,1,1105,FYR Macedonia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8586,Mërgim Vojvoda,1,1,1,1111,Kosovo,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. Vojvoda,Midfielder,2026-09-16T04:25:33Z,2026-09-16T04:25:33Z,YES,NO,494,Udinese,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8680,Charles Vanhoutte,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Charles Vanhoutte,M,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
8794,George Hirst,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
9026,Nikola Vasilj,1,1,1,1113,Bosnia & Herzegovina,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10009,Rodrygo,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,79,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10089,Fabrício Bruno,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,35,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10111,Bento,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,95,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10135,Bruno Guimarães,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,60,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Bruno Guimarães,Midfielder,2026-09-17T00:31:21Z,2026-09-17T00:31:21Z,YES,NO,42,Arsenal,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10316,Caio Henrique,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,95,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Caio Henrique,D,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10329,João Pedro,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,João Pedro,Attacker,2026-09-16T04:25:33Z,2026-09-16T04:25:33Z,YES,NO,49,Chelsea,SAFE_AUTO_HIGH,626724,João Pedro,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10447,Pablo Armero,1,1,1,8,Colombia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
10532,Luan Pereira,1,1,1,1563,United Arab Emirates,2025-11-18T16:00:00+00:00,2025-11-18T16:00:00+00:00,1,1,59,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11074,Kristian Dimitrov,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11088,Stanislav Shopov,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,14,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11116,Martin Minchev,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,14,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Martin Minchev,F,2026-09-18T04:53:44Z,2026-09-18T04:53:44Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11228,Stefan Aškovski,1,1,1,1105,FYR Macedonia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,82,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11245,Filip Krastev,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,89,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11307,Zdravko Dimitrov,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,60,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11311,Vladimir Nikolov,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,30,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11317,Georgi Rusev,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,76,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11365,Benjamin Kuscevic,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11371,Ignacio Saavedra,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,10,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11421,Gabriel Suazo,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,G. Suazo,D,2026-09-16T00:31:04Z,2026-09-18T19:28:18Z,YES,YES,536,Sevilla,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11486,Matías Sepúlveda,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,10,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11675,Javier Altamirano,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
11828,Rodrigo Echeverría,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
12021,Fabián Hormazábal,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
12345,Francisco Salinas,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,85,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
12434,Marcelo Moreno,1,1,1,2381,Bolivia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
14278,Darko Velkovski,1,1,1,1105,FYR Macedonia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
14290,Milan Ristovski,1,1,1,1105,FYR Macedonia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
14299,Erik Janža,1,1,1,1091,Slovenia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Erik Janža,D,2026-09-18T04:53:44Z,2026-09-18T04:53:44Z,NO,YES,,,SAFE_AUTO_HIGH,174522,Erik Janza,EXACT_STATS_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
14519,Vitaliy Lisakovich,1,1,1,1100,Belarus,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,78,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
14590,Lumbardh Dellova,1,1,1,1111,Kosovo,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
15870,Mads Hermansen,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
15908,Mikkel Damsgaard,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,64,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. Damsgaard,M,2026-09-16T04:25:33Z,2026-09-19T00:54:53Z,YES,YES,55,Brentford,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
16143,Lirim Qamili,1,1,1,1105,FYR Macedonia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,35,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
16545,Esteban Dreer,1,1,1,2382,Ecuador,2017-03-23T23:00:00+00:00,2017-03-23T23:00:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
16933,Seifeddine Jaziri,1,1,1,28,Tunisia,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
17789,Timi Max Elšnik,1,1,1,1091,Slovenia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,88,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
17932,Mark Harris,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
17939,Dimitar Mitov,1,1,1,1103,Bulgaria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18331,Rhys Norrington-Davies,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18599,Sorba Thomas,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,26,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Thomas,Attacker,2026-09-17T00:31:21Z,2026-09-17T00:31:21Z,YES,NO,64,Hull City,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18776,Çağlar Söyüncü,1,1,1,777,Türkiye,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18799,Adam Masina,1,1,1,31,Morocco,2025-11-18T19:00:00+00:00,2025-11-18T19:00:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18827,Carlos Sánchez,1,1,1,8,Colombia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18830,Marko Arnautović,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,82,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18866,Chris Mepham,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,8,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18870,David Brooks,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,64,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,D. Brooks,Midfielder,2026-09-17T06:31:22Z,2026-09-17T06:31:22Z,YES,NO,35,Bournemouth,SAFE_AUTO_HIGH,277033,David Brooks,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18885,Karl Darlow,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,K. Darlow,Goalkeeper,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,33,Manchester United,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18942,Yan Valery,1,1,1,28,Tunisia,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,95,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
18943,Jannik Vestergaard,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,26,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19030,Matt O'Riley,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. O&apos;Riley,Midfielder,2026-09-17T00:31:21Z,2026-09-17T00:31:21Z,YES,NO,51,Brighton,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19041,Jon Gorenc Stanković,1,1,1,1091,Slovenia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,1,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19066,Grant Hanley,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,G. Hanley,D,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19077,Kenny McLean,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,69,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19161,Jefferson Montero,1,1,1,2382,Ecuador,2017-03-23T23:00:00+00:00,2017-03-23T23:00:00+00:00,1,1,3,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19191,John McGinn,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,J.  McGinn,Midfielder,2026-09-16T04:25:33Z,2026-09-16T04:25:33Z,YES,NO,66,Aston Villa,SAFE_AUTO_HIGH,193116,John McGinn,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19221,Harry Wilson,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,H. Wilson,Attacker,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,63,Leeds,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19260,Jay Dasilva,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,J. Dasilva,Midfielder,2026-09-17T02:25:30Z,2026-09-17T02:25:30Z,YES,NO,1346,Coventry,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19321,Joe Rodon,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,82,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,J. Rodon,Defender,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,63,Leeds,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19329,Daniel James,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,64,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,D. James,Attacker,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,63,Leeds,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19335,Liam Cullen,1,1,1,767,Wales,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,85,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19465,David Raya,1,1,1,9,Spain,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,David Raya,Goalkeeper,2026-09-17T00:31:21Z,2026-09-17T00:31:21Z,YES,NO,42,Arsenal,SAFE_AUTO_HIGH,262749,David Raya,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
19485,Ben Brereton Díaz,1,1,1,2383,Chile,2025-11-18T17:00:00+00:00,2025-11-18T17:00:00+00:00,1,1,10,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
