player_id,latest_international_player_name,international_evidence_rows,international_fixture_count,international_team_count,international_team_ids,international_team_names,first_international_kickoff_utc,last_international_kickoff_utc,appearance_fixture_count,minutes_confirmed_fixture_count,confirmed_minutes_total,substitute_appearance_fixture_count,pbk_catalog_match_status,pbk_catalog_identity_method,pbk_latest_observed_name,pbk_latest_observed_position,pbk_first_seen_at_utc,pbk_last_seen_at_utc,pbk_has_roster_evidence,pbk_has_match_stats_evidence,pbk_latest_roster_team_ids,pbk_latest_roster_team_names,transfermarkt_identity_status,transfermarkt_player_id,transfermarkt_player_name,transfermarkt_mapping_method,transfermarkt_mapping_confidence,transfermarkt_match_status,club_at_fixture_date_status,identity_contract,fuzzy_matching_used,name_used_for_identity,provider_calls,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
5,Manuel Akanji,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. Akanji,Defender,2026-09-17T02:25:30Z,2026-09-17T02:25:30Z,YES,NO,505,Inter,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
20,Axel Witsel,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,30,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,A. Witsel,Midfielder,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,84,Nice,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
22,Jacob Bruun Larsen,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
69,Brandon Mechele,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
74,Sofyan Amrabat,1,1,1,31,Morocco,2025-11-18T19:00:00+00:00,2025-11-18T19:00:00+00:00,1,1,64,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Amrabat,M,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
78,Hans Vanaken,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,75,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
86,Loïs Openda,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,30,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,L. Openda,Attacker,2026-09-17T04:26:21Z,2026-09-17T04:26:21Z,YES,NO,80,Lyon,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
107,Sofiane Diop,1,1,1,31,Morocco,2025-11-18T19:00:00+00:00,2025-11-18T19:00:00+00:00,1,1,15,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Diop,Midfielder,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,84,Nice,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
174,Christian Eriksen,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
257,Marquinhos,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,95,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Marquinhos,Defender,2026-09-18T04:24:42Z,2026-09-18T04:24:42Z,YES,NO,85,Paris Saint Germain,SAFE_AUTO_HIGH,181767,Marquinhos,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
264,Thomas Meunier,1,1,1,1,Belgium,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,T. Meunier,Midfielder,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,746,Sunderland,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
289,Andrew Robertson,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,A. Robertson,Defender,2026-09-16T04:25:33Z,2026-09-16T04:25:33Z,YES,NO,47,Tottenham,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
299,Fabinho,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,35,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
313,David Ospina,1,1,1,8,Colombia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
328,Fabián Ruiz,1,1,1,9,Spain,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,83,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Fabián Ruiz,Midfielder,2026-09-18T04:24:42Z,2026-09-18T04:24:42Z,YES,NO,85,Paris Saint Germain,SAFE_AUTO_HIGH,350219,Fabián Ruiz,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
372,Éder Militão,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,60,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Éder Militão,Defender,2026-09-19T00:30:46Z,2026-09-19T00:30:46Z,YES,NO,541,Real Madrid,SAFE_AUTO_HIGH,401530,Éder Militão,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
417,Alessandro Schöpf,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,8,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
421,Breel Embolo,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,69,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
422,Ahmed Kutucu,1,1,1,777,Türkiye,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
483,Khvicha Kvaratskhelia,1,1,1,1104,Georgia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,K. Kvaratskhelia,Attacker,2026-09-18T04:24:42Z,2026-09-18T04:24:42Z,YES,NO,85,Paris Saint Germain,SAFE_AUTO_HIGH,502670,Khvicha Kvaratskhelia,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
505,David Alaba,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
517,James Rodríguez,1,1,1,8,Colombia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
533,Rasmus Kristensen,1,1,1,21,Denmark,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,61,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
545,Noussair Mazraoui,1,1,1,31,Morocco,2025-11-18T19:00:00+00:00,2025-11-18T19:00:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,N. Mazraoui,Defender,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,33,Manchester United,SAFE_AUTO_HIGH,340456,Noussair Mazraoui,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
557,Odysseas Vlachodimos,1,1,1,1117,Greece,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,O. Vlachodimos,G,2026-09-16T00:31:04Z,2026-09-18T19:28:18Z,YES,YES,536,Sevilla,SAFE_AUTO_HIGH,124419,Odysseas Vlachodimos,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
606,Petros Mantalos,1,1,1,1117,Greece,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,83,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
616,Arijanet Murić,1,1,1,1111,Kosovo,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Arijanet Murić,G,2026-09-16T04:25:33Z,2026-09-19T00:54:53Z,YES,YES,488,Sassuolo,SAFE_AUTO_HIGH,371021,Arijanet Murić,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
617,Ederson,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
618,Danilo,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,50,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
622,Aymeric Laporte,1,1,1,9,Spain,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Aymeric Laporte,Defender,2026-09-16T00:31:04Z,2026-09-16T00:31:04Z,YES,NO,531,Athletic Club,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
635,Riyad Mahrez,1,1,1,1532,Algeria,2025-11-18T16:30:00+00:00,2025-11-18T16:30:00+00:00,0,1,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
658,Houssem Aouar,1,1,1,1532,Algeria,2025-11-18T16:30:00+00:00,2025-11-18T16:30:00+00:00,0,1,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
711,Stefan Posch,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,21,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Posch,Defender,2026-09-16T06:31:12Z,2026-09-16T06:31:12Z,YES,NO,164,FSV Mainz 05,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
715,Christoph Baumgartner,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,C. Baumgartner,Midfielder,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,173,RB Leipzig,SAFE_AUTO_HIGH,324278,Christoph Baumgartner,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
719,Florian Grillitsch,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,F. Grillitsch,Midfielder,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,512,Frosinone,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
744,Brahim Díaz,1,1,1,31,Morocco,2025-11-18T19:00:00+00:00,2025-11-18T19:00:00+00:00,1,1,75,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Brahim Díaz,Midfielder,2026-09-18T19:28:18Z,2026-09-19T00:30:46Z,YES,YES,541,Real Madrid,SAFE_AUTO_HIGH,314678,Brahim Díaz,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
747,Casemiro,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,60,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
753,Marcos Llorente,1,1,1,9,Spain,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Marcos Llorente,D,2026-09-16T00:31:04Z,2026-09-18T19:28:18Z,YES,YES,530,Atletico Madrid,SAFE_AUTO_HIGH,282411,Marcos Llorente,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
762,Vinícius Júnior,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,95,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Vinícius Júnior,Midfielder,2026-09-18T19:28:18Z,2026-09-19T00:30:46Z,YES,YES,541,Real Madrid,SAFE_AUTO_HIGH,371998,Vinicius Junior,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
790,Edin Džeko,1,1,1,1113,Bosnia & Herzegovina,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,E. Džeko,Attacker,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,174,FC Schalke 04,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
833,Jaka Bijol,1,1,1,1091,Slovenia,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,J. Bijol,Defender,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,63,Leeds,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
860,Alex Sandro,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
866,Juan Cuadrado,1,1,1,8,Colombia,2017-03-23T20:30:00+00:00,2017-03-23T20:30:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
889,Victor Lindelöf,1,1,1,5,Sweden,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,84,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,V. Lindelöf,Defender,2026-09-16T04:25:33Z,2026-09-16T04:25:33Z,YES,NO,66,Aston Villa,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
893,Antonio Valencia,1,1,1,2382,Ecuador,2017-03-23T23:00:00+00:00,2017-03-23T23:00:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
903,Scott McTominay,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. McTominay,Midfielder,2026-09-17T06:31:22Z,2026-09-17T06:31:22Z,YES,NO,492,Napoli,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
931,Ferran Torres,1,1,1,9,Spain,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,45,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Ferran Torres,Attacker,2026-09-18T04:24:42Z,2026-09-18T04:24:42Z,YES,NO,85,Paris Saint Germain,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
951,Michel Aebischer,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. Aebischer,M,2026-09-16T02:25:20Z,2026-09-18T20:52:33Z,YES,YES,182,Union Berlin,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
952,Christian Fassnacht,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,1,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
957,Djibril Sow,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,89,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,D. Sow,Midfielder,2026-09-18T00:30:48Z,2026-09-18T00:30:48Z,YES,NO,495,Genoa,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
971,Panagiotis Retsos,1,1,1,1117,Greece,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
999,Bećir Omeragić,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1014,Simon Sohm,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,14,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Sohm,Midfielder,2026-09-17T04:26:21Z,2026-09-17T04:26:21Z,YES,NO,517,Venezia,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1095,Xaver Schlager,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,68,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,X. Schlager,Midfielder,2026-09-17T02:25:30Z,2026-09-17T02:25:30Z,YES,NO,65,Nottingham Forest,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1104,Scott Bain,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,S. Bain,G,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1106,Craig Gordon,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1111,Jack Hendry,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1115,Anthony Ralston,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1117,Kieran Tierney,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,18,1,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,K. Tierney,D,2026-09-18T19:28:18Z,2026-09-18T19:28:18Z,NO,YES,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1125,Ryan Christie,1,1,1,1108,Scotland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,64,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,R. Christie,Midfielder,2026-09-17T06:31:22Z,2026-09-17T06:31:22Z,YES,NO,35,Bournemouth,SAFE_AUTO_HIGH,188077,Ryan Christie,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1142,Yvon Mvogo,1,1,1,15,Switzerland,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,0,0,0,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Y. Mvogo,Goalkeeper,2026-09-17T06:31:22Z,2026-09-17T06:31:22Z,YES,NO,97,Lorient,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1152,Emil Forsberg,1,1,1,5,Sweden,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,52,1,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1157,Konrad Laimer,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,K. Laimer,Midfielder,2026-09-16T02:25:20Z,2026-09-16T02:25:20Z,YES,NO,157,Bayern München,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1159,Marcel Sabitzer,1,1,1,775,Austria,2025-11-18T19:45:00+00:00,2025-11-18T19:45:00+00:00,1,1,90,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,M. Sabitzer,Midfielder,2026-09-17T02:25:30Z,2026-09-17T02:25:30Z,YES,NO,165,Borussia Dortmund,SAFE_AUTO_HIGH,106987,Marcel Sabitzer,EXACT_PROFILE_NAME_DOB_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1165,Matheus Cunha,1,1,1,6,Brazil,2025-11-18T19:30:00+00:00,2025-11-18T19:30:00+00:00,1,1,45,0,EXACT_ID_MATCH,API_FOOTBALL_PLAYER_ID_EXACT,Matheus Cunha,Attacker,2026-09-18T02:26:09Z,2026-09-18T02:26:09Z,YES,NO,33,Manchester United,SAFE_AUTO_HIGH,517894,Matheus Cunha,EXACT_NAME_CURRENT_CLUB,HIGH,AUTO_MATCH,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
1216,Christian Noboa,1,1,1,2382,Ecuador,2017-03-23T23:00:00+00:00,2017-03-23T23:00:00+00:00,1,1,88,0,UNMATCHED,,,,,,,,,,UNMAPPED,,,,,,NOT_DERIVED,EXACT_API_FOOTBALL_PLAYER_ID,false,false,0,true,false,false,false,false,false,false
