competition_role,country,slot,provider_competition_id,competition_name,season,provider_season_available,status,attempt_count,last_attempt_at_utc,provider_fixture_rows,error
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2020,true,CAPTURED,1,2026-09-19T07:57:40Z,173,
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2021,true,CAPTURED,1,2026-09-19T07:57:42Z,193,
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2022,true,CAPTURED,1,2026-09-19T07:57:44Z,195,
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2023,true,CAPTURED,1,2026-09-19T07:57:46Z,197,
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2024,true,CAPTURED,1,2026-09-19T07:57:48Z,199,
DOMESTIC_CUP,France,NATIONAL_CUP,66,Coupe de France,2025,true,CAPTURED,1,2026-09-19T07:57:50Z,201,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2017,true,CAPTURED,1,2026-09-19T07:57:51Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2018,true,CAPTURED,1,2026-09-19T07:57:53Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2019,true,CAPTURED,1,2026-09-19T07:57:55Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2020,true,CAPTURED,1,2026-09-19T07:57:57Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2021,true,CAPTURED,1,2026-09-19T07:57:59Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2022,true,CAPTURED,1,2026-09-19T07:58:01Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2023,true,CAPTURED,1,2026-09-19T07:58:03Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2024,true,CAPTURED,1,2026-09-19T07:58:05Z,63,
DOMESTIC_CUP,Germany,NATIONAL_CUP,81,DFB Pokal,2025,true,CAPTURED,1,2026-09-19T07:58:06Z,63,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2017,true,CAPTURED,1,2026-09-19T07:58:08Z,219,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2018,true,CAPTURED,1,2026-09-19T07:58:10Z,216,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2019,true,CAPTURED,1,2026-09-19T07:58:12Z,210,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2020,true,CAPTURED,1,2026-09-19T07:58:14Z,178,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2021,true,CAPTURED,1,2026-09-19T07:58:16Z,218,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2022,true,CAPTURED,1,2026-09-19T07:58:19Z,214,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2023,true,CAPTURED,1,2026-09-19T07:58:21Z,214,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2024,true,CAPTURED,1,2026-09-19T07:58:23Z,279,
UEFA,International,UEFA_CHAMPIONS_LEAGUE,2,UEFA Champions League,2025,true,CAPTURED,1,2026-09-19T07:58:25Z,281,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2017,true,CAPTURED,1,2026-09-19T07:58:27Z,473,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2018,true,CAPTURED,1,2026-09-19T07:58:29Z,519,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2019,true,CAPTURED,1,2026-09-19T07:58:31Z,511,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2020,true,CAPTURED,1,2026-09-19T07:58:33Z,362,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2021,true,CAPTURED,1,2026-09-19T07:58:35Z,177,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2022,true,CAPTURED,1,2026-09-19T07:58:37Z,175,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2023,true,CAPTURED,1,2026-09-19T07:58:39Z,175,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2024,true,CAPTURED,1,2026-09-19T07:58:41Z,269,
UEFA,International,UEFA_EUROPA_LEAGUE,3,UEFA Europa League,2025,true,CAPTURED,1,2026-09-19T07:58:43Z,271,
UEFA,International,UEFA_CONFERENCE_LEAGUE,848,UEFA Europa Conference League,2021,true,CAPTURED,1,2026-09-19T07:58:45Z,423,
UEFA,International,UEFA_CONFERENCE_LEAGUE,848,UEFA Europa Conference League,2022,true,CAPTURED,1,2026-09-19T07:58:47Z,415,
UEFA,International,UEFA_CONFERENCE_LEAGUE,848,UEFA Europa Conference League,2023,true,CAPTURED,1,2026-09-19T07:58:49Z,417,
UEFA,International,UEFA_CONFERENCE_LEAGUE,848,UEFA Europa Conference League,2024,true,CAPTURED,1,2026-09-19T07:58:51Z,409,
UEFA,International,UEFA_CONFERENCE_LEAGUE,848,UEFA Europa Conference League,2025,true,CAPTURED,1,2026-09-19T07:58:54Z,409,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2017,true,CAPTURED,1,2026-09-19T07:58:56Z,79,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2018,true,CAPTURED,1,2026-09-19T07:58:58Z,79,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2019,true,CAPTURED,1,2026-09-19T07:59:00Z,79,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2020,true,CAPTURED,1,2026-09-19T07:59:02Z,79,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2021,true,CAPTURED,1,2026-09-19T07:59:05Z,45,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2022,true,CAPTURED,1,2026-09-19T07:59:08Z,45,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2023,true,CAPTURED,1,2026-09-19T07:59:10Z,45,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2024,true,CAPTURED,1,2026-09-19T07:59:12Z,45,
DOMESTIC_CUP,Italy,NATIONAL_CUP,137,Coppa Italia,2025,true,CAPTURED,1,2026-09-19T07:59:14Z,45,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2019,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2020,true,CAPTURED,1,2026-09-19T07:59:16Z,46,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2021,true,CAPTURED,1,2026-09-19T07:59:18Z,54,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2022,true,CAPTURED,1,2026-09-19T07:59:20Z,53,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2023,true,CAPTURED,1,2026-09-19T07:59:22Z,52,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2024,true,CAPTURED,1,2026-09-19T07:59:24Z,49,
DOMESTIC_CUP,Latvia,NATIONAL_CUP,658,Cup,2025,true,CAPTURED,1,2026-09-19T07:59:26Z,48,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2019,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2020,true,CAPTURED,1,2026-09-19T07:59:28Z,32,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2021,true,CAPTURED,1,2026-09-19T07:59:31Z,29,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2022,true,CAPTURED,1,2026-09-19T07:59:33Z,53,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2023,true,CAPTURED,1,2026-09-19T07:59:35Z,47,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2024,true,CAPTURED,1,2026-09-19T07:59:38Z,51,
DOMESTIC_CUP,Lithuania,NATIONAL_CUP,661,Cup,2025,true,CAPTURED,1,2026-09-19T07:59:39Z,49,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2017,true,CAPTURED,1,2026-09-19T07:59:41Z,104,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2018,true,CAPTURED,1,2026-09-19T07:59:43Z,106,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2019,true,CAPTURED,1,2026-09-19T07:59:45Z,105,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2020,true,CAPTURED,1,2026-09-19T07:59:47Z,101,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2021,true,CAPTURED,1,2026-09-19T07:59:49Z,89,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2022,true,CAPTURED,1,2026-09-19T07:59:51Z,85,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2023,true,CAPTURED,1,2026-09-19T07:59:53Z,109,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2024,true,CAPTURED,1,2026-09-19T07:59:55Z,109,
DOMESTIC_CUP,Netherlands,NATIONAL_CUP,90,KNVB Beker,2025,true,CAPTURED,1,2026-09-19T07:59:57Z,109,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2019,true,CAPTURED,1,2026-09-19T07:59:59Z,127,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2020,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2021,true,CAPTURED,1,2026-09-19T08:00:02Z,127,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2022,true,CAPTURED,1,2026-09-19T08:00:05Z,127,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2023,true,CAPTURED,1,2026-09-19T08:00:08Z,127,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2024,true,CAPTURED,1,2026-09-19T08:00:10Z,127,
DOMESTIC_CUP,Norway,NATIONAL_CUP,105,NM Cupen,2025,true,CAPTURED,1,2026-09-19T08:00:12Z,127,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2019,true,CAPTURED,1,2026-09-19T08:00:14Z,67,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2020,true,CAPTURED,1,2026-09-19T08:00:17Z,67,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2021,true,CAPTURED,1,2026-09-19T08:00:20Z,68,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2022,true,CAPTURED,1,2026-09-19T08:00:22Z,69,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2023,true,CAPTURED,1,2026-09-19T08:00:25Z,69,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2024,true,CAPTURED,1,2026-09-19T08:00:27Z,69,
DOMESTIC_CUP,Poland,NATIONAL_CUP,108,Cup,2025,true,CAPTURED,1,2026-09-19T08:00:29Z,69,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2017,true,CAPTURED,1,2026-09-19T08:00:31Z,171,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2018,true,CAPTURED,1,2026-09-19T08:00:33Z,167,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2019,true,CAPTURED,1,2026-09-19T08:00:36Z,166,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2020,true,CAPTURED,1,2026-09-19T08:00:38Z,166,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2021,true,CAPTURED,1,2026-09-19T08:00:40Z,155,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2022,true,CAPTURED,1,2026-09-19T08:00:42Z,153,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2023,true,CAPTURED,1,2026-09-19T08:00:44Z,147,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2024,true,CAPTURED,1,2026-09-19T08:00:48Z,148,
DOMESTIC_CUP,Portugal,NATIONAL_CUP,96,Taça de Portugal,2025,true,CAPTURED,1,2026-09-19T08:00:50Z,151,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2019,true,CAPTURED,1,2026-09-19T08:00:52Z,45,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2020,true,CAPTURED,1,2026-09-19T08:00:55Z,7,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2021,true,CAPTURED,1,2026-09-19T08:00:57Z,37,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2022,true,CAPTURED,1,2026-09-19T08:00:59Z,63,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2023,true,CAPTURED,1,2026-09-19T08:01:01Z,37,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2024,true,CAPTURED,1,2026-09-19T08:01:04Z,7,
DOMESTIC_CUP,Portugal,LEAGUE_CUP,97,Taça da Liga,2025,true,CAPTURED,1,2026-09-19T08:01:06Z,7,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2018,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2019,true,CAPTURED,1,2026-09-19T08:01:08Z,115,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2020,true,CAPTURED,1,2026-09-19T08:01:10Z,99,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2021,true,CAPTURED,1,2026-09-19T08:01:12Z,127,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2022,true,CAPTURED,1,2026-09-19T08:01:14Z,128,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2023,true,CAPTURED,1,2026-09-19T08:01:16Z,130,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2024,true,CAPTURED,1,2026-09-19T08:01:19Z,129,
DOMESTIC_CUP,Scotland,NATIONAL_CUP,181,FA Cup,2025,true,CAPTURED,1,2026-09-19T08:01:22Z,128,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2017,true,CAPTURED,1,2026-09-19T08:01:24Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2018,true,CAPTURED,1,2026-09-19T08:01:26Z,91,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2019,true,CAPTURED,1,2026-09-19T08:01:28Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2020,true,CAPTURED,1,2026-09-19T08:01:30Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2021,true,CAPTURED,1,2026-09-19T08:01:33Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2022,true,CAPTURED,1,2026-09-19T08:01:35Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2023,true,CAPTURED,1,2026-09-19T08:01:38Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2024,true,CAPTURED,1,2026-09-19T08:01:40Z,95,
DOMESTIC_CUP,Scotland,LEAGUE_CUP,185,League Cup,2025,true,CAPTURED,1,2026-09-19T08:01:43Z,95,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2017,false,UNAVAILABLE_PROVIDER_SEASON,0,,,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2018,true,CAPTURED,1,2026-09-19T08:01:45Z,112,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2019,true,CAPTURED,1,2026-09-19T08:01:47Z,128,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2020,true,CAPTURED,1,2026-09-19T08:01:50Z,127,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2021,true,CAPTURED,1,2026-09-19T08:01:52Z,127,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2022,true,CAPTURED,1,2026-09-19T08:01:54Z,126,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2023,true,CAPTURED,1,2026-09-19T08:01:57Z,126,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2024,true,CAPTURED,1,2026-09-19T08:01:59Z,126,
DOMESTIC_CUP,Spain,NATIONAL_CUP,143,Copa del Rey,2025,true,CAPTURED,1,2026-09-19T08:02:01Z,137,
