forward_id,rule,api_fixture_id,captured_at_utc,kickoff_utc,minutes_to_kickoff,home_team,away_team,home_team_id,away_team_id,home_prev_fixture_id,away_prev_fixture_id,home_prev_competition,away_prev_competition,home_prev_comp_class,away_prev_comp_class,home_current_formation,away_current_formation,home_current_coach,away_current_coach,home_current_xi_json,away_current_xi_json,home_prev_xi_json,away_prev_xi_json,home_current_xi_count,away_current_xi_count,home_prev_xi_count,away_prev_xi_count,home_retained_starters,away_retained_starters,home_changed_starters,away_changed_starters,home_retained_pct,away_retained_pct,home_rotation_verified,away_rotation_verified,current_lineups_available,previous_lineups_complete,context_only,notes
R1|I1|1550124,R1,1550124,2026-09-13T18:42:47Z,2026-09-13T18:45:00Z,2.2,Sassuolo,Juventus,488,496,1550108,1550114,Serie A,Serie A,LEAGUE_OR_OTHER,LEAGUE_OR_OTHER,4-3-3,4-2-3-1,Alberto Aquilani,Luciano Spalletti,"[{""id"":616,""name"":""Arijanet Murić"",""number"":49,""pos"":""G"",""grid"":""1:1""},{""id"":382448,""name"":""Simone Cinquegrano"",""number"":46,""pos"":""D"",""grid"":""2:4""},{""id"":37651,""name"":""Jay Idzes"",""number"":21,""pos"":""D"",""grid"":""2:3""},{""id"":290546,""name"":""Fedde Leysen"",""number"":16,""pos"":""D"",""grid"":""2:2""},{""id"":135526,""name"":""Josh Doig"",""number"":3,""pos"":""D"",""grid"":""2:1""},{""id"":39143,""name"":""Kristian Thorstvedt"",""number"":42,""pos"":""M"",""grid"":""3:3""},{""id"":902,""name"":""Nemanja Matić"",""number"":18,""pos"":""M"",""grid"":""3:2""},{""id"":343562,""name"":""Luca Lipani"",""number"":35,""pos"":""M"",""grid"":""3:1""},{""id"":30537,""name"":""Domenico Berardi"",""number"":10,""pos"":""F"",""grid"":""4:3""},{""id"":215,""name"":""Sebastiano Esposito"",""number"":94,""pos"":""F"",""grid"":""4:2""},{""id"":2215,""name"":""Armand Laurienté"",""number"":45,""pos"":""F"",""grid"":""4:1""}]","[{""id"":31354,""name"":""Guglielmo Vicario"",""number"":25,""pos"":""G"",""grid"":""1:1""},{""id"":162188,""name"":""Pierre Kalulu"",""number"":15,""pos"":""D"",""grid"":""2:4""},{""id"":30497,""name"":""Gleison Bremer"",""number"":3,""pos"":""D"",""grid"":""2:3""},{""id"":1929,""name"":""Jhon Lucumí"",""number"":26,""pos"":""D"",""grid"":""2:2""},{""id"":22222,""name"":""Zeki Çelik"",""number"":2,""pos"":""D"",""grid"":""2:1""},{""id"":47522,""name"":""Douglas Luiz"",""number"":12,""pos"":""M"",""grid"":""3:2""},{""id"":36899,""name"":""Teun Koopmeiners"",""number"":8,""pos"":""M"",""grid"":""3:1""},{""id"":161585,""name"":""Francisco Conceição"",""number"":7,""pos"":""M"",""grid"":""4:3""},{""id"":26315,""name"":""Nicolás González"",""number"":31,""pos"":""M"",""grid"":""4:2""},{""id"":395559,""name"":""Kerim Alajbegović"",""number"":17,""pos"":""M"",""grid"":""4:1""},{""id"":21104,""name"":""Randal Kolo Muani"",""number"":9,""pos"":""F"",""grid"":""5:1""}]","[{""id"":616,""name"":""A. Muric"",""number"":49,""pos"":""G"",""grid"":""1:1""},{""id"":382448,""name"":""S. Cinquegrano"",""number"":46,""pos"":""D"",""grid"":""2:4""},{""id"":37651,""name"":""J. Idzes"",""number"":21,""pos"":""D"",""grid"":""2:3""},{""id"":290546,""name"":""F. Leysen"",""number"":16,""pos"":""D"",""grid"":""2:2""},{""id"":135526,""name"":""J. Doig"",""number"":3,""pos"":""D"",""grid"":""2:1""},{""id"":339872,""name"":""V. Adzic"",""number"":17,""pos"":""M"",""grid"":""3:3""},{""id"":902,""name"":""N. Matic"",""number"":18,""pos"":""M"",""grid"":""3:2""},{""id"":343562,""name"":""L. Lipani"",""number"":35,""pos"":""M"",""grid"":""3:1""},{""id"":342035,""name"":""C. Volpato"",""number"":7,""pos"":""F"",""grid"":""4:3""},{""id"":126690,""name"":""K. Bowie"",""number"":9,""pos"":""F"",""grid"":""4:2""},{""id"":2215,""name"":""A. Lauriente"",""number"":45,""pos"":""F"",""grid"":""4:1""}]","[{""id"":31354,""name"":""G. Vicario"",""number"":25,""pos"":""G"",""grid"":""1:1""},{""id"":162188,""name"":""P. Kalulu"",""number"":15,""pos"":""D"",""grid"":""2:4""},{""id"":30497,""name"":""Bremer"",""number"":3,""pos"":""D"",""grid"":""2:3""},{""id"":1929,""name"":""J. Lucumi"",""number"":26,""pos"":""D"",""grid"":""2:2""},{""id"":22222,""name"":""Z. Celik"",""number"":2,""pos"":""D"",""grid"":""2:1""},{""id"":30533,""name"":""M. Locatelli"",""number"":5,""pos"":""M"",""grid"":""3:2""},{""id"":47522,""name"":""Douglas Luiz"",""number"":12,""pos"":""M"",""grid"":""3:1""},{""id"":161585,""name"":""F. Conceicao"",""number"":7,""pos"":""M"",""grid"":""4:3""},{""id"":26315,""name"":""N. Gonzalez"",""number"":31,""pos"":""M"",""grid"":""4:2""},{""id"":395559,""name"":""K. Alajbegovic"",""number"":17,""pos"":""M"",""grid"":""4:1""},{""id"":21104,""name"":""R. Kolo Muani"",""number"":9,""pos"":""F"",""grid"":""5:1""}]",11,11,11,11,8,10,3,1,72.7,90.9,YES,YES,YES,YES,YES,
R1|I1|1550125,R1,1550125,2026-09-14T16:15:17Z,2026-09-14T16:30:00Z,14.7,Torino,AS Roma,503,497,1550110,1635659,Serie A,UEFA Champions League,LEAGUE_OR_OTHER,UEFA,5-3-2,3-4-2-1,Ignazio Abate,Piero Gasperini Gian,"[{""id"":80296,""name"":""Lucas Perri"",""number"":20,""pos"":""G"",""grid"":""1:1""},{""id"":303362,""name"":""Rafik Belghali"",""number"":45,""pos"":""D"",""grid"":""2:5""},{""id"":48372,""name"":""Eray Cömert"",""number"":5,""pos"":""D"",""grid"":""2:4""},{""id"":122468,""name"":""Saúl Coco"",""number"":23,""pos"":""D"",""grid"":""2:3""},{""id"":396637,""name"":""Pietro Comuzzo"",""number"":15,""pos"":""D"",""grid"":""2:2""},{""id"":437093,""name"":""Niccolò Fortini"",""number"":29,""pos"":""D"",""grid"":""2:1""},{""id"":343189,""name"":""Gvidas Gineitis"",""number"":66,""pos"":""M"",""grid"":""3:3""},{""id"":30810,""name"":""Rolando Mandragora"",""number"":8,""pos"":""M"",""grid"":""3:2""},{""id"":36895,""name"":""Kian Fitz-Jim"",""number"":28,""pos"":""M"",""grid"":""3:1""},{""id"":30414,""name"":""Giovanni Simeone"",""number"":18,""pos"":""F"",""grid"":""4:2""},{""id"":842,""name"":""Nikola Vlašić"",""number"":10,""pos"":""F"",""grid"":""4:1""}]","[{""id"":556,""name"":""Mile Svilar"",""number"":99,""pos"":""G"",""grid"":""1:1""},{""id"":30425,""name"":""Gianluca Mancini"",""number"":23,""pos"":""D"",""grid"":""2:3""},{""id"":6,""name"":""Leonardo Balerdi"",""number"":26,""pos"":""D"",""grid"":""2:2""},{""id"":2669,""name"":""Mario Hermoso"",""number"":22,""pos"":""D"",""grid"":""2:1""},{""id"":6503,""name"":""Nahuel Molina"",""number"":20,""pos"":""M"",""grid"":""3:4""},{""id"":356888,""name"":""Niccolò Pisilli"",""number"":61,""pos"":""M"",""grid"":""3:3""},{""id"":778,""name"":""Bryan Cristante"",""number"":4,""pos"":""M"",""grid"":""3:2""},{""id"":598615,""name"":""Emanuele Lulli"",""number"":77,""pos"":""M"",""grid"":""3:1""},{""id"":875,""name"":""Paulo Dybala"",""number"":21,""pos"":""F"",""grid"":""4:2""},{""id"":323936,""name"":""Matías Soulé"",""number"":18,""pos"":""F"",""grid"":""4:1""},{""id"":249,""name"":""Donyell Malen"",""number"":14,""pos"":""F"",""grid"":""5:1""}]","[{""id"":80296,""name"":""Lucas Perri"",""number"":20,""pos"":""G"",""grid"":""1:1""},{""id"":48372,""name"":""E. Comert"",""number"":5,""pos"":""D"",""grid"":""2:3""},{""id"":122468,""name"":""S. Coco"",""number"":23,""pos"":""D"",""grid"":""2:2""},{""id"":396637,""name"":""P. Comuzzo"",""number"":15,""pos"":""D"",""grid"":""2:1""},{""id"":30810,""name"":""R. Mandragora"",""number"":8,""pos"":""M"",""grid"":""3:1""},{""id"":437093,""name"":""N. Fortini"",""number"":29,""pos"":""M"",""grid"":""4:4""},{""id"":343189,""name"":""G. Gineitis"",""number"":66,""pos"":""M"",""grid"":""4:3""},{""id"":36895,""name"":""K. Fitz-Jim"",""number"":28,""pos"":""M"",""grid"":""4:2""},{""id"":471040,""name"":""A. Cacciamani"",""number"":77,""pos"":""M"",""grid"":""4:1""},{""id"":19524,""name"":""C. Adams"",""number"":19,""pos"":""F"",""grid"":""5:2""},{""id"":842,""name"":""N. Vlasic"",""number"":10,""pos"":""F"",""grid"":""5:1""}]","[{""id"":556,""name"":""M. Svilar"",""number"":99,""pos"":""G"",""grid"":""1:1""},{""id"":30425,""name"":""G. Mancini"",""number"":23,""pos"":""D"",""grid"":""2:3""},{""id"":1807,""name"":""E. Ndicka"",""number"":5,""pos"":""D"",""grid"":""2:2""},{""id"":2669,""name"":""Hermoso"",""number"":22,""pos"":""D"",""grid"":""2:1""},{""id"":162452,""name"":""D. Rensch"",""number"":2,""pos"":""M"",""grid"":""3:4""},{""id"":778,""name"":""B. Cristante"",""number"":4,""pos"":""M"",""grid"":""3:3""},{""id"":22147,""name"":""M. Koné"",""number"":17,""pos"":""M"",""grid"":""3:2""},{""id"":349001,""name"":""Wesley"",""number"":43,""pos"":""M"",""grid"":""3:1""},{""id"":875,""name"":""P. Dybala"",""number"":21,""pos"":""M"",""grid"":""4:2""},{""id"":323936,""name"":""M. Soulé"",""number"":18,""pos"":""M"",""grid"":""4:1""},{""id"":249,""name"":""D. Malen"",""number"":14,""pos"":""F"",""grid"":""5:1""}]",11,11,11,11,9,7,2,4,81.8,63.6,YES,YES,YES,YES,YES,
R1|I1|1550131,R1,1550131,2026-09-20T12:44:36Z,2026-09-20T13:00:00Z,15.4,Frosinone,Como,512,895,1550119,1550118,Serie A,Serie A,LEAGUE_OR_OTHER,LEAGUE_OR_OTHER,4-2-3-1,4-2-3-1,Massimiliano Alvini,Cesc Fabregas,"[{""id"":327774,""name"":""Lorenzo Palmisani"",""number"":22,""pos"":""G"",""grid"":""1:1""},{""id"":191417,""name"":""Anthony Oyono"",""number"":20,""pos"":""D"",""grid"":""2:4""},{""id"":353613,""name"":""Gabriele Calvani"",""number"":3,""pos"":""D"",""grid"":""2:3""},{""id"":180586,""name"":""Ilario Monterisi"",""number"":30,""pos"":""D"",""grid"":""2:2""},{""id"":379504,""name"":""Gabriele Bracaglia"",""number"":79,""pos"":""D"",""grid"":""2:1""},{""id"":281096,""name"":""Patrizio Masini"",""number"":73,""pos"":""M"",""grid"":""3:2""},{""id"":32011,""name"":""Giacomo Calò"",""number"":14,""pos"":""M"",""grid"":""3:1""},{""id"":334915,""name"":""Farès Ghedjemis"",""number"":7,""pos"":""M"",""grid"":""4:3""},{""id"":7562,""name"":""Romano Schmid"",""number"":10,""pos"":""M"",""grid"":""4:2""},{""id"":311251,""name"":""Giorgi Kvernadze"",""number"":17,""pos"":""M"",""grid"":""4:1""},{""id"":314254,""name"":""Antonio Raimondo"",""number"":9,""pos"":""F"",""grid"":""5:1""}]","[{""id"":8574,""name"":""Jean Butez"",""number"":1,""pos"":""G"",""grid"":""1:1""},{""id"":197448,""name"":""Yan Couto"",""number"":27,""pos"":""D"",""grid"":""2:4""},{""id"":386305,""name"":""Jacobo Ramón"",""number"":4,""pos"":""D"",""grid"":""2:3""},{""id"":19720,""name"":""Trevoh Chalobah"",""number"":99,""pos"":""D"",""grid"":""2:2""},{""id"":336560,""name"":""Álex Valle"",""number"":3,""pos"":""D"",""grid"":""2:1""},{""id"":47085,""name"":""Luis Milla"",""number"":6,""pos"":""M"",""grid"":""3:2""},{""id"":162266,""name"":""Lucas Da Cunha"",""number"":7,""pos"":""M"",""grid"":""3:1""},{""id"":400948,""name"":""Assane Diao"",""number"":11,""pos"":""M"",""grid"":""4:3""},{""id"":350037,""name"":""Nico Paz"",""number"":10,""pos"":""M"",""grid"":""4:2""},{""id"":295026,""name"":""Martin Baturina"",""number"":20,""pos"":""M"",""grid"":""4:1""},{""id"":26845,""name"":""Anastasios Douvikas"",""number"":9,""pos"":""F"",""grid"":""5:1""}]","[{""id"":327774,""name"":""L. Palmisani"",""number"":22,""pos"":""G"",""grid"":""1:1""},{""id"":191417,""name"":""A. Oyono"",""number"":20,""pos"":""D"",""grid"":""2:4""},{""id"":353613,""name"":""G. Calvani"",""number"":3,""pos"":""D"",""grid"":""2:3""},{""id"":162570,""name"":""G. Cittadini"",""number"":2,""pos"":""D"",""grid"":""2:2""},{""id"":379504,""name"":""G. Bracaglia"",""number"":79,""pos"":""D"",""grid"":""2:1""},{""id"":32011,""name"":""G. Calo"",""number"":14,""pos"":""M"",""grid"":""3:2""},{""id"":281096,""name"":""P. Masini"",""number"":73,""pos"":""M"",""grid"":""3:1""},{""id"":334915,""name"":""F. Ghedjemis"",""number"":7,""pos"":""M"",""grid"":""4:3""},{""id"":7562,""name"":""R. Schmid"",""number"":10,""pos"":""M"",""grid"":""4:2""},{""id"":311251,""name"":""G. Kvernadze"",""number"":17,""pos"":""M"",""grid"":""4:1""},{""id"":314254,""name"":""A. Raimondo"",""number"":9,""pos"":""F"",""grid"":""5:1""}]","[{""id"":18959,""name"":""R. Sanchez"",""number"":97,""pos"":""G"",""grid"":""1:1""},{""id"":197448,""name"":""Y. Couto"",""number"":27,""pos"":""D"",""grid"":""2:4""},{""id"":386305,""name"":""J. Ramon"",""number"":4,""pos"":""D"",""grid"":""2:3""},{""id"":26301,""name"":""M. O. Kempf"",""number"":2,""pos"":""D"",""grid"":""2:2""},{""id"":309792,""name"":""Kaiki"",""number"":16,""pos"":""D"",""grid"":""2:1""},{""id"":288699,""name"":""M. Perrone"",""number"":5,""pos"":""M"",""grid"":""3:2""},{""id"":162266,""name"":""L. Da Cunha"",""number"":7,""pos"":""M"",""grid"":""3:1""},{""id"":400948,""name"":""A. Diao"",""number"":11,""pos"":""M"",""grid"":""4:3""},{""id"":350037,""name"":""N. Paz"",""number"":10,""pos"":""M"",""grid"":""4:2""},{""id"":295026,""name"":""M. Baturina"",""number"":20,""pos"":""M"",""grid"":""4:1""},{""id"":877,""name"":""M. Kean"",""number"":90,""pos"":""F"",""grid"":""5:1""}]",11,11,11,11,10,6,1,5,90.9,54.5,YES,YES,YES,YES,YES,
