api_fixture_id,league,league_id,locked_at_utc,kickoff_utc,close_observed_at_utc,close_gap_minutes,home_team,away_team,bet_id,bet_name,line,open_p_f1_0,open_p_f2_0,close_p_f1_0,close_p_f2_0,move_f1_0_pp,move_f2_0_pp,bet365_close_f1_0,bet365_close_f2_0,user_bookmaker,user_close_f1_0,user_close_f2_0,status,note
1557398,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Bournemouth,Brentford,4,Asian Handicap,0,0.52604167,0.47395833,0.53246753,0.46753247,0.00642586,-0.00642586,1.8,2.05,Marathonbet,1.8,2.01,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1557403,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Liverpool,Fulham,4,Asian Handicap,0,0.81037277,0.18962723,0.77281192,0.22718808,-0.03756085,0.03756085,1.22,4.15,Marathonbet,1.19,4.1,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1557401,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Crystal Palace,Ipswich,4,Asian Handicap,0,0.68493151,0.31506849,0.67058824,0.32941176,-0.01434327,0.01434327,1.4,2.85,Marathonbet,1.37,2.8,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1557397,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Aston Villa,Nottingham Forest,4,Asian Handicap,0,0.58974359,0.41025641,0.59796438,0.40203562,0.00822079,-0.00822079,1.58,2.35,Marathonbet,1.6,2.34,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1557406,Premier League,39,2026-09-12T18:40:06Z,2026-09-12T16:30:00Z,2026-09-12T12:42:44Z,227.3,Tottenham,Everton,4,Asian Handicap,0,0.64891041,0.35108959,0.64891041,0.35108959,0.00000000,-0.00000000,1.45,2.68,Marathonbet,1.47,2.69,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1570377,La Liga,140,2026-09-12T18:40:06Z,2026-09-12T14:15:00Z,2026-09-12T12:42:44Z,92.3,Osasuna,Espanyol,4,Asian Handicap,0,0.60559796,0.39440204,0.60559796,0.39440204,0.00000000,-0.00000000,1.55,2.38,Marathonbet,1.5,2.38,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1570373,La Liga,140,2026-09-12T18:40:06Z,2026-09-12T16:30:00Z,2026-09-12T12:42:44Z,227.3,Athletic Club,Elche,4,Asian Handicap,0,0.83926031,0.16073969,0.83454282,0.16545718,-0.00471749,0.00471749,1.14,5.75,Marathonbet,1.1,5.5,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1550119,Serie A,135,2026-09-12T18:40:06Z,2026-09-12T13:00:00Z,2026-09-12T12:42:44Z,17.3,Genoa,Frosinone,4,Asian Handicap,0,0.61421320,0.38578680,0.59796438,0.40203562,-0.01624882,0.01624882,1.58,2.35,Marathonbet,1.57,2.22,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1550121,Serie A,135,2026-09-12T18:40:06Z,2026-09-12T16:00:00Z,2026-09-12T12:42:44Z,197.3,Lazio,AC Milan,4,Asian Handicap,0,0.40203562,0.59796438,0.36274510,0.63725490,-0.03929052,0.03929052,2.6,1.48,Marathonbet,2.62,1.49,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1575161,Bundesliga,78,2026-09-12T18:40:06Z,2026-09-12T13:30:00Z,2026-09-12T12:42:44Z,47.3,SC Freiburg,Borussia Mönchengladbach,4,Asian Handicap,0,0.71428571,0.28571429,0.73651452,0.26348548,0.02222881,-0.02222881,1.27,3.55,Marathonbet,1.28,3.28,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1575163,Bundesliga,78,2026-09-12T18:40:06Z,2026-09-12T13:30:00Z,2026-09-12T12:42:44Z,47.3,FSV Mainz 05,Eintracht Frankfurt,4,Asian Handicap,0,0.63725490,0.36274510,0.69662921,0.30337079,0.05937431,-0.05937431,1.35,3.1,Marathonbet,1.38,3.05,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1575160,Bundesliga,78,2026-09-12T18:40:06Z,2026-09-12T13:30:00Z,2026-09-12T12:42:44Z,47.3,1899 Hoffenheim,VfB Stuttgart,4,Asian Handicap,0,0.53246753,0.46753247,0.53246753,0.46753247,0.00000000,-0.00000000,1.8,2.05,Marathonbet,1.76,2.07,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1575162,Bundesliga,78,2026-09-12T18:40:06Z,2026-09-12T13:30:00Z,2026-09-12T12:42:44Z,47.3,FC Augsburg,Bayer Leverkusen,4,Asian Handicap,0,0.30337079,0.69662921,0.34052758,0.65947242,0.03715679,-0.03715679,2.75,1.42,Marathonbet,2.8,1.37,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
