api_fixture_id,league,league_id,locked_at_utc,kickoff_utc,close_observed_at_utc,close_gap_minutes,home_team,away_team,bet_id,bet_name,line,open_p_f1_0,open_p_f2_0,close_p_f1_0,close_p_f2_0,move_f1_0_pp,move_f2_0_pp,bet365_close_f1_0,bet365_close_f2_0,user_bookmaker,user_close_f1_0,user_close_f2_0,status,note
1575165,Bundesliga,78,2026-09-12T18:40:06Z,2026-09-12T16:30:00Z,2026-09-12T12:42:44Z,227.3,1. FC Köln,Werder Bremen,4,Asian Handicap,0,0.60559796,0.39440204,0.60559796,0.39440204,0.00000000,-0.00000000,1.55,2.38,Marathonbet,1.56,2.43,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1552764,Ligue 1,61,2026-09-12T18:40:06Z,2026-09-12T15:15:00Z,2026-09-12T12:42:44Z,152.3,Strasbourg,Monaco,4,Asian Handicap,0,0.41025641,0.58974359,0.37500000,0.62500000,-0.03525641,0.03525641,2.5,1.5,Marathonbet,2.46,1.55,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1561924,Austrian Bundesliga,218,2026-09-12T18:40:06Z,2026-09-12T15:00:00Z,2026-09-12T12:42:44Z,137.3,SCR Altach,Grazer AK,4,Asian Handicap,0,0.60559796,0.39440204,0.60559796,0.39440204,0.00000000,-0.00000000,1.55,2.38,Marathonbet,1.52,2.43,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1561929,Austrian Bundesliga,218,2026-09-12T18:40:06Z,2026-09-12T17:30:00Z,2026-09-12T12:42:44Z,287.3,Wolfsberger AC,Rapid Vienna,4,Asian Handicap,0,0.26348548,0.73651452,0.23518164,0.76481836,-0.02830384,0.02830384,4.0,1.23,Marathonbet,3.78,1.19,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1558627,Belgian Pro League,144,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,SK Beveren,St. Truiden,4,Asian Handicap,0,0.41860465,0.58139535,0.42857143,0.57142857,0.00996678,-0.00996678,2.2,1.65,Marathonbet,2.18,1.64,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1558628,Belgian Pro League,144,2026-09-12T18:40:06Z,2026-09-12T16:15:00Z,2026-09-12T12:42:44Z,212.3,KVC Westerlo,Standard Liege,4,Asian Handicap,0,0.51315789,0.48684211,0.52631579,0.47368421,0.01315790,-0.01315790,1.8,2.0,Marathonbet,1.8,1.95,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1552164,Eredivisie,88,2026-09-12T18:40:06Z,2026-09-12T16:45:00Z,2026-09-12T12:42:44Z,242.3,GO Ahead Eagles,Groningen,4,Asian Handicap,0,0.53947368,0.46052632,0.54736842,0.45263158,0.00789474,-0.00789474,1.72,2.08,Marathonbet,1.73,2.04,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1552165,Eredivisie,88,2026-09-12T18:40:06Z,2026-09-12T18:00:00Z,2026-09-12T12:42:44Z,317.3,Fortuna Sittard,Ajax,4,Asian Handicap,0,0.20240137,0.79759863,0.20240137,0.79759863,0.00000000,-0.00000000,4.65,1.18,Marathonbet,5.15,1.1,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1494760,Eliteserien,103,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Lillestrom,Valerenga,4,Asian Handicap,0,0.64891041,0.35108959,0.64891041,0.35108959,0.00000000,-0.00000000,1.45,2.68,Marathonbet,1.44,2.44,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1494761,Eliteserien,103,2026-09-12T18:40:06Z,2026-09-12T16:00:00Z,2026-09-12T12:42:44Z,197.3,Rosenborg,Tromso,4,Asian Handicap,0,0.72631579,0.27368421,0.74596774,0.25403226,0.01965195,-0.01965195,1.26,3.7,Marathonbet,1.22,3.5,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1553169,Ekstraklasa,106,2026-09-12T18:40:06Z,2026-09-12T12:45:00Z,2026-09-12T12:42:44Z,2.3,Slask Wroclaw,Korona Kielce,4,Asian Handicap,0,0.47894737,0.52105263,0.48684211,0.51315789,0.00789474,-0.00789474,1.95,1.85,Marathonbet,1.95,1.78,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1553164,Ekstraklasa,106,2026-09-12T18:40:06Z,2026-09-12T15:30:00Z,2026-09-12T12:42:44Z,167.3,Gornik Zabrze,Lech Poznan,4,Asian Handicap,0,0.45263158,0.54736842,0.44736842,0.55263158,-0.00526316,0.00526316,2.1,1.7,Marathonbet,2.11,1.67,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1553172,Ekstraklasa,106,2026-09-12T18:40:06Z,2026-09-12T18:15:00Z,2026-09-12T12:42:44Z,332.3,Zaglebie Lubin,GKS Katowice,4,Asian Handicap,0,0.48684211,0.51315789,0.50000000,0.50000000,0.01315789,-0.01315789,1.9,1.9,Marathonbet,1.87,1.86,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1575498,Primeira Liga,94,2026-09-12T18:40:06Z,2026-09-12T14:30:00Z,2026-09-12T12:42:44Z,107.3,Nacional,Alverca,4,Asian Handicap,0,0.50649351,0.49350649,0.48051948,0.51948052,-0.02597403,0.02597403,2.0,1.85,Marathonbet,1.93,1.82,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
1584406,Super Lig,203,2026-09-12T18:40:06Z,2026-09-12T14:00:00Z,2026-09-12T12:42:44Z,77.3,Eyüpspor,Rizespor,4,Asian Handicap,0,0.31506849,0.68493151,0.31506849,0.68493151,0.00000000,-0.00000000,3.0,1.38,Marathonbet,2.99,1.36,OBSERVED_CLOSE_FROZEN,Latest stored pre-kickoff exact Asian Handicap line 0 pair
