factor,bucket,scope_type,scope_value,seasons_with_matches,total_matches,min_season_matches,max_season_matches,home_roi_observed_seasons,home_roi_positive_seasons,draw_roi_observed_seasons,draw_roi_positive_seasons,away_roi_observed_seasons,away_roi_positive_seasons,over25_roi_observed_seasons,over25_roi_positive_seasons,under25_roi_observed_seasons,under25_roi_positive_seasons,home_calibration_observed_seasons,home_calibration_positive_seasons,away_calibration_observed_seasons,away_calibration_positive_seasons,over25_calibration_observed_seasons,over25_calibration_positive_seasons,research_only,operational_betting_authority,creates_signal,promotes_factor
NONLEAGUE_72H_SIDE,HOME_ONLY,LEAGUE,SC0,9,107,5,18,7,3,7,2,7,1,7,3,7,2,7,5,7,3,7,3,true,false,false,false
NONLEAGUE_72H_SIDE,HOME_ONLY,LEAGUE,SP1,9,233,20,35,7,5,7,2,7,0,7,1,7,4,7,5,7,1,7,2,true,false,false,false
NONLEAGUE_72H_SIDE,HOME_ONLY,LEAGUE,T1,9,119,10,17,7,2,7,4,7,1,7,2,7,3,7,4,7,2,7,3,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,ALL,ALL,9,32842,3467,3816,9,0,9,0,9,0,7,0,7,0,9,5,9,4,7,5,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,AUT,9,1425,136,166,9,3,9,3,9,2,0,0,0,0,9,2,9,7,0,0,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,B1,9,2213,190,280,7,1,7,1,7,2,7,1,7,2,7,3,7,4,7,2,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,D1,9,2302,243,264,7,3,7,2,7,2,7,2,7,0,7,3,7,2,7,7,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,DNK,9,1598,154,212,9,2,9,3,9,0,0,0,0,0,9,5,9,1,0,0,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,E0,9,2879,304,333,7,2,7,2,7,2,7,1,7,2,7,3,7,4,7,3,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,F1,9,2699,237,350,7,2,7,1,7,4,7,2,7,0,7,3,7,5,7,3,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,I1,9,3095,329,357,7,0,7,3,7,3,7,1,7,1,7,0,7,5,7,5,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,N1,9,2287,188,277,7,1,7,5,7,0,7,1,7,1,7,1,7,2,7,2,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,NOR,9,1972,204,229,9,2,9,3,9,1,0,0,0,0,9,6,9,4,0,0,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,P1,9,2673,289,303,7,1,7,1,7,0,7,1,7,1,7,4,7,3,7,4,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,POL,8,2161,226,285,8,2,8,0,8,0,0,0,0,0,8,8,8,3,0,0,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,SC0,9,1772,151,214,7,3,7,1,7,1,7,4,7,1,7,5,7,1,7,4,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,SP1,9,2881,296,342,7,3,7,4,7,0,7,1,7,1,7,3,7,1,7,3,true,false,false,false
NONLEAGUE_72H_SIDE,NEITHER,LEAGUE,T1,9,2885,274,401,7,1,7,1,7,0,7,0,7,0,7,4,7,1,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,ALL,ALL,9,3131,276,420,9,1,9,5,9,3,7,1,7,0,9,3,9,4,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,AUT,9,184,17,25,9,3,9,5,9,5,0,0,0,0,9,3,9,6,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,B1,9,183,8,28,7,4,7,4,7,2,7,1,7,5,7,5,7,2,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,D1,9,277,24,42,7,2,7,5,7,0,7,4,7,2,7,3,7,0,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,DNK,9,170,11,24,9,2,9,3,9,3,0,0,0,0,9,5,9,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,E0,9,340,29,51,7,3,7,3,7,3,7,6,7,1,7,5,7,3,7,6,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,F1,9,267,17,40,7,2,7,4,7,3,7,2,7,3,7,3,7,3,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,I1,9,293,21,42,7,0,7,3,7,4,7,2,7,2,7,4,7,3,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,N1,9,232,18,34,7,2,7,2,7,3,7,3,7,1,7,2,7,4,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,NOR,9,117,4,24,9,2,9,2,9,8,0,0,0,0,9,6,9,8,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,P1,9,189,17,27,7,2,7,2,7,5,7,2,7,3,7,4,7,5,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,POL,8,157,7,34,8,2,8,4,8,4,0,0,0,0,8,3,8,5,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,SC0,9,137,6,21,7,4,7,5,7,1,7,4,7,1,7,5,7,2,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,SP1,9,341,25,48,7,4,7,3,7,5,7,5,7,2,7,3,7,5,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,AWAY_ONLY,LEAGUE,T1,9,244,17,37,7,1,7,5,7,2,7,2,7,4,7,3,7,3,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,ALL,ALL,9,1305,120,170,9,4,9,6,9,1,7,3,7,1,9,6,9,2,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,AUT,9,76,4,12,9,1,9,7,9,2,0,0,0,0,9,3,9,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,B1,8,116,6,21,7,1,7,5,7,2,7,2,7,4,7,2,7,3,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,D1,9,140,7,21,7,2,7,2,7,3,7,4,7,1,7,2,7,3,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,DNK,9,63,2,11,9,5,9,3,9,2,0,0,0,0,9,5,9,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,E0,9,194,16,27,7,3,7,3,7,5,7,2,7,2,7,3,7,4,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,F1,9,95,5,17,7,3,7,3,7,3,7,2,7,4,7,4,7,3,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,I1,9,59,2,14,7,4,7,2,7,3,7,4,7,3,7,4,7,4,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,N1,9,112,3,18,7,5,7,3,7,2,7,4,7,2,7,5,7,1,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,NOR,7,83,2,19,7,3,7,5,7,3,0,0,0,0,7,4,7,3,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,P1,8,19,1,4,6,3,6,4,6,1,6,2,6,4,6,3,6,1,6,2,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,POL,7,54,2,11,7,2,7,5,7,1,0,0,0,0,7,4,7,1,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,SC0,9,40,1,8,7,3,7,3,7,3,7,2,7,5,7,4,7,3,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,SP1,9,172,6,34,7,5,7,3,7,1,7,2,7,5,7,5,7,2,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,BOTH,LEAGUE,T1,9,82,1,16,7,3,7,4,7,2,7,4,7,2,7,4,7,3,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,ALL,ALL,9,3251,296,423,9,2,9,1,9,3,7,0,7,0,9,5,9,4,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,AUT,9,162,10,23,9,4,9,3,9,3,0,0,0,0,9,4,9,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,B1,9,191,9,36,7,2,7,4,7,4,7,5,7,2,7,3,7,4,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,D1,9,272,25,40,7,2,7,4,7,3,7,1,7,2,7,5,7,2,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,DNK,9,199,17,29,9,3,9,1,9,4,0,0,0,0,9,5,9,5,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,E0,9,391,33,58,7,3,7,4,7,3,7,2,7,1,7,3,7,4,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,F1,9,283,23,38,7,4,7,2,7,1,7,3,7,3,7,3,7,2,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,I1,9,338,25,49,7,2,7,3,7,1,7,2,7,4,7,3,7,2,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,N1,9,238,13,37,7,3,7,3,7,1,7,3,7,2,7,5,7,1,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,NOR,9,119,6,19,9,4,9,3,9,4,0,0,0,0,9,5,9,5,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,P1,9,195,12,26,7,0,7,2,7,2,7,3,7,4,7,3,7,4,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,POL,8,133,10,25,8,2,8,5,8,5,0,0,0,0,8,3,8,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,SC0,9,134,10,22,7,2,7,2,7,1,7,2,7,4,7,4,7,3,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,SP1,9,332,30,46,7,5,7,0,7,2,7,4,7,3,7,6,7,2,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,HOME_ONLY,LEAGUE,T1,9,264,23,41,7,4,7,3,7,1,7,2,7,4,7,6,7,2,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,ALL,ALL,9,29640,3123,3510,9,0,9,0,9,0,7,0,7,0,9,5,9,2,7,5,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,AUT,9,1312,125,154,9,1,9,3,9,3,0,0,0,0,9,2,9,5,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,B1,9,2072,171,264,7,1,7,1,7,1,7,1,7,3,7,3,7,5,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,D1,9,2064,210,244,7,2,7,2,7,2,7,2,7,0,7,3,7,4,7,6,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,DNK,9,1451,135,197,9,2,9,5,9,0,0,0,0,0,9,6,9,1,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,E0,9,2495,251,298,7,2,7,2,7,2,7,1,7,4,7,4,7,4,7,1,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,F1,9,2451,211,326,7,1,7,0,7,4,7,2,7,0,7,3,7,5,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,I1,9,2729,285,327,7,0,7,4,7,3,7,1,7,1,7,0,7,4,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,N1,9,2096,166,260,7,1,7,5,7,0,7,1,7,1,7,1,7,1,7,2,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,NOR,9,1844,186,226,9,2,9,3,9,1,0,0,0,0,9,6,9,4,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,P1,9,2351,253,267,7,1,7,3,7,0,7,0,7,1,7,4,7,1,7,6,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,POL,8,2017,210,279,8,3,8,1,8,0,0,0,0,0,8,8,8,1,0,0,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,SC0,9,1691,141,204,7,3,7,1,7,1,7,4,7,1,7,6,7,2,7,4,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,SP1,9,2575,263,319,7,1,7,4,7,0,7,1,7,2,7,3,7,1,7,3,true,false,false,false
NONLEAGUE_96H_SIDE,NEITHER,LEAGUE,T1,9,2492,229,372,7,0,7,1,7,0,7,0,7,0,7,5,7,2,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,ALL,ALL,9,5711,530,710,9,1,9,1,9,1,7,1,7,1,9,4,9,4,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,AUT,9,275,12,47,9,4,9,4,9,2,0,0,0,0,9,5,9,4,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,B1,9,443,35,63,7,3,7,3,7,0,7,3,7,2,7,4,7,1,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,D1,9,337,28,45,7,1,7,5,7,4,7,2,7,5,7,1,7,5,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,DNK,9,378,33,56,9,3,9,5,9,2,0,0,0,0,9,5,9,3,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,E0,9,348,20,70,7,4,7,3,7,4,7,2,7,3,7,4,7,3,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,F1,9,365,27,51,7,2,7,3,7,4,7,1,7,2,7,2,7,4,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,I1,9,597,48,82,7,1,7,1,7,5,7,3,7,1,7,4,7,6,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,N1,9,498,46,69,7,3,7,4,7,0,7,3,7,3,7,4,7,3,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,NOR,9,266,14,40,9,5,9,2,9,5,0,0,0,0,9,5,9,6,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,P1,9,379,17,53,7,2,7,3,7,1,7,2,7,4,7,3,7,4,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,POL,8,407,40,69,8,4,8,3,8,3,0,0,0,0,8,7,8,4,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,SC0,9,206,13,33,7,3,7,2,7,2,7,4,7,1,7,3,7,3,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,SP1,9,598,52,76,7,3,7,2,7,5,7,1,7,3,7,4,7,4,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,AWAY_ONLY,LEAGUE,T1,9,614,59,87,7,1,7,1,7,2,7,4,7,0,7,2,7,5,7,6,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,ALL,ALL,9,1842,114,278,9,3,9,4,9,2,7,2,7,3,9,5,9,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,AUT,9,68,1,23,9,3,9,7,9,5,0,0,0,0,9,3,9,5,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,B1,9,185,5,38,7,2,7,3,7,3,7,1,7,5,7,3,7,3,7,1,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,D1,9,50,4,8,7,3,7,2,7,2,7,4,7,1,7,3,7,3,7,6,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,DNK,9,196,9,45,9,4,9,3,9,4,0,0,0,0,9,5,9,6,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,E0,9,41,1,19,7,2,7,3,7,2,7,4,7,2,7,6,7,3,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,F1,9,61,2,13,7,6,7,3,7,1,7,2,7,3,7,6,7,1,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,I1,9,208,7,40,7,0,7,5,7,5,7,5,7,2,7,1,7,5,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,N1,9,157,9,32,7,2,7,3,7,3,7,3,7,2,7,3,7,3,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,NOR,8,122,4,33,8,4,8,3,8,3,0,0,0,0,8,6,8,4,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,P1,9,69,2,17,7,4,7,2,7,2,7,3,7,2,7,5,7,3,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,POL,8,125,3,51,8,4,8,3,8,3,0,0,0,0,8,6,8,3,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,SC0,8,42,2,14,6,1,6,2,6,2,6,2,6,4,6,3,6,4,6,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,SP1,9,255,8,47,7,2,7,4,7,1,7,0,7,6,7,3,7,2,7,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,BOTH,LEAGUE,T1,9,263,16,51,7,1,7,3,7,3,7,2,7,2,7,1,7,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,ALL,ALL,9,5709,534,709,9,2,9,3,9,1,7,0,7,0,9,5,9,5,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,AUT,9,267,14,46,9,4,9,3,9,4,0,0,0,0,9,5,9,6,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,B1,9,456,40,62,7,1,7,4,7,3,7,4,7,1,7,3,7,4,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,D1,9,328,28,39,7,2,7,3,7,1,7,3,7,1,7,3,7,2,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,DNK,9,384,32,58,9,4,9,4,9,4,0,0,0,0,9,5,9,5,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,E0,9,324,19,55,7,3,7,5,7,2,7,2,7,2,7,4,7,2,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,F1,9,366,27,50,7,3,7,1,7,2,7,3,7,0,7,4,7,4,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,I1,9,600,50,84,7,2,7,4,7,2,7,2,7,4,7,3,7,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,N1,9,499,44,66,7,2,7,2,7,2,7,2,7,3,7,4,7,3,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,NOR,9,243,10,36,9,3,9,4,9,3,0,0,0,0,9,3,9,5,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,P1,9,379,20,53,7,1,7,1,7,1,7,1,7,3,7,4,7,3,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,POL,8,400,40,69,8,3,8,3,8,4,0,0,0,0,8,4,8,3,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,SC0,9,216,14,38,7,3,7,2,7,0,7,3,7,3,7,3,7,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,SP1,9,592,54,80,7,2,7,2,7,2,7,2,7,1,7,3,7,3,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,HOME_ONLY,LEAGUE,T1,9,655,58,90,7,3,7,3,7,1,7,0,7,3,7,5,7,2,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,ALL,ALL,9,24065,2478,2824,9,0,9,1,9,0,7,0,7,0,9,4,9,3,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,AUT,9,1124,79,168,9,1,9,5,9,4,0,0,0,0,9,2,9,6,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,B1,9,1478,140,209,7,1,7,1,7,3,7,0,7,3,7,4,7,5,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,D1,9,2038,217,246,7,3,7,2,7,2,7,2,7,0,7,4,7,2,7,7,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,DNK,9,925,64,139,9,0,9,4,9,1,0,0,0,0,9,7,9,2,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,E0,9,2707,236,340,7,2,7,2,7,2,7,1,7,1,7,3,7,4,7,1,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,F1,9,2304,201,310,7,3,7,2,7,3,7,2,7,0,7,3,7,5,7,5,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,I1,9,2014,184,273,7,0,7,4,7,2,7,1,7,0,7,2,7,3,7,2,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,N1,9,1524,124,204,7,1,7,4,7,0,7,1,7,2,7,1,7,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,NOR,9,1532,131,216,9,3,9,4,9,1,0,0,0,0,9,6,9,3,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,P1,9,1927,185,267,7,2,7,1,7,1,7,3,7,0,7,3,7,4,7,3,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,POL,8,1429,117,209,8,2,8,1,8,0,0,0,0,0,8,6,8,3,0,0,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,SC0,9,1538,141,201,7,3,7,4,7,2,7,3,7,1,7,4,7,2,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,SP1,9,1975,177,266,7,2,7,2,7,0,7,2,7,3,7,5,7,3,7,4,true,false,false,false
PREV_NONLEAGUE_THURSDAY_SIDE,NEITHER,LEAGUE,T1,9,1550,132,210,7,2,7,2,7,1,7,1,7,2,7,5,7,3,7,3,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,ALL,ALL,9,4366,416,554,9,1,9,3,9,2,7,1,7,1,9,2,9,4,7,4,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,AUT,9,253,12,44,9,3,9,4,9,2,0,0,0,0,9,5,9,6,0,0,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,B1,9,355,28,52,7,3,7,2,7,1,7,3,7,2,7,4,7,3,7,4,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,D1,9,290,22,40,7,0,7,5,7,4,7,2,7,4,7,1,7,5,7,2,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,DNK,9,275,21,37,9,2,9,6,9,0,0,0,0,0,9,4,9,2,0,0,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,E0,9,255,15,45,7,1,7,3,7,4,7,3,7,4,7,3,7,4,7,3,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,F1,9,304,22,42,7,2,7,2,7,5,7,1,7,3,7,2,7,5,7,2,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,I1,9,430,36,62,7,1,7,1,7,5,7,2,7,2,7,2,7,6,7,4,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,N1,9,434,40,56,7,4,7,4,7,0,7,2,7,3,7,4,7,2,7,3,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,NOR,9,234,13,39,9,5,9,1,9,4,0,0,0,0,9,5,9,7,0,0,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,P1,9,242,13,36,7,1,7,4,7,1,7,1,7,4,7,3,7,3,7,3,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,POL,8,289,25,48,8,2,8,3,8,4,0,0,0,0,8,4,8,4,0,0,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,SC0,9,161,11,27,7,3,7,2,7,2,7,5,7,2,7,3,7,3,7,5,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,SP1,9,446,41,61,7,3,7,2,7,4,7,2,7,2,7,3,7,4,7,5,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,AWAY_ONLY,LEAGUE,T1,9,398,29,57,7,1,7,3,7,3,7,7,7,0,7,3,7,5,7,7,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,BOTH,ALL,ALL,9,1408,89,212,9,3,9,3,9,1,7,2,7,2,9,5,9,4,7,3,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,BOTH,LEAGUE,AUT,9,62,1,19,9,3,9,7,9,5,0,0,0,0,9,3,9,5,0,0,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,BOTH,LEAGUE,B1,9,151,3,30,7,3,7,2,7,3,7,2,7,3,7,4,7,3,7,4,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,BOTH,LEAGUE,D1,9,45,3,8,7,3,7,2,7,1,7,4,7,1,7,4,7,3,7,6,true,false,false,false
THURSDAY_TO_WEEKEND_SIDE,BOTH,LEAGUE,DNK,9,129,5,29,9,4,9,3,9,3,0,0,0,0,9,5,9,4,0,0,true,false,false,false
