venue_id,venue_name,venue_city,team_country,latitude,longitude,elevation_m,geocoded_name,geocoded_country,geocoded_country_code,geocoded_admin1,geocoded_population,geocoded_feature_code,geocode_quality_status,geocode_name_match_quality,geocode_query_used,resolver_version,captured_at_utc,source
10491,Deutsche Bank Park,Frankfurt am Main,Germany,50.116,8.684,113,Frankfurt am Main,Germany,DE,Hesse,650000,PPLA3,VERIFIED_LOCALITY_V4,3,Frankfurt am Main,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
10503,Gtech Community Stadium,"Brentford, Middlesex",England,51.486,-0.308,15,Brentford,United Kingdom,GB,England,10750,PPL,VERIFIED_LOCALITY_V4,3,Brentford,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
10505,Sparta-Stadion Het Kasteel,Rotterdam,Netherlands,51.922,4.479,9,Rotterdam,The Netherlands,NL,South Holland,868135,PPL,VERIFIED_LOCALITY_V4,3,Rotterdam,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
10523,ImmoAgentur Stadion Bregenz,Bregenz,Austria,47.503,9.747,405,Bregenz,Austria,AT,Vorarlberg,29806,PPLA,VERIFIED_LOCALITY_V4,3,Bregenz,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1117,Johan Cruijff Arena,Amsterdam,Netherlands,52.374,4.89,13,Amsterdam,The Netherlands,NL,North Holland,741636,PPLC,VERIFIED_LOCALITY_V4,3,Amsterdam,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1119,AFAS Stadion,Alkmaar,Netherlands,52.632,4.749,5,Alkmaar,The Netherlands,NL,North Holland,94853,PPL,VERIFIED_LOCALITY_V4,3,Alkmaar,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1128,Stadion Feijenoord,Rotterdam,Netherlands,51.922,4.479,9,Rotterdam,The Netherlands,NL,South Holland,868135,PPL,VERIFIED_LOCALITY_V4,3,Rotterdam,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1129,Fortuna Sittard Stadion,Sittard,Netherlands,50.998,5.869,48,Sittard,The Netherlands,NL,Limburg,48400,PPL,VERIFIED_LOCALITY_V4,3,Sittard,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
1130,De Adelaarshorst,Deventer,Netherlands,52.255,6.164,12,Deventer,The Netherlands,NL,Overijssel,97331,PPL,VERIFIED_LOCALITY_V4,3,Deventer,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
1132,Abe Lenstra Stadion,Heerenveen,Netherlands,52.959,5.919,,Heerenveen,The Netherlands,NL,Friesland,43094,PPL,VERIFIED_LOCALITY_V4,3,Heerenveen,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
1140,Goffertstadion,Nijmegen,Netherlands,51.843,5.853,25,Nijmegen,The Netherlands,NL,Gelderland,177359,PPL,VERIFIED_LOCALITY_V4,3,Nijmegen,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1143,Philips Stadion,Eindhoven,Netherlands,51.441,5.478,22,Eindhoven,The Netherlands,NL,North Brabant,235691,PPL,VERIFIED_LOCALITY_V4,3,Eindhoven,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
1153,De Grolsch Veste,Enschede,Netherlands,52.218,6.896,45,Enschede,The Netherlands,NL,Overijssel,153655,PPL,VERIFIED_LOCALITY_V4,3,Enschede,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1154,Stadion Galgenwaard,Utrecht,Netherlands,52.091,5.122,13,Utrecht,The Netherlands,NL,Utrecht,376435,PPLA,VERIFIED_LOCALITY_V4,3,Utrecht,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
1159,Koning Willem II Stadion,Tilburg,Netherlands,51.556,5.091,16,Tilburg,The Netherlands,NL,North Brabant,221947,PPL,VERIFIED_LOCALITY_V4,3,Tilburg,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
11600,Parken,København,Denmark,,,,,,,,,,UNRESOLVED_V4,0,København,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,Open-Meteo Geocoding API city proxy v4
1174,Color Line Stadion,Ålesund,Norway,62.472,6.155,3,Ålesund,Norway,NO,Møre og Romsdal,52626,PPLA2,VERIFIED_LOCALITY_V4,3,Ålesund,PBK_GEOCODE_V4,2026-09-25T14:08:32Z,Open-Meteo Geocoding API city proxy v4
1175,Aspmyra Stadion,Bodø,Norway,67.283,14.375,13,Bodø,Norway,NO,Nordland,34073,PPLA,VERIFIED_LOCALITY_V4,3,Bodø,PBK_GEOCODE_V4,2026-09-25T14:08:32Z,Open-Meteo Geocoding API city proxy v4
1176,Brann Stadion,Bergen,Norway,60.393,5.324,20,Bergen,Norway,NO,Vestland,294029,PPLA,VERIFIED_LOCALITY_V4,3,Bergen,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1177,Briskeby Arena,Hamar,Norway,60.794,11.068,137,Hamar,Norway,NO,Innlandet,29479,PPLA,VERIFIED_LOCALITY_V4,3,Hamar,PBK_GEOCODE_V4,2026-09-25T14:08:32Z,Open-Meteo Geocoding API city proxy v4
1182,Åråsen Stadion,Kjeller,Norway,59.974,11.048,116,Kjeller,Norway,NO,Akershus,,PPL,VERIFIED_LOCALITY_V4,3,Kjeller,PBK_GEOCODE_V4,2026-09-25T14:08:32Z,Open-Meteo Geocoding API city proxy v4
1184,Aker Stadion,Molde,Norway,62.738,7.159,3,Molde,Norway,NO,Møre og Romsdal,22410,PPLA,VERIFIED_LOCALITY_V4,3,Molde,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
11891,Elindus Arena,Waregem,Belgium,50.889,3.428,13,Waregem,Belgium,BE,Flanders,35896,PPL,VERIFIED_LOCALITY_V4,3,Waregem,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
11899,MEWA ARENA,Mainz,Germany,49.982,8.28,125,Mainz,Germany,DE,Rhineland-Palatinate,217123,PPLA,VERIFIED_LOCALITY_V4,3,Mainz,PBK_GEOCODE_V4,2026-09-25T15:36:21Z,Open-Meteo Geocoding API city proxy v4
1190,Lerkendal Stadion,Trondheim,Norway,63.43,10.395,18,Trondheim,Norway,NO,Trøndelag,216518,PPL,VERIFIED_LOCALITY_V4,3,Trondheim,PBK_GEOCODE_V4,2026-09-25T14:08:32Z,Open-Meteo Geocoding API city proxy v4
11904,Stadio Diego Armando Maradona,Napoli,Italy,40.876,14.52,58,Napoli-Nola,Italy,IT,Campania,29,PPL,VERIFIED_LOCALITY_V4,2,Napoli,PBK_GEOCODE_V4,2026-09-25T15:39:03Z,Open-Meteo Geocoding API city proxy v4
11913,The SMISA Stadium,Paisley,Scotland,55.832,-4.433,50,Paisley,United Kingdom,GB,Scotland,77270,PPLA2,VERIFIED_LOCALITY_V4,3,Paisley,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1193,Sarpsborg Stadion,Sarpsborg,Norway,59.284,11.11,54,Sarpsborg,Norway,NO,Østfold,59038,PPLA,VERIFIED_LOCALITY_V4,3,Sarpsborg,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1203,Intility Arena,Oslo,Norway,59.913,10.746,26,Oslo,Norway,NO,Oslo,1082575,PPLC,VERIFIED_LOCALITY_V4,3,Oslo,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
12086,U-Power Stadium,Monza,Italy,45.58,9.272,162,Monza,Italy,IT,Lombardy,124398,PPLA2,VERIFIED_LOCALITY_V4,3,Monza,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
12276,Euroborg,Groningen,Netherlands,53.219,6.567,16,Groningen,The Netherlands,NL,Groningen,244807,PPLA,VERIFIED_LOCALITY_V4,3,Groningen,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
12455,Cegeka Arena,Genk,Belgium,50.965,5.501,66,Genk,Belgium,BE,Flanders,63666,PPL,VERIFIED_LOCALITY_V4,3,Genk,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
1247,Stadion Cracovii im. Józefa Piłsudskiego,Kraków,Poland,50.061,19.937,219,Krakow,Poland,PL,Lesser Poland,804237,PPLA,VERIFIED_LOCALITY_V4,3,Kraków,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
1249,Stadion Miejski,Białystok,Poland,53.133,23.164,135,Bialystok,Poland,PL,Podlasie,295683,PPLA,VERIFIED_LOCALITY_V4,3,Białystok,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1253,Stadion Miejski Legii Warszawa im. Marszałka Józefa Piłsudskiego,Warszawa,Poland,,,,,,,,,,UNRESOLVED_V4,0,Warszawa,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
1255,Stadion Miejski,Gliwice,Poland,50.298,18.677,200,Gliwice,Poland,PL,Silesia,198835,PPLA3,VERIFIED_LOCALITY_V4,3,Gliwice,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1256,Stadion Miejski im. Floriana Krygiera,Szczecin,Poland,53.429,14.553,149,Szczecin,Poland,PL,West Pomerania,395513,PPLA,VERIFIED_LOCALITY_V4,3,Szczecin,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,Open-Meteo Geocoding API city proxy v4
1258,Stadion Miejski im. Henryka Reymana,Kraków,Poland,50.061,19.937,219,Krakow,Poland,PL,Lesser Poland,804237,PPLA,VERIFIED_LOCALITY_V4,3,Kraków,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
12585,Stade Charléty,Paris,France,48.853,2.349,42,Paris,France,FR,Île-de-France Region,2138551,PPLC,VERIFIED_LOCALITY_V4,3,Paris,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1262,Estádio Nacional,"Jamor, Oeiras",Portugal,,,,,,,,,,UNRESOLVED_V4,0,"Jamor, Oeiras | Jamor",PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
1265,Estádio do Sport Lisboa e Benfica (da Luz),Lisboa,Portugal,,,,,,,,,,UNRESOLVED_V4,0,Lisboa,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
12678,Stade Orange Vélodrome,Marseille,France,43.297,5.381,28,Marseille,France,FR,Provence-Alpes-Côte d'Azur,877215,PPLA,VERIFIED_LOCALITY_V4,3,Marseille,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
12680,Cambuur Stadion,Leeuwarden,Netherlands,53.203,5.81,1,Leeuwarden,The Netherlands,NL,Friesland,124481,PPLA,VERIFIED_LOCALITY_V4,3,Leeuwarden,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
12717,Europa-Park Stadion,Freiburg im Breisgau,Germany,47.996,7.852,278,Freiburg im Breisgau,Germany,DE,Baden-Wurttemberg,215966,PPLA2,VERIFIED_LOCALITY_V4,3,Freiburg im Breisgau,PBK_GEOCODE_V4,2026-09-25T14:31:55Z,Open-Meteo Geocoding API city proxy v4
1274,Estádio António Coimbra da Mota,Estoril,Portugal,38.706,-9.398,24,Estoril,Portugal,PT,Lisbon District,23700,PPL,VERIFIED_LOCALITY_V4,3,Estoril,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1275,Estádio Municipal de Arouca,Arouca,Portugal,40.931,-8.245,313,Arouca,Portugal,PT,Aveiro District,21146,PPLA2,VERIFIED_LOCALITY_V4,3,Arouca,PBK_GEOCODE_V4,2026-09-25T15:36:21Z,Open-Meteo Geocoding API city proxy v4
1276,Estádio Municipal 22 de Junho,Vila Nova de Famalicão,Portugal,41.408,-8.52,96,Vila Nova de Famalicão,Portugal,PT,Braga District,9496,PPLA2,VERIFIED_LOCALITY_V4,3,Vila Nova de Famalicão,PBK_GEOCODE_V4,2026-09-25T14:31:55Z,Open-Meteo Geocoding API city proxy v4
1281,Estádio da Madeira,Ilha da Madeira,Portugal,39.945,-8.042,521,Madeirã,Portugal,PT,Castelo Branco District,,PPL,VERIFIED_LOCALITY_V4,3,Madeira,PBK_GEOCODE_V4,2026-09-25T10:43:27Z,Open-Meteo Geocoding API city proxy v4
1286,Estádio Do Dragão,Porto,Portugal,41.148,-8.611,91,Porto,Portugal,PT,Porto District,252687,PPLA,VERIFIED_LOCALITY_V4,3,Porto,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1288,Estádio do Rio Ave Futebol Clube,Vila do Conde,Portugal,41.353,-8.745,12,Vila do Conde,Portugal,PT,Porto District,27642,PPLA2,VERIFIED_LOCALITY_V4,3,Vila do Conde,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
1289,Estádio de São Miguel,"Ponta Delgada, Ilha de São Miguel, Açores",Portugal,37.74,-25.669,12,Ponta Delgada,Portugal,PT,Azores,20056,PPLA,VERIFIED_LOCALITY_V4,3,Ponta Delgada,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1291,Estádio Municipal de Braga,Braga,Portugal,41.551,-8.423,190,Braga,Portugal,PT,Braga District,193324,PPLA,VERIFIED_LOCALITY_V4,3,Braga,PBK_GEOCODE_V4,2026-09-25T14:29:56Z,Open-Meteo Geocoding API city proxy v4
1293,Estádio José Alvalade,Lisboa,Portugal,,,,,,,,,,UNRESOLVED_V4,0,Lisboa,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1295,Estádio Dom Afonso Henriques,Guimarães,Portugal,41.444,-8.296,189,Guimarães,Portugal,PT,Braga District,40604,PPLA2,VERIFIED_LOCALITY_V4,3,Guimarães,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1383,Pittodrie Stadium,Aberdeen,Scotland,57.144,-2.098,13,Aberdeen,United Kingdom,GB,Scotland,198590,PPLA2,VERIFIED_LOCALITY_V4,3,Aberdeen,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
1386,Celtic Park,Glasgow,Scotland,55.865,-4.258,40,Glasgow,United Kingdom,GB,Scotland,626410,PPLA2,VERIFIED_LOCALITY_V4,3,Glasgow,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1388,Tannadice Park,Dundee,Scotland,56.469,-2.975,77,Dundee,United Kingdom,GB,Scotland,148210,PPLA2,VERIFIED_LOCALITY_V4,3,Dundee,PBK_GEOCODE_V4,2026-09-25T14:29:56Z,Open-Meteo Geocoding API city proxy v4
1393,Tynecastle Park,Edinburgh,Scotland,55.952,-3.196,66,Edinburgh,United Kingdom,GB,Scotland,514990,PPLA,VERIFIED_LOCALITY_V4,3,Edinburgh,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
1394,Easter Road Stadium,Edinburgh,Scotland,55.952,-3.196,66,Edinburgh,United Kingdom,GB,Scotland,514990,PPLA,VERIFIED_LOCALITY_V4,3,Edinburgh,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1398,Fir Park,Motherwell,Scotland,55.789,-3.992,83,Motherwell,United Kingdom,GB,Scotland,32840,PPLA2,VERIFIED_LOCALITY_V4,3,Motherwell,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
140,PROfertil ARENA,Hartberg,Austria,47.283,15.967,396,Hartberg,Austria,AT,Styria,4170,PPLA3,VERIFIED_LOCALITY_V4,3,Hartberg,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1401,Ibrox Stadium,Glasgow,Scotland,55.865,-4.258,40,Glasgow,United Kingdom,GB,Scotland,626410,PPLA2,VERIFIED_LOCALITY_V4,3,Glasgow,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
1403,McDiarmid Park,Perth,Scotland,56.395,-3.431,10,Perth,United Kingdom,GB,Scotland,47350,PPLA2,VERIFIED_LOCALITY_V4,3,Perth,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
143,Raiffeisen Arena,Linz,Austria,48.306,14.286,266,Linz,Austria,AT,Upper Austria,204846,PPLA,VERIFIED_LOCALITY_V4,3,Linz,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
145,Allianz Stadion,Wien,Austria,48.208,16.372,171,Vienna,Austria,AT,State of Vienna,1691468,PPLC,VERIFIED_LOCALITY_V4,3,Vienna,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1460,San Mamés Barria,Bilbao,Spain,43.263,-2.925,20,Bilbao,Spain,ES,Basque Country,347342,PPLA2,VERIFIED_LOCALITY_V4,3,Bilbao,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1470,Estadio de Mendizorroza,Vitoria-Gasteiz,Spain,42.85,-2.673,547,Vitoria-Gasteiz,Spain,ES,Basque Country,257407,PPLA,VERIFIED_LOCALITY_V4,3,Vitoria-Gasteiz,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1471,Estadio Abanca-Riazor,La Coruña,Spain,,,,,,,,,,UNRESOLVED_V4,0,La Coruña,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1473,Estadio Manuel Martínez Valero,Elche,Spain,38.262,-0.701,96,Elche,Spain,ES,Valencia,234765,PPLA3,VERIFIED_LOCALITY_V4,3,Elche,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
148,Red Bull Arena,Wals-Siezenheim,Austria,,,,,,,,,,UNRESOLVED_V4,0,Wals-Siezenheim,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1486,Estadio El Sadar,Iruñea,Spain,,,,,,,,,,UNRESOLVED_V4,0,Iruñea,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
1488,Estadio de Vallecas,Madrid,Spain,40.416,-3.703,665,Madrid,Spain,ES,Madrid,3255944,PPLC,VERIFIED_LOCALITY_V4,3,Madrid,PBK_GEOCODE_V4,2026-09-25T10:44:05Z,Open-Meteo Geocoding API city proxy v4
1491,Reale Arena,Donostia-San Sebastián,Spain,43.313,-1.975,17,Donostia / San Sebastian,Spain,ES,Basque Country,185357,PPLA2,VERIFIED_LOCALITY_V4,3,Donostia-San Sebastián,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1494,Estadio Ramón Sánchez Pizjuán,Sevilla,Spain,37.383,-5.973,16,Seville,Spain,ES,Andalusia,686741,PPLA,VERIFIED_LOCALITY_V4,3,Sevilla,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1497,Estadio de Mestalla,Valencia,Spain,39.474,-0.38,15,Valencia,Spain,ES,Valencia,824340,PPLA,VERIFIED_LOCALITY_V4,3,Valencia,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1498,Estadio de la Cerámica,Villarreal,Spain,39.938,-0.101,42,Vila-real,Spain,ES,Valencia,50577,PPL,VERIFIED_LOCALITY_V4,3,Vila-real,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
150,Merkur Arena,Graz,Austria,47.067,15.442,362,Graz,Austria,AT,Styria,303270,PPLA,VERIFIED_LOCALITY_V4,3,Graz,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1584,Başakşehir Fatih Terim Stadyumu,İstanbul,Turkey,41.014,28.95,39,Istanbul,Republic of Türkiye,TR,Istanbul,15701602,PPLA,VERIFIED_LOCALITY_V4,3,İstanbul,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
174,Lotto Park,Bruxelles (Brussel),Belgium,50.85,4.349,28,Brussels,Belgium,BE,Brussels Capital,1019022,PPLC,VERIFIED_LOCALITY_V4,3,Brussels,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1741,Kazım Karabekir Stadyumu,Erzurum,Turkey,39.909,41.277,1914,Erzurum,Republic of Türkiye,TR,Erzurum,767848,PPLA,VERIFIED_LOCALITY_V4,3,Erzurum,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
175,Bosuilstadion,Deurne,Belgium,51.221,4.466,8,Deurne,Belgium,BE,Flanders,78747,PPL,VERIFIED_LOCALITY_V4,3,Deurne,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
176,Jan Breydelstadion,Brugge,Belgium,51.209,3.224,13,Bruges,Belgium,BE,Flanders,118509,PPL,VERIFIED_LOCALITY_V4,3,Brugge,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
1761,Lavanttal Arena,Wolfsberg,Austria,46.841,14.844,461,Wolfsberg,Austria,AT,Carinthia,25035,PPLA3,VERIFIED_LOCALITY_V4,3,Wolfsberg,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
177,Stade du Pays de Charleroi,Charleroi,Belgium,50.411,4.444,136,Charleroi,Belgium,BE,Wallonia,200132,PPL,VERIFIED_LOCALITY_V4,3,Charleroi,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
182,Guldensporenstadion,Kortrijk,Belgium,50.828,3.265,22,Kortrijk,Belgium,BE,Flanders,73879,PPL,VERIFIED_LOCALITY_V4,3,Kortrijk,PBK_GEOCODE_V4,2026-09-25T10:44:43Z,Open-Meteo Geocoding API city proxy v4
186,King Power at Den Dreef Stadion,Heverlee,Belgium,50.864,4.696,31,Heverlee,Belgium,BE,Flanders,23278,PPL,VERIFIED_LOCALITY_V4,3,Heverlee,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
18622,Home Deluxe Arena,Paderborn,Germany,51.719,8.754,118,Paderborn,Germany,DE,North Rhine-Westphalia,142161,PPLA3,VERIFIED_LOCALITY_V4,3,Paderborn,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
18625,Stadion im. Ernesta Pohla,Zabrze,Poland,50.325,18.786,258,Zabrze,Poland,PL,Silesia,192177,PPLA2,VERIFIED_LOCALITY_V4,3,Zabrze,PBK_GEOCODE_V4,2026-09-25T15:34:58Z,Open-Meteo Geocoding API city proxy v4
18633,Miejski Stadion Piłkarski Raków,Częstochowa,Poland,50.796,19.124,253,Częstochowa,Poland,PL,Silesia,248125,PPLA3,VERIFIED_LOCALITY_V4,3,Częstochowa,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,Open-Meteo Geocoding API city proxy v4
192,Stade Maurice Dufrasne,Luik,Belgium,,,,,,,,,,UNRESOLVED_V4,0,Luik,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
19206,Stade Marie-Marvingt,Le Mans,France,48.002,0.203,65,Le Mans,France,FR,Pays de la Loire Region,144515,PPLA2,VERIFIED_LOCALITY_V4,3,Le Mans,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19212,WerkTalent Stadion,La Haye,Netherlands,,,,,,,,,,UNRESOLVED_V4,0,La Haye | The Hague,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
19215,The BBSP Stadium Rugby Park,Kilmarnock,Scotland,55.612,-4.496,39,Kilmarnock,United Kingdom,GB,Scotland,46970,PPLA2,VERIFIED_LOCALITY_V4,3,Kilmarnock,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19217,Estádio Cívitas Metropolitano,Madrid,Spain,40.416,-3.703,665,Madrid,Spain,ES,Madrid,3255944,PPLC,VERIFIED_LOCALITY_V4,3,Madrid,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19379,Nordstern Arena Horsens,Horsens,Denmark,55.861,9.85,4,Horsens,Denmark,DK,Central Jutland,61074,PPLA2,VERIFIED_LOCALITY_V4,3,Horsens,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19381,SIGNAL IDUNA PARK,Dortmund,Germany,51.515,7.466,96,Dortmund,Germany,DE,North Rhine-Westphalia,588462,PPLA3,VERIFIED_LOCALITY_V4,3,Dortmund,PBK_GEOCODE_V4,2026-09-25T14:27:54Z,Open-Meteo Geocoding API city proxy v4
194,Stade Joseph Mariën,Brussels,Belgium,50.85,4.349,28,Brussels,Belgium,BE,Brussels Capital,1019022,PPLC,VERIFIED_LOCALITY_V4,3,Brussels,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
195,Het Kuipje,Westerlo,Belgium,51.09,4.915,14,Westerlo,Belgium,BE,Flanders,22579,PPL,VERIFIED_LOCALITY_V4,3,Westerlo,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,Open-Meteo Geocoding API city proxy v4
19611,Daio Wasabi Stayen Stadium,St.-Trond,Belgium,,,,,,,,,,UNRESOLVED_V4,0,St.-Trond,PBK_GEOCODE_V4,2026-09-25T10:42:45Z,Open-Meteo Geocoding API city proxy v4
19680,Nordmøre stadion,Kristiansund,Norway,63.11,7.728,1,Kristiansund,Norway,NO,Møre og Romsdal,24013,PPLA2,VERIFIED_LOCALITY_V4,3,Kristiansund,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19681,Romssa Arena,Tromsø,Norway,69.649,18.955,9999,Tromsø,Norway,NO,Troms,41915,PPLA,VERIFIED_LOCALITY_V4,3,Tromsø,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
19921,Innviertel Arena,Ried Im Innkreis,Austria,48.211,13.489,435,Ried im Innkreis,Austria,AT,Upper Austria,11903,PPLA3,VERIFIED_LOCALITY_V4,3,Ried Im Innkreis,PBK_GEOCODE_V4,2026-09-25T11:04:18Z,Open-Meteo Geocoding API city proxy v4
