fixture_id,country,provider_competition_id,competition_name,season,round,kickoff_utc,home_team,away_team,team_id,team_name,side,formation,coach_id,coach_name,starting_xi_json,starting_xi_count,substitutes_json,substitutes_count,retrieved_at_utc,source_endpoint,temporal_authority,archive_version
1379437,Denmark,119,Superliga,2025,Regular Season - 15,2025-11-09T15:00:00+00:00,Randers FC,FC Midtjylland,401,Randers FC,HOME,3-4-3,26890,Rasmus Bertelsen,"[{""grid"":""1:1"",""id"":6870,""name"":""P. Izzo"",""number"":1,""pos"":""G""},{""grid"":""2:3"",""id"":15794,""name"":""O. Olsen"",""number"":27,""pos"":""D""},{""grid"":""2:2"",""id"":36971,""name"":""D. Hoegh"",""number"":3,""pos"":""D""},{""grid"":""2:1"",""id"":36999,""name"":""W. Dammers"",""number"":4,""pos"":""D""},{""grid"":""3:4"",""id"":411286,""name"":""S. Hansen"",""number"":24,""pos"":""M""},{""grid"":""3:3"",""id"":48352,""name"":""J. Bjorkengren"",""number"":6,""pos"":""M""},{""grid"":""3:2"",""id"":15697,""name"":""F. Lauenborg"",""number"":14,""pos"":""M""},{""grid"":""3:1"",""id"":128761,""name"":""N. Dyhr"",""number"":44,""pos"":""M""},{""grid"":""4:3"",""id"":32621,""name"":""N. Campbell"",""number"":10,""pos"":""F""},{""grid"":""4:2"",""id"":198352,""name"":""M. Toure"",""number"":7,""pos"":""F""},{""grid"":""4:1"",""id"":392801,""name"":""M. Toure"",""number"":19,""pos"":""F""}]",11,"[{""grid"":null,""id"":162766,""name"":""L. Lissens"",""number"":2,""pos"":""D""},{""grid"":null,""id"":190934,""name"":""E. Mahmoud"",""number"":11,""pos"":""M""},{""grid"":null,""id"":48271,""name"":""E. Andersson"",""number"":23,""pos"":""D""},{""grid"":null,""id"":520936,""name"":""O. Seck"",""number"":25,""pos"":""M""},{""grid"":null,""id"":15693,""name"":""A. Romer"",""number"":28,""pos"":""M""},{""grid"":null,""id"":417304,""name"":""M. Themsen"",""number"":30,""pos"":""M""},{""grid"":null,""id"":16080,""name"":""J. Storch"",""number"":32,""pos"":""G""},{""grid"":null,""id"":396216,""name"":""M. Albaek"",""number"":38,""pos"":""M""}]",8,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379438,Denmark,119,Superliga,2025,Regular Season - 15,2025-11-09T13:00:00+00:00,Vejle,FC Copenhagen,395,Vejle,HOME,3-4-3,27700,Claus Norgaard,"[{""grid"":""1:1"",""id"":109939,""name"":""I. Vekic"",""number"":1,""pos"":""G""},{""grid"":""2:3"",""id"":37452,""name"":""S. Velkov"",""number"":13,""pos"":""D""},{""grid"":""2:2"",""id"":1953,""name"":""L. Nielsen"",""number"":4,""pos"":""D""},{""grid"":""2:1"",""id"":16045,""name"":""C. Sorensen"",""number"":3,""pos"":""D""},{""grid"":""3:4"",""id"":420956,""name"":""L. Flo"",""number"":23,""pos"":""M""},{""grid"":""3:3"",""id"":281660,""name"":""M. Enggaard"",""number"":30,""pos"":""M""},{""grid"":""3:2"",""id"":202015,""name"":""M. Vestergaard"",""number"":6,""pos"":""M""},{""grid"":""3:1"",""id"":327028,""name"":""T. Bach"",""number"":16,""pos"":""M""},{""grid"":""4:3"",""id"":341228,""name"":""C. Gammelgaard"",""number"":7,""pos"":""F""},{""grid"":""4:2"",""id"":393073,""name"":""A. Chiakha"",""number"":29,""pos"":""F""},{""grid"":""4:1"",""id"":2174,""name"":""M. Duelund"",""number"":10,""pos"":""F""}]",11,"[{""grid"":null,""id"":15662,""name"":""T. Gundelund"",""number"":2,""pos"":""D""},{""grid"":null,""id"":319469,""name"":""V. Lund"",""number"":5,""pos"":""D""},{""grid"":null,""id"":375941,""name"":""T. Lauritsen"",""number"":8,""pos"":""M""},{""grid"":null,""id"":15865,""name"":""A. Jacobsen"",""number"":18,""pos"":""F""},{""grid"":null,""id"":524738,""name"":""A. Camara"",""number"":20,""pos"":""F""},{""grid"":null,""id"":448085,""name"":""A. Sonderskov"",""number"":22,""pos"":""D""},{""grid"":null,""id"":322265,""name"":""T. H. Jakobsen"",""number"":24,""pos"":""G""},{""grid"":null,""id"":524396,""name"":""B. Edjeodji"",""number"":32,""pos"":""M""},{""grid"":null,""id"":43088,""name"":""A. Pitu"",""number"":80,""pos"":""F""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379438,Denmark,119,Superliga,2025,Regular Season - 15,2025-11-09T13:00:00+00:00,Vejle,FC Copenhagen,400,FC Copenhagen,AWAY,4-4-2,28387,Bo Svensson,"[{""grid"":""1:1"",""id"":524,""name"":""D. Kotarski"",""number"":1,""pos"":""G""},{""grid"":""2:4"",""id"":351014,""name"":""J. Suzuki"",""number"":20,""pos"":""D""},{""grid"":""2:3"",""id"":36885,""name"":""P. Hatzidiakos"",""number"":6,""pos"":""D""},{""grid"":""2:2"",""id"":354267,""name"":""M. Garananga"",""number"":4,""pos"":""D""},{""grid"":""2:1"",""id"":2431,""name"":""M. Lopez"",""number"":15,""pos"":""D""},{""grid"":""3:4"",""id"":18946,""name"":""M. Elyounoussi"",""number"":10,""pos"":""M""},{""grid"":""3:3"",""id"":2736,""name"":""L. Lerager"",""number"":12,""pos"":""M""},{""grid"":""3:2"",""id"":15934,""name"":""M. Madsen"",""number"":21,""pos"":""M""},{""grid"":""3:1"",""id"":42012,""name"":""E. Achouri"",""number"":30,""pos"":""M""},{""grid"":""4:2"",""id"":1274,""name"":""A. Cornelius"",""number"":14,""pos"":""F""},{""grid"":""4:1"",""id"":2080,""name"":""V. Claesson"",""number"":7,""pos"":""F""}]",11,"[{""grid"":null,""id"":161919,""name"":""Y. Moukoko"",""number"":9,""pos"":""F""},{""grid"":null,""id"":48203,""name"":""J. Larsson"",""number"":11,""pos"":""F""},{""grid"":null,""id"":422779,""name"":""Robert"",""number"":16,""pos"":""M""},{""grid"":null,""id"":386285,""name"":""Y. Zague"",""number"":22,""pos"":""D""},{""grid"":null,""id"":442537,""name"":""D. Sarapata"",""number"":23,""pos"":""M""},{""grid"":null,""id"":2784,""name"":""R. A. Runarsson"",""number"":31,""pos"":""G""},{""grid"":null,""id"":349212,""name"":""W. Clem"",""number"":36,""pos"":""M""},{""grid"":null,""id"":426288,""name"":""V. Dadason"",""number"":39,""pos"":""F""}]",8,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379439,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-23T11:00:00+00:00,FC Copenhagen,Brondby,400,FC Copenhagen,HOME,4-4-2,28387,Bo Svensson,"[{""grid"":""1:1"",""id"":524,""name"":""D. Kotarski"",""number"":1,""pos"":""G""},{""grid"":""2:4"",""id"":351014,""name"":""J. Suzuki"",""number"":20,""pos"":""D""},{""grid"":""2:3"",""id"":159511,""name"":""Gabriel Pereira"",""number"":5,""pos"":""D""},{""grid"":""2:2"",""id"":36885,""name"":""P. Hatzidiakos"",""number"":6,""pos"":""D""},{""grid"":""2:1"",""id"":2431,""name"":""M. Lopez"",""number"":15,""pos"":""D""},{""grid"":""3:4"",""id"":48203,""name"":""J. Larsson"",""number"":11,""pos"":""M""},{""grid"":""3:3"",""id"":2736,""name"":""L. Lerager"",""number"":12,""pos"":""M""},{""grid"":""3:2"",""id"":15934,""name"":""M. Madsen"",""number"":21,""pos"":""M""},{""grid"":""3:1"",""id"":422779,""name"":""Robert"",""number"":16,""pos"":""M""},{""grid"":""4:2"",""id"":1274,""name"":""A. Cornelius"",""number"":14,""pos"":""F""},{""grid"":""4:1"",""id"":18946,""name"":""M. Elyounoussi"",""number"":10,""pos"":""F""}]",11,"[{""grid"":null,""id"":354267,""name"":""M. Garananga"",""number"":4,""pos"":""D""},{""grid"":null,""id"":2080,""name"":""V. Claesson"",""number"":7,""pos"":""M""},{""grid"":null,""id"":161919,""name"":""Y. Moukoko"",""number"":9,""pos"":""F""},{""grid"":null,""id"":386285,""name"":""Y. Zague"",""number"":22,""pos"":""D""},{""grid"":null,""id"":442537,""name"":""D. Sarapata"",""number"":23,""pos"":""M""},{""grid"":null,""id"":42012,""name"":""E. Achouri"",""number"":30,""pos"":""M""},{""grid"":null,""id"":2784,""name"":""R. A. Runarsson"",""number"":31,""pos"":""G""},{""grid"":null,""id"":349212,""name"":""W. Clem"",""number"":36,""pos"":""M""},{""grid"":null,""id"":426288,""name"":""V. Dadason"",""number"":39,""pos"":""F""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379439,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-23T11:00:00+00:00,FC Copenhagen,Brondby,407,Brondby,AWAY,4-4-2,26296,Steven Cooper,"[{""grid"":""1:1"",""id"":7598,""name"":""P. Pentz"",""number"":1,""pos"":""G""},{""grid"":""2:4"",""id"":128763,""name"":""O. Villadsen"",""number"":2,""pos"":""D""},{""grid"":""2:3"",""id"":15928,""name"":""F. Alves"",""number"":32,""pos"":""D""},{""grid"":""2:2"",""id"":154799,""name"":""L. Binks"",""number"":4,""pos"":""D""},{""grid"":""2:1"",""id"":24881,""name"":""M. Kohlert"",""number"":27,""pos"":""D""},{""grid"":""3:4"",""id"":61183,""name"":""M. Divkovic"",""number"":24,""pos"":""M""},{""grid"":""3:3"",""id"":36868,""name"":""S. Spierings"",""number"":6,""pos"":""M""},{""grid"":""3:2"",""id"":510351,""name"":""M. Jensen"",""number"":42,""pos"":""M""},{""grid"":""3:1"",""id"":16176,""name"":""N. Vallys"",""number"":7,""pos"":""M""},{""grid"":""4:2"",""id"":361352,""name"":""N. Nartey"",""number"":35,""pos"":""F""},{""grid"":""4:1"",""id"":494387,""name"":""J. Ambaek"",""number"":38,""pos"":""F""}]",11,"[{""grid"":null,""id"":48189,""name"":""R. Lauritsen"",""number"":5,""pos"":""D""},{""grid"":null,""id"":264094,""name"":""B. Tahirovic"",""number"":8,""pos"":""M""},{""grid"":null,""id"":25297,""name"":""M. Gregoritsch"",""number"":9,""pos"":""F""},{""grid"":null,""id"":932,""name"":""D. Wass"",""number"":10,""pos"":""M""},{""grid"":null,""id"":291839,""name"":""F. Bundgaard"",""number"":11,""pos"":""F""},{""grid"":null,""id"":267868,""name"":""G. Beavers"",""number"":13,""pos"":""G""},{""grid"":null,""id"":381677,""name"":""K. Uchino"",""number"":18,""pos"":""F""},{""grid"":null,""id"":206937,""name"":""S. Fukuda"",""number"":19,""pos"":""F""},{""grid"":null,""id"":8711,""name"":""J. Vanlerberghe"",""number"":30,""pos"":""D""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379440,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-23T15:00:00+00:00,FC Nordsjaelland,FC Fredericia,2061,FC Fredericia,AWAY,5-3-2,26316,Michael Hansen,"[{""grid"":""1:1"",""id"":83043,""name"":""M. Lamhauge"",""number"":1,""pos"":""G""},{""grid"":""2:5"",""id"":15924,""name"":""S. Crone"",""number"":12,""pos"":""D""},{""grid"":""2:4"",""id"":438715,""name"":""A. Nygaard"",""number"":3,""pos"":""D""},{""grid"":""2:3"",""id"":326444,""name"":""F. Rieper"",""number"":5,""pos"":""D""},{""grid"":""2:2"",""id"":334784,""name"":""D. F. Kristjansson"",""number"":17,""pos"":""D""},{""grid"":""2:1"",""id"":428299,""name"":""J. Jessen"",""number"":8,""pos"":""D""},{""grid"":""3:3"",""id"":15753,""name"":""M. Opondo"",""number"":11,""pos"":""M""},{""grid"":""3:2"",""id"":128879,""name"":""F. Winther"",""number"":6,""pos"":""M""},{""grid"":""3:1"",""id"":16070,""name"":""G. Marcussen"",""number"":7,""pos"":""M""},{""grid"":""4:2"",""id"":294685,""name"":""E. Dall"",""number"":19,""pos"":""F""},{""grid"":""4:1"",""id"":128887,""name"":""O. Buch"",""number"":97,""pos"":""F""}]",11,"[{""grid"":null,""id"":15583,""name"":""D. Thogersen"",""number"":2,""pos"":""D""},{""grid"":null,""id"":16071,""name"":""E. Simonsen"",""number"":10,""pos"":""M""},{""grid"":null,""id"":294772,""name"":""W. Madsen"",""number"":13,""pos"":""M""},{""grid"":null,""id"":282416,""name"":""A. Dahl"",""number"":14,""pos"":""D""},{""grid"":null,""id"":15879,""name"":""A. Pyndt"",""number"":18,""pos"":""M""},{""grid"":null,""id"":341899,""name"":""D. Haarbo"",""number"":20,""pos"":""M""},{""grid"":null,""id"":362460,""name"":""M. Huldahl"",""number"":22,""pos"":""F""},{""grid"":null,""id"":174837,""name"":""E. Green"",""number"":42,""pos"":""G""},{""grid"":null,""id"":16041,""name"":""A. Mucolli"",""number"":98,""pos"":""F""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379440,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-23T15:00:00+00:00,FC Nordsjaelland,FC Fredericia,398,FC Nordsjaelland,HOME,4-3-3,26051,Jens Olsen,"[{""grid"":""1:1"",""id"":16105,""name"":""A. Hansen"",""number"":13,""pos"":""G""},{""grid"":""2:4"",""id"":1283,""name"":""P. Ankersen"",""number"":2,""pos"":""D""},{""grid"":""2:3"",""id"":39310,""name"":""T. Salquist"",""number"":3,""pos"":""D""},{""grid"":""2:2"",""id"":425830,""name"":""N. Markmann"",""number"":45,""pos"":""D""},{""grid"":""2:1"",""id"":361421,""name"":""J. Lahteenmaki"",""number"":25,""pos"":""D""},{""grid"":""3:3"",""id"":475575,""name"":""C. Yirenkyi"",""number"":36,""pos"":""M""},{""grid"":""3:2"",""id"":475394,""name"":""J. Janssen"",""number"":18,""pos"":""M""},{""grid"":""3:1"",""id"":15967,""name"":""N. Rojkjaer"",""number"":8,""pos"":""M""},{""grid"":""4:3"",""id"":39271,""name"":""O. Solbakken"",""number"":9,""pos"":""F""},{""grid"":""4:2"",""id"":474155,""name"":""L. Nene"",""number"":17,""pos"":""F""},{""grid"":""4:1"",""id"":513570,""name"":""P. Amoako"",""number"":22,""pos"":""F""}]",11,"[{""grid"":null,""id"":15825,""name"":""M. Brink"",""number"":6,""pos"":""M""},{""grid"":null,""id"":180982,""name"":""A. Lind"",""number"":11,""pos"":""F""},{""grid"":null,""id"":278551,""name"":""R. Norheim"",""number"":23,""pos"":""M""},{""grid"":null,""id"":502190,""name"":""D. Sanoussi"",""number"":27,""pos"":""M""},{""grid"":null,""id"":476206,""name"":""I. Seidu"",""number"":30,""pos"":""D""},{""grid"":null,""id"":498846,""name"":""S. Acquah"",""number"":34,""pos"":""D""},{""grid"":null,""id"":390619,""name"":""W. Lykke"",""number"":38,""pos"":""G""},{""grid"":null,""id"":444419,""name"":""M. Heyde"",""number"":47,""pos"":""M""},{""grid"":null,""id"":294863,""name"":""H. Rasmussen"",""number"":40,""pos"":null}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379441,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-24T18:00:00+00:00,Randers FC,Odense,401,Randers FC,HOME,4-2-3-1,26890,Rasmus Bertelsen,"[{""grid"":""1:1"",""id"":6870,""name"":""P. Izzo"",""number"":1,""pos"":""G""},{""grid"":""2:4"",""id"":15794,""name"":""O. Olsen"",""number"":27,""pos"":""D""},{""grid"":""2:3"",""id"":36971,""name"":""D. Hoegh"",""number"":3,""pos"":""D""},{""grid"":""2:2"",""id"":36999,""name"":""W. Dammers"",""number"":4,""pos"":""D""},{""grid"":""2:1"",""id"":128761,""name"":""N. Dyhr"",""number"":44,""pos"":""D""},{""grid"":""3:2"",""id"":15697,""name"":""F. Lauenborg"",""number"":14,""pos"":""M""},{""grid"":""3:1"",""id"":48352,""name"":""J. Bjorkengren"",""number"":6,""pos"":""M""},{""grid"":""4:3"",""id"":190934,""name"":""E. Mahmoud"",""number"":11,""pos"":""M""},{""grid"":""4:2"",""id"":392801,""name"":""M. Toure"",""number"":19,""pos"":""M""},{""grid"":""4:1"",""id"":417304,""name"":""M. Themsen"",""number"":30,""pos"":""M""},{""grid"":""5:1"",""id"":198352,""name"":""M. Toure"",""number"":7,""pos"":""F""}]",11,"[{""grid"":null,""id"":162766,""name"":""L. Lissens"",""number"":2,""pos"":""D""},{""grid"":null,""id"":32621,""name"":""N. Campbell"",""number"":10,""pos"":""M""},{""grid"":null,""id"":396192,""name"":""L. Pedersen"",""number"":16,""pos"":""M""},{""grid"":null,""id"":411286,""name"":""S. Hansen"",""number"":24,""pos"":""M""},{""grid"":null,""id"":520936,""name"":""O. Seck"",""number"":25,""pos"":""M""},{""grid"":null,""id"":15693,""name"":""A. Romer"",""number"":28,""pos"":""M""},{""grid"":null,""id"":16080,""name"":""J. Storch"",""number"":32,""pos"":""G""},{""grid"":null,""id"":396216,""name"":""M. Albaek"",""number"":38,""pos"":""M""},{""grid"":null,""id"":1020,""name"":""S. Odey"",""number"":90,""pos"":""F""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379441,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-24T18:00:00+00:00,Randers FC,Odense,405,Odense,AWAY,3-4-1-2,26297,Alexander Zorniger,"[{""grid"":""1:1"",""id"":39325,""name"":""V. Myhra"",""number"":16,""pos"":""G""},{""grid"":""2:3"",""id"":438854,""name"":""Y. Bojang"",""number"":24,""pos"":""D""},{""grid"":""2:2"",""id"":48654,""name"":""N. Burgy"",""number"":5,""pos"":""D""},{""grid"":""2:1"",""id"":198465,""name"":""J. Gomez"",""number"":29,""pos"":""D""},{""grid"":""3:4"",""id"":37224,""name"":""L. Owusu"",""number"":20,""pos"":""M""},{""grid"":""3:3"",""id"":1293,""name"":""R. Falk"",""number"":8,""pos"":""M""},{""grid"":""3:2"",""id"":297614,""name"":""I. Ouedraogo"",""number"":22,""pos"":""M""},{""grid"":""3:1"",""id"":16061,""name"":""A. Sorensen"",""number"":3,""pos"":""M""},{""grid"":""4:1"",""id"":24887,""name"":""J. Arp"",""number"":7,""pos"":""F""},{""grid"":""5:2"",""id"":203253,""name"":""N. Ganaus"",""number"":17,""pos"":""F""},{""grid"":""5:1"",""id"":37787,""name"":""J. Grot"",""number"":31,""pos"":""F""}]",11,"[{""grid"":null,""id"":25207,""name"":""B. Paulsen"",""number"":4,""pos"":""D""},{""grid"":null,""id"":324030,""name"":""J. Niemiec"",""number"":11,""pos"":""F""},{""grid"":null,""id"":412886,""name"":""J. Askou"",""number"":13,""pos"":""D""},{""grid"":null,""id"":15853,""name"":""G. Grubbe"",""number"":14,""pos"":""M""},{""grid"":null,""id"":396507,""name"":""M. McCoy"",""number"":15,""pos"":""D""},{""grid"":null,""id"":550844,""name"":""V. Friis"",""number"":21,""pos"":""M""},{""grid"":null,""id"":444452,""name"":""W. Martin"",""number"":23,""pos"":""M""},{""grid"":null,""id"":339876,""name"":""E. Hansborg"",""number"":26,""pos"":""F""},{""grid"":null,""id"":311273,""name"":""T. Sander"",""number"":30,""pos"":""G""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379442,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-21T18:00:00+00:00,Silkeborg,Aarhus,2073,Silkeborg,HOME,4-3-2-1,26064,Kent Nielsen,"[{""grid"":""1:1"",""id"":15896,""name"":""N. Larsen"",""number"":1,""pos"":""G""},{""grid"":""2:4"",""id"":15873,""name"":""J. Gammelby"",""number"":19,""pos"":""D""},{""grid"":""2:3"",""id"":263178,""name"":""R. Ostrom"",""number"":3,""pos"":""D""},{""grid"":""2:2"",""id"":204126,""name"":""P. Ganchas"",""number"":4,""pos"":""D""},{""grid"":""2:1"",""id"":25632,""name"":""A. Poulsen"",""number"":2,""pos"":""D""},{""grid"":""3:3"",""id"":416992,""name"":""V. Westh"",""number"":7,""pos"":""M""},{""grid"":""3:2"",""id"":277984,""name"":""M. Freundlich"",""number"":33,""pos"":""M""},{""grid"":""3:1"",""id"":15829,""name"":""M. Larsen"",""number"":20,""pos"":""M""},{""grid"":""4:2"",""id"":16165,""name"":""Y. Bakiz"",""number"":10,""pos"":""M""},{""grid"":""4:1"",""id"":36984,""name"":""R. Al Hajj"",""number"":22,""pos"":""M""},{""grid"":""5:1"",""id"":303386,""name"":""T. Adamsen"",""number"":23,""pos"":""F""}]",11,"[{""grid"":null,""id"":339946,""name"":""A. Andresen"",""number"":30,""pos"":""G""},{""grid"":null,""id"":356642,""name"":""A. Simmelhack"",""number"":9,""pos"":""F""},{""grid"":null,""id"":48123,""name"":""J. Andersen"",""number"":8,""pos"":""M""},{""grid"":null,""id"":94322,""name"":""C. McCowatt"",""number"":17,""pos"":""M""},{""grid"":null,""id"":202016,""name"":""L. Montano"",""number"":18,""pos"":""D""},{""grid"":null,""id"":475177,""name"":""B. Clemmensen"",""number"":21,""pos"":""D""},{""grid"":null,""id"":396186,""name"":""J. Nielsen"",""number"":36,""pos"":""M""},{""grid"":null,""id"":415261,""name"":""O. Boesen"",""number"":41,""pos"":""M""}]",8,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379442,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-21T18:00:00+00:00,Silkeborg,Aarhus,406,Aarhus,AWAY,3-4-3,26286,Jakob Poulsen,"[{""grid"":""1:1"",""id"":15786,""name"":""J. Hansen"",""number"":1,""pos"":""G""},{""grid"":""2:3"",""id"":25312,""name"":""F. Beijmo"",""number"":2,""pos"":""D""},{""grid"":""2:2"",""id"":2730,""name"":""H. Dalsgaard"",""number"":3,""pos"":""D""},{""grid"":""2:1"",""id"":151738,""name"":""E. Kahl"",""number"":19,""pos"":""D""},{""grid"":""3:4"",""id"":15931,""name"":""R. Carstensen"",""number"":29,""pos"":""M""},{""grid"":""3:3"",""id"":57425,""name"":""M. Solbakken"",""number"":7,""pos"":""M""},{""grid"":""3:2"",""id"":48025,""name"":""K. Yakob"",""number"":17,""pos"":""M""},{""grid"":""3:1"",""id"":46283,""name"":""G. Links"",""number"":11,""pos"":""M""},{""grid"":""4:3"",""id"":15943,""name"":""S. Jorgensen"",""number"":8,""pos"":""F""},{""grid"":""4:2"",""id"":15598,""name"":""P. Mortensen"",""number"":9,""pos"":""F""},{""grid"":""4:1"",""id"":15964,""name"":""T. Bech"",""number"":31,""pos"":""F""}]",11,"[{""grid"":null,""id"":105141,""name"":""L. Wahlstedt"",""number"":22,""pos"":""G""},{""grid"":null,""id"":15699,""name"":""N. Poulsen"",""number"":6,""pos"":""M""},{""grid"":null,""id"":24973,""name"":""J. Serra"",""number"":13,""pos"":""F""},{""grid"":null,""id"":514279,""name"":""S. Tchamche"",""number"":27,""pos"":""F""},{""grid"":null,""id"":470281,""name"":""F. Emmery"",""number"":39,""pos"":""F""},{""grid"":null,""id"":309875,""name"":""J. Jensen-Abbew"",""number"":40,""pos"":""D""},{""grid"":null,""id"":495841,""name"":""T. Kristjansson"",""number"":20,""pos"":""F""},{""grid"":null,""id"":521025,""name"":""C. Storch"",""number"":42,""pos"":""D""},{""grid"":null,""id"":550856,""name"":""O. Haugstrup"",""number"":43,""pos"":null}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
1379443,Denmark,119,Superliga,2025,Regular Season - 16,2025-11-23T17:00:00+00:00,Sonderjyske,FC Midtjylland,396,Sonderjyske,HOME,4-2-3-1,26063,Thomas Norgaard,"[{""grid"":""1:1"",""id"":15709,""name"":""M. Bundgaard"",""number"":16,""pos"":""G""},{""grid"":""2:4"",""id"":294853,""name"":""S. Waever"",""number"":3,""pos"":""D""},{""grid"":""2:3"",""id"":38719,""name"":""M. Soulas"",""number"":12,""pos"":""D""},{""grid"":""2:2"",""id"":81132,""name"":""M. Jensen"",""number"":5,""pos"":""D""},{""grid"":""2:1"",""id"":57141,""name"":""D. L. Gretarsson"",""number"":4,""pos"":""D""},{""grid"":""3:2"",""id"":262846,""name"":""T. Sommer"",""number"":26,""pos"":""M""},{""grid"":""3:1"",""id"":16044,""name"":""A. Oggesen"",""number"":22,""pos"":""M""},{""grid"":""4:3"",""id"":273287,""name"":""M. Agger"",""number"":25,""pos"":""M""},{""grid"":""4:2"",""id"":89768,""name"":""K. M. Ingason"",""number"":10,""pos"":""M""},{""grid"":""4:1"",""id"":323541,""name"":""A. Lyng"",""number"":11,""pos"":""M""},{""grid"":""5:1"",""id"":203014,""name"":""M. Hoppe"",""number"":14,""pos"":""F""}]",11,"[{""grid"":null,""id"":15736,""name"":""N. Flo"",""number"":1,""pos"":""G""},{""grid"":null,""id"":15621,""name"":""R. Vinderslev"",""number"":6,""pos"":""M""},{""grid"":null,""id"":119103,""name"":""S. Emini"",""number"":7,""pos"":""M""},{""grid"":null,""id"":16143,""name"":""L. Qamili"",""number"":15,""pos"":""F""},{""grid"":null,""id"":432134,""name"":""P. Kristensen"",""number"":19,""pos"":""D""},{""grid"":null,""id"":15696,""name"":""T. Klysner"",""number"":20,""pos"":""F""},{""grid"":null,""id"":144624,""name"":""G. Duru"",""number"":23,""pos"":""D""},{""grid"":null,""id"":444421,""name"":""O. Hyseni"",""number"":24,""pos"":""F""},{""grid"":null,""id"":474605,""name"":""M. Cherif"",""number"":31,""pos"":""M""}]",9,2026-09-26T17:16:56Z,/fixtures/lineups,RETROSPECTIVE_ONLY,PBK_STAGE80_HISTORICAL_LINEUP_INJURY_BACKFILL_V2
