api_fixture_id,league,league_id,captured_at_utc,kickoff_utc,minutes_to_kickoff,home_team,away_team,bet_id,bet_name,b365_1x,b365_x2,b365_12,p_1x,p_x2,p_12,open_p_1x,open_p_x2,open_p_12,move_1x_pp,move_x2_pp,move_12_pp,user_bookmaker,user_1x,user_x2,user_12,api_odds_update_utc
1552163,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-12T14:30:00Z,1489.9,Twente,ADO Den Haag,12,Double Chance,1.06,3.75,1.1,0.44517591,0.12583639,0.42898770,0.44517591,0.12583639,0.42898770,0.00000000,0.00000000,-0.00000000,Marathonbet,1.02,4.1,1.09,2026-09-11T13:16:40+00:00
1552164,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-12T16:45:00Z,1624.9,GO Ahead Eagles,Groningen,12,Double Chance,1.4,1.62,1.22,0.33203414,0.28694308,0.38102278,0.33203414,0.28694308,0.38102278,-0.00000000,0.00000000,0.00000000,Marathonbet,1.43,1.58,1.25,2026-09-11T09:09:24+00:00
1552165,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-12T18:00:00Z,1699.9,Fortuna Sittard,Ajax,12,Double Chance,2.62,1.14,1.17,0.18058489,0.41502843,0.40438668,0.18058489,0.41502843,0.40438668,0.00000000,0.00000000,-0.00000000,Marathonbet,2.8,1.09,1.15,2026-09-11T13:16:40+00:00
1552168,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-12T19:00:00Z,1759.9,Cambuur,NEC Nijmegen,12,Double Chance,2.38,1.17,1.17,0.19730185,0.40134907,0.40134907,0.19730185,0.40134907,0.40134907,0.00000000,0.00000000,0.00000000,Marathonbet,2.47,1.14,1.16,2026-09-11T13:16:40+00:00
1552167,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-13T10:15:00Z,2674.9,Excelsior,Utrecht,12,Double Chance,1.36,1.67,1.25,0.34454586,0.28058825,0.37486590,0.34454586,0.28058825,0.37486590,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.37,1.64,1.26,2026-09-11T13:16:40+00:00
1552166,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-13T12:30:00Z,2809.9,Heerenveen,Telstar,12,Double Chance,1.18,2.3,1.18,0.39792388,0.20415225,0.39792388,0.39792388,0.20415225,0.39792388,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.17,2.26,1.18,2026-09-11T13:16:40+00:00
1552170,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-13T14:45:00Z,2944.9,PEC Zwolle,Feyenoord,12,Double Chance,2.62,1.14,1.17,0.18058489,0.41502843,0.40438668,0.18058489,0.41502843,0.40438668,0.00000000,0.00000000,-0.00000000,Marathonbet,2.73,1.1,1.15,2026-09-11T13:16:40+00:00
1552169,Eredivisie,88,2026-09-11T13:40:08Z,2026-09-13T18:00:00Z,3139.9,PSV Eindhoven,Sparta Rotterdam,12,Double Chance,1.04,4.5,1.1,0.45943939,0.10618155,0.43437906,0.45943939,0.10618155,0.43437906,0.00000000,-0.00000000,0.00000000,Marathonbet,1.01,4.9,1.06,2026-09-11T13:16:40+00:00
1494760,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-12T14:00:00Z,1459.9,Lillestrom,Valerenga,12,Double Chance,1.25,1.91,1.25,0.37672584,0.24654832,0.37672584,0.37672584,0.24654832,0.37672584,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.28,1.88,1.22,2026-09-11T08:15:49+00:00
1494761,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-12T16:00:00Z,1579.9,Rosenborg,Tromso,12,Double Chance,1.18,2.1,1.25,0.39905746,0.22423229,0.37671025,0.39905746,0.22423229,0.37671025,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.18,2.07,1.23,2026-09-11T08:15:49+00:00
1494763,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-13T12:30:00Z,2809.9,Viking,Kristiansund BK,12,Double Chance,1.08,3.75,1.11,0.44228746,0.12737879,0.43033375,0.44228746,0.12737879,0.43033375,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.04,3.78,1.1,2026-09-11T12:30:45+00:00
1494762,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-13T15:00:00Z,2959.9,Start,Brann,12,Double Chance,1.8,1.28,1.25,0.25999350,0.36561586,0.37439064,0.25999350,0.36561586,0.37439064,0.00000000,-0.00000000,0.00000000,Marathonbet,1.77,1.31,1.24,2026-09-11T12:30:45+00:00
1494759,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-13T15:00:00Z,2959.9,KFUM Oslo,Aalesund,12,Double Chance,1.4,1.67,1.28,0.34105559,0.28591486,0.37302955,0.34105559,0.28591486,0.37302955,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.44,1.56,1.25,2026-09-11T12:30:45+00:00
1494758,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-13T15:00:00Z,2959.9,Ham-Kam,Molde,12,Double Chance,2.05,1.22,1.22,0.22932331,0.38533835,0.38533835,0.22932331,0.38533835,0.38533835,-0.00000000,-0.00000000,-0.00000000,Marathonbet,2.07,1.2,1.21,2026-09-11T12:30:45+00:00
1494757,Eliteserien,103,2026-09-11T13:40:08Z,2026-09-13T17:15:00Z,3094.9,Fredrikstad,Sarpsborg 08 FF,12,Double Chance,1.44,1.53,1.28,0.32613909,0.30695444,0.36690647,0.32613909,0.30695444,0.36690647,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.43,1.52,1.28,2026-09-11T12:30:45+00:00
1553168,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-11T16:00:00Z,139.9,Raków Częstochowa,Motor Lublin,12,Double Chance,1.22,1.91,1.25,0.38244670,0.24428533,0.37326798,0.38244670,0.24428533,0.37326798,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.23,1.92,1.22,2026-09-11T06:00:26+00:00
1553170,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-11T18:30:00Z,289.9,Wisla Krakow,Jagiellonia,12,Double Chance,1.4,1.67,1.28,0.34105559,0.28591486,0.37302955,0.34105559,0.28591486,0.37302955,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.41,1.56,1.25,2026-09-11T12:00:44+00:00
1553169,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-12T12:45:00Z,1384.9,Slask Wroclaw,Korona Kielce,12,Double Chance,1.5,1.5,1.33,0.31971154,0.31971154,0.36057692,0.31971154,0.31971154,0.36057692,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.49,1.42,1.28,2026-09-11T13:19:19+00:00
1553164,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-12T15:30:00Z,1549.9,Gornik Zabrze,Lech Poznan,12,Double Chance,1.57,1.4,1.3,0.30037960,0.33685427,0.36276613,0.30037960,0.33685427,0.36276613,0.00000000,-0.00000000,0.00000000,Marathonbet,1.57,1.37,1.27,2026-09-11T08:15:48+00:00
1553172,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-12T18:15:00Z,1714.9,Zaglebie Lubin,GKS Katowice,12,Double Chance,1.5,1.5,1.33,0.31971154,0.31971154,0.36057692,0.31971154,0.31971154,0.36057692,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.47,1.44,1.3,2026-09-11T13:19:19+00:00
1553171,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T10:15:00Z,2674.9,Wisla Plock,Cracovia Krakow,12,Double Chance,1.5,1.5,1.33,0.31971154,0.31971154,0.36057692,0.31971154,0.31971154,0.36057692,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.4,1.51,1.3,2026-09-11T13:19:19+00:00
1553166,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T12:45:00Z,2824.9,Pogon Szczecin,Wieczysta Kraków,12,Double Chance,1.28,1.8,1.3,0.37095751,0.26379201,0.36525048,0.37095751,0.26379201,0.36525048,0.00000000,0.00000000,-0.00000000,Marathonbet,1.29,1.72,1.26,2026-09-11T13:19:19+00:00
1553165,Ekstraklasa,106,2026-09-11T13:40:08Z,2026-09-13T15:30:00Z,2989.9,Legia Warszawa,Widzew Łódź,12,Double Chance,1.2,2.05,1.28,0.39637462,0.23202417,0.37160121,0.39637462,0.23202417,0.37160121,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.19,1.91,1.26,2026-09-11T13:19:19+00:00
1575498,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T14:30:00Z,1489.9,Nacional,Alverca,12,Double Chance,1.44,1.44,1.3,0.32178218,0.32178218,0.35643564,0.32178218,0.32178218,0.35643564,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.44,1.45,1.33,2026-09-11T08:15:49+00:00
1575495,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,1639.9,Casa Pia,FC Porto,12,Double Chance,3.75,1.06,1.12,0.12680780,0.44861251,0.42457969,0.12680780,0.44861251,0.42457969,0.00000000,-0.00000000,0.00000000,Marathonbet,3.88,1.01,1.12,2026-09-11T08:15:49+00:00
1575491,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-12T19:30:00Z,1789.9,Academico Viseu,Vitória SC,12,Double Chance,1.73,1.28,1.3,0.27156706,0.36703985,0.36139309,0.27156706,0.36703985,0.36139309,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.74,1.26,1.31,2026-09-11T08:15:49+00:00
1575493,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,3079.9,Benfica,GIL Vicente,12,Double Chance,1.01,5.5,1.1,0.47577855,0.08737024,0.43685121,0.47577855,0.08737024,0.43685121,-0.00000000,0.00000000,0.00000000,Marathonbet,,,,2026-09-11T12:30:45+00:00
1575492,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,3079.9,Arouca,Santa Clara,12,Double Chance,1.4,1.44,1.36,0.33315188,0.32389766,0.34295046,0.33315188,0.32389766,0.34295046,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.42,1.45,1.35,2026-09-11T12:30:45+00:00
1575496,Primeira Liga,94,2026-09-11T13:40:08Z,2026-09-13T19:30:00Z,3229.9,Famalicao,Sporting CP,12,Double Chance,2.38,1.12,1.22,0.19701252,0.41865159,0.38433589,0.19701252,0.41865159,0.38433589,-0.00000000,0.00000000,0.00000000,Marathonbet,2.42,1.13,1.19,2026-09-11T12:30:45+00:00
1584405,Super Lig,203,2026-09-11T13:40:08Z,2026-09-11T17:00:00Z,199.9,Beşiktaş,Erzurumspor FK,12,Double Chance,1.06,3.75,1.14,0.45197919,0.12775945,0.42026135,0.45197919,0.12775945,0.42026135,0.00000000,0.00000000,0.00000000,Marathonbet,1.01,4.1,1.1,2026-09-11T10:07:14+00:00
1584406,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T14:00:00Z,1459.9,Eyüpspor,Rizespor,12,Double Chance,1.91,1.25,1.3,0.25017320,0.38226464,0.36756216,0.25017320,0.38226464,0.36756216,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.88,1.23,1.26,2026-09-11T10:07:14+00:00
1584411,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T14:00:00Z,1459.9,Samsunspor,Çorum FK,12,Double Chance,1.28,1.8,1.3,0.37095751,0.26379201,0.36525048,0.37095751,0.26379201,0.36525048,0.00000000,0.00000000,-0.00000000,Marathonbet,1.3,1.64,1.33,2026-09-11T10:07:14+00:00
1584410,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,1639.9,Konyaspor,Trabzonspor,12,Double Chance,1.8,1.28,1.28,0.26229508,0.36885246,0.36885246,0.26229508,0.36885246,0.36885246,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.81,1.26,1.26,2026-09-11T10:07:14+00:00
1584403,Super Lig,203,2026-09-11T13:40:08Z,2026-09-12T17:00:00Z,1639.9,Alanyaspor,Göztepe,12,Double Chance,1.36,1.67,1.3,0.34958616,0.28469292,0.36572091,0.34958616,0.28469292,0.36572091,0.00000000,0.00000000,0.00000000,Marathonbet,1.32,1.64,1.31,2026-09-11T10:07:14+00:00
1584409,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T14:00:00Z,2899.9,Gençlerbirliği S.K.,Kasımpaşa,12,Double Chance,1.36,1.62,1.36,0.35217391,0.29565217,0.35217391,0.35217391,0.29565217,0.35217391,0.00000000,0.00000000,0.00000000,Marathonbet,1.33,1.6,1.32,2026-09-11T12:30:45+00:00
1584407,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,3079.9,Galatasaray,Kocaelispor,12,Double Chance,1.08,3.25,1.17,0.44338336,0.14733970,0.40927694,0.44338336,0.14733970,0.40927694,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.05,3.25,1.14,2026-09-11T12:30:45+00:00
1584404,Super Lig,203,2026-09-11T13:40:08Z,2026-09-13T17:00:00Z,3079.9,Amed,Başakşehir,12,Double Chance,1.5,1.5,1.3,0.31707317,0.31707317,0.36585366,0.31707317,0.31707317,0.36585366,0.00000000,0.00000000,-0.00000000,Marathonbet,1.44,1.49,1.3,2026-09-11T12:30:45+00:00
1557398,Premier League,39,2026-09-11T14:25:33Z,2026-09-12T14:00:00Z,1414.5,Bournemouth,Brentford,12,Double Chance,1.44,1.5,1.28,0.32414911,0.31118314,0.36466775,0.32414911,0.31118314,0.36466775,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.49,1.57,1.31,2026-09-11T08:15:48+00:00
1557403,Premier League,39,2026-09-11T14:25:33Z,2026-09-12T14:00:00Z,1414.5,Liverpool,Fulham,12,Double Chance,1.12,2.75,1.17,0.42291565,0.17224201,0.40484233,0.42291565,0.17224201,0.40484233,0.00000000,0.00000000,0.00000000,Marathonbet,1.14,2.81,1.19,2026-09-11T08:15:48+00:00
1557401,Premier League,39,2026-09-11T14:25:33Z,2026-09-12T14:00:00Z,1414.5,Crystal Palace,Ipswich,12,Double Chance,1.25,1.91,1.25,0.37672584,0.24654832,0.37672584,0.37672584,0.24654832,0.37672584,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.26,2.01,1.28,2026-09-11T08:15:48+00:00
1557405,Premier League,39,2026-09-11T14:25:33Z,2026-09-12T19:00:00Z,1714.5,Sunderland,Arsenal,12,Double Chance,2.62,1.1,1.22,0.18085278,0.43075845,0.38838877,0.18085278,0.43075845,0.38838877,0.00000000,-0.00000000,-0.00000000,Marathonbet,2.71,1.1,1.25,2026-09-11T08:15:48+00:00
1557404,Premier League,39,2026-09-11T14:25:33Z,2026-09-13T15:30:00Z,2944.4,Manchester United,Manchester City,12,Double Chance,1.7,1.33,1.25,0.27486154,0.35132678,0.37381169,0.27486154,0.35132678,0.37381169,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.75,1.39,1.28,2026-09-11T12:30:44+00:00
1570381,La Liga,140,2026-09-11T14:25:33Z,2026-09-11T19:00:00Z,274.4,Sevilla,Valencia,12,Double Chance,1.22,1.8,1.3,0.38222803,0.25906566,0.35870631,0.38222803,0.25906566,0.35870631,0.00000000,0.00000000,-0.00000000,Marathonbet,1.26,1.87,1.35,2026-09-11T12:00:44+00:00
1570378,La Liga,140,2026-09-11T14:25:33Z,2026-09-12T12:00:00Z,1294.5,Racing Santander,Alaves,12,Double Chance,1.4,1.53,1.28,0.33236033,0.30412056,0.36351911,0.33236033,0.30412056,0.36351911,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.47,1.58,1.32,2026-09-11T14:00:16+00:00
1570377,La Liga,140,2026-09-11T14:25:33Z,2026-09-12T14:15:00Z,1429.5,Osasuna,Espanyol,12,Double Chance,1.28,1.67,1.36,0.36932483,0.28307532,0.34759984,0.36932483,0.28307532,0.34759984,0.00000000,0.00000000,0.00000000,Marathonbet,1.3,1.74,1.37,2026-09-11T14:00:16+00:00
1570373,La Liga,140,2026-09-11T14:25:33Z,2026-09-12T16:30:00Z,1564.5,Athletic Club,Elche,12,Double Chance,1.1,2.75,1.18,0.42877907,0.17151163,0.39970930,0.42877907,0.17151163,0.39970930,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.1,2.93,1.21,2026-09-11T14:00:16+00:00
1570379,La Liga,140,2026-09-11T14:25:33Z,2026-09-12T19:00:00Z,1714.5,Real Madrid,Rayo Vallecano,12,Double Chance,1.02,6.0,1.07,0.47097143,0.08006514,0.44896342,0.47097143,0.08006514,0.44896342,0.00000000,0.00000000,0.00000000,Marathonbet,1.01,6.55,1.07,2026-09-11T14:00:16+00:00
1570374,La Liga,140,2026-09-11T14:25:33Z,2026-09-13T12:00:00Z,2734.4,Celta Vigo,Malaga,12,Double Chance,1.17,2.1,1.28,0.40466083,0.22545389,0.36988529,0.40466083,0.22545389,0.36988529,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.18,2.15,1.31,2026-09-11T14:00:16+00:00
1570375,La Liga,140,2026-09-11T14:25:33Z,2026-09-13T16:30:00Z,3004.4,Getafe,Deportivo La Coruna,12,Double Chance,1.3,1.53,1.4,0.35993951,0.30583095,0.33422954,0.35993951,0.30583095,0.33422954,-0.00000000,0.00000000,0.00000000,Marathonbet,1.34,1.57,1.44,2026-09-11T14:00:16+00:00
1570380,La Liga,140,2026-09-11T14:25:33Z,2026-09-13T19:00:00Z,3154.4,Real Sociedad,Atletico Madrid,12,Double Chance,1.53,1.4,1.28,0.30412056,0.33236033,0.36351911,0.30412056,0.33236033,0.36351911,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.61,1.44,1.33,2026-09-11T14:00:16+00:00
1550126,Serie A,135,2026-09-11T14:25:33Z,2026-09-11T18:45:00Z,259.4,Venezia,Fiorentina,12,Double Chance,1.5,1.4,1.33,0.31257344,0.33490012,0.35252644,0.31257344,0.33490012,0.35252644,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.55,1.46,1.35,2026-09-11T13:09:15+00:00
1550121,Serie A,135,2026-09-11T14:25:33Z,2026-09-12T16:00:00Z,1534.5,Lazio,AC Milan,12,Double Chance,1.62,1.3,1.36,0.29092345,0.36253538,0.34654117,0.29092345,0.36253538,0.34654117,0.00000000,-0.00000000,0.00000000,Marathonbet,1.66,1.36,1.37,2026-09-11T13:09:15+00:00
1550117,Serie A,135,2026-09-11T14:25:33Z,2026-09-12T18:45:00Z,1699.5,Atalanta,Cagliari,12,Double Chance,1.12,2.3,1.22,0.41580226,0.20247762,0.38172011,0.41580226,0.20247762,0.38172011,0.00000000,0.00000000,0.00000000,Marathonbet,1.14,2.45,1.27,2026-09-11T13:09:15+00:00
1550122,Serie A,135,2026-09-11T14:25:33Z,2026-09-13T13:00:00Z,2794.4,Lecce,Monza,12,Double Chance,1.4,1.44,1.36,0.33315188,0.32389766,0.34295046,0.33315188,0.32389766,0.34295046,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.45,1.5,1.4,2026-09-11T13:09:15+00:00
1550123,Serie A,135,2026-09-11T14:25:33Z,2026-09-13T16:00:00Z,2974.4,Napoli,Bologna,12,Double Chance,1.17,2.0,1.28,0.40015006,0.23408778,0.36576216,0.40015006,0.23408778,0.36576216,-0.00000000,0.00000000,0.00000000,Marathonbet,1.21,2.08,1.32,2026-09-11T13:09:15+00:00
1550124,Serie A,135,2026-09-11T14:25:33Z,2026-09-13T18:45:00Z,3139.4,Sassuolo,Juventus,12,Double Chance,2.25,1.17,1.22,0.20976061,0.40338580,0.38685359,0.20976061,0.40338580,0.38685359,0.00000000,-0.00000000,0.00000000,Marathonbet,2.27,1.18,1.27,2026-09-11T13:09:15+00:00
1575164,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-11T18:30:00Z,244.4,Union Berlin,FC Schalke 04,12,Double Chance,1.4,1.53,1.28,0.33236033,0.30412056,0.36351911,0.33236033,0.30412056,0.36351911,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.44,1.61,1.32,2026-09-11T14:04:27+00:00
1575161,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-12T13:30:00Z,1384.5,SC Freiburg,Borussia Mönchengladbach,12,Double Chance,1.18,2.15,1.2,0.39491811,0.21674575,0.38833614,0.39491811,0.21674575,0.38833614,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.22,2.2,1.25,2026-09-11T14:04:27+00:00
1575163,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-12T13:30:00Z,1384.5,FSV Mainz 05,Eintracht Frankfurt,12,Double Chance,1.33,1.8,1.22,0.35347520,0.26117889,0.38534591,0.35870631,0.25906566,0.38222803,-0.00523111,0.00211323,0.00311788,Marathonbet,1.32,1.89,1.27,2026-09-11T14:04:27+00:00
1575160,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-12T13:30:00Z,1384.5,1899 Hoffenheim,VfB Stuttgart,12,Double Chance,1.44,1.57,1.22,0.32283836,0.29610652,0.38105512,0.32283836,0.29610652,0.38105512,0.00000000,0.00000000,-0.00000000,Marathonbet,1.5,1.62,1.27,2026-09-11T14:04:27+00:00
1575162,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-12T13:30:00Z,1384.5,FC Augsburg,Bayer Leverkusen,12,Double Chance,1.95,1.22,1.22,0.23828125,0.38085938,0.38085938,0.23828125,0.38085938,0.38085938,0.00000000,-0.00000001,-0.00000001,Marathonbet,2.08,1.26,1.26,2026-09-11T14:04:27+00:00
1575165,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-12T16:30:00Z,1564.5,1. FC Köln,Werder Bremen,12,Double Chance,1.33,1.73,1.25,0.35300935,0.27138869,0.37560195,0.35300935,0.27138869,0.37560195,0.00000000,0.00000000,0.00000000,Marathonbet,1.35,1.78,1.3,2026-09-11T14:04:27+00:00
1575159,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-13T13:30:00Z,2824.4,RB Leipzig,Hamburger SV,12,Double Chance,1.08,3.0,1.17,0.43800539,0.15768194,0.40431267,0.43800539,0.15768194,0.40431267,0.00000000,0.00000000,-0.00000000,Marathonbet,1.09,3.28,1.17,2026-09-11T14:04:27+00:00
1575166,Bundesliga,78,2026-09-11T14:25:33Z,2026-09-13T15:30:00Z,2944.4,SV Elversberg,Bayern München,12,Double Chance,5.0,1.04,1.07,0.09541448,0.45872346,0.44586206,0.09541448,0.45872346,0.44586206,0.00000000,0.00000000,-0.00000000,Marathonbet,5.4,1.03,1.09,2026-09-11T14:04:27+00:00
1552763,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-11T18:45:00Z,259.4,Rennes,Marseille,12,Double Chance,1.36,1.7,1.25,0.34626039,0.27700831,0.37673130,0.34626039,0.27700831,0.37673130,-0.00000000,0.00000000,0.00000000,Marathonbet,1.33,1.86,1.28,2026-09-11T12:00:44+00:00
1552764,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-12T15:15:00Z,1489.5,Strasbourg,Monaco,12,Double Chance,1.67,1.36,1.25,0.28058825,0.34454586,0.37486590,0.28058825,0.34454586,0.37486590,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.75,1.38,1.3,2026-09-11T13:18:17+00:00
1552761,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-12T18:45:00Z,1699.5,Lorient,Toulouse,12,Double Chance,1.4,1.44,1.33,0.33059449,0.32141131,0.34799420,0.33059449,0.32141131,0.34799420,0.00000000,-0.00000000,0.00000000,Marathonbet,1.46,1.53,1.36,2026-09-11T13:18:17+00:00
1552756,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-12T18:45:00Z,1699.5,Auxerre,Nice,12,Double Chance,1.4,1.44,1.33,0.33059449,0.32141131,0.34799420,0.33059449,0.32141131,0.34799420,0.00000000,-0.00000000,0.00000000,Marathonbet,1.49,1.52,1.35,2026-09-11T13:18:17+00:00
1552758,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-12T18:45:00Z,1699.5,Le Havre,Angers,12,Double Chance,1.4,1.5,1.36,0.33752482,0.31502316,0.34745202,0.33752482,0.31502316,0.34745202,-0.00000000,0.00000000,-0.00000000,Marathonbet,1.44,1.54,1.38,2026-09-11T13:18:18+00:00
1552762,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-12T18:45:00Z,1699.5,Paris FC,Lyon,12,Double Chance,1.5,1.5,1.28,0.31527094,0.31527094,0.36945813,0.31527094,0.31527094,0.36945813,-0.00000000,-0.00000000,-0.00000000,Marathonbet,1.54,1.52,1.31,2026-09-11T13:18:18+00:00
1552760,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-13T13:00:00Z,2794.4,Lille,Estac Troyes,12,Double Chance,1.1,2.75,1.18,0.42877907,0.17151163,0.39970930,0.42877907,0.17151163,0.39970930,-0.00000000,-0.00000000,0.00000000,Marathonbet,1.11,2.91,1.21,2026-09-11T13:18:17+00:00
1552759,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-13T15:15:00Z,2929.4,Le Mans,Lens,12,Double Chance,2.2,1.18,1.22,0.21423894,0.39942854,0.38633252,0.21423894,0.39942854,0.38633252,0.00000000,-0.00000000,-0.00000000,Marathonbet,2.29,1.19,1.25,2026-09-11T13:18:18+00:00
1552757,Ligue 1,61,2026-09-11T14:25:33Z,2026-09-13T18:45:00Z,3139.4,Stade Brestois 29,Paris Saint Germain,12,Double Chance,3.75,1.05,1.14,0.12721186,0.45432807,0.41846007,0.12721186,0.45432807,0.41846007,0.00000000,0.00000000,-0.00000000,Marathonbet,4.05,1.06,1.14,2026-09-11T13:18:17+00:00
1561926,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-11T17:30:00Z,184.4,Ried,Red Bull Salzburg,12,Double Chance,2.38,1.14,1.18,0.19589911,0.40898235,0.39511854,0.19930159,0.40541692,0.39528149,-0.00340248,0.00356543,-0.00016295,Marathonbet,2.45,1.12,1.19,2026-09-11T13:39:14+00:00
1561924,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-12T15:00:00Z,1474.5,SCR Altach,Grazer AK,12,Double Chance,1.3,1.67,1.33,0.36285962,0.28246557,0.35467481,0.35160946,0.28866702,0.35972352,0.01125016,-0.00620145,-0.00504871,Marathonbet,1.32,1.65,1.3,2026-09-11T13:39:14+00:00
1561929,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-12T17:30:00Z,1624.5,Wolfsberger AC,Rapid Vienna,12,Double Chance,2.1,1.18,1.25,0.22423229,0.39905746,0.37671025,0.22423229,0.39905746,0.37671025,-0.00000000,0.00000000,-0.00000000,Marathonbet,2.09,1.2,1.21,2026-09-11T13:39:14+00:00
1561925,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-13T12:30:00Z,2764.4,Austria Vienna,Austria Lustenau,12,Double Chance,1.25,1.91,1.28,0.38008177,0.24874462,0.37117361,0.38008177,0.24874462,0.37117361,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.22,1.91,1.26,2026-09-11T13:39:14+00:00
1561928,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-13T12:30:00Z,2764.4,WSG Wattens,TSV Hartberg,12,Double Chance,1.36,1.67,1.28,0.34759984,0.28307532,0.36932483,0.34759984,0.28307532,0.36932483,0.00000000,0.00000000,0.00000000,Marathonbet,1.33,1.66,1.27,2026-09-11T13:39:14+00:00
1561927,Austrian Bundesliga,218,2026-09-11T14:25:33Z,2026-09-13T15:00:00Z,2914.4,Sturm Graz,Lask Linz,12,Double Chance,1.7,1.36,1.28,0.27947598,0.34934498,0.37117904,0.27947598,0.34934498,0.37117904,0.00000000,-0.00000000,-0.00000000,Marathonbet,1.65,1.36,1.26,2026-09-11T13:39:14+00:00
