api_fixture_id,captured_at_utc,country,league,api_league_id,kickoff_utc,home_team_id,home_team,away_team_id,away_team,b365_home,b365_draw,b365_away,api_update_utc,source,fixture_status_at_capture
1553167,2026-09-12T23:27:33Z,Poland,Ekstraklasa,106,2026-09-14T17:00:00+00:00,4248,Radomiak Radom,349,Piast Gliwice,2.25,3.5,2.7,2026-09-12T21:30:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584408,2026-09-12T23:27:33Z,Turkey,Super Lig,203,2026-09-14T17:00:00+00:00,3573,Gaziantep FK,611,Fenerbahçe,5.25,4.0,1.55,2026-09-12T22:38:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575499,2026-09-12T23:27:34Z,Portugal,Primeira Liga,94,2026-09-14T17:45:00+00:00,226,Rio Ave,15130,Estrela,2.8,3.25,2.5,2026-09-12T22:22:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570382,2026-09-12T23:27:34Z,Spain,La Liga,140,2026-09-14T19:00:00+00:00,533,Villarreal,543,Real Betis,1.91,4.0,3.6,2026-09-12T22:11:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575497,2026-09-12T23:27:34Z,Portugal,Primeira Liga,94,2026-09-14T19:15:00+00:00,215,Moreirense,214,Maritimo,2.38,3.2,3.0,2026-09-12T22:22:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552143,2026-09-12T23:27:35Z,Netherlands,Eredivisie,88,2026-09-15T18:00:00+00:00,194,Ajax,195,Willem II,1.17,7.0,11.0,2026-09-12T21:28:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552769,2026-09-12T23:27:36Z,France,Ligue 1,61,2026-09-18T18:45:00+00:00,91,Monaco,116,Lens,2.25,3.7,2.88,2026-09-12T21:29:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1557408,2026-09-12T23:27:36Z,England,Premier League,39,2026-09-18T19:00:00+00:00,55,Brentford,49,Chelsea,2.75,3.7,2.25,2026-09-12T21:42:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1557416,2026-09-12T23:27:37Z,England,Premier League,39,2026-09-19T11:30:00+00:00,47,Tottenham,66,Aston Villa,1.95,3.5,3.7,2026-09-12T21:42:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575174,2026-09-12T23:27:37Z,Germany,Bundesliga,78,2026-09-19T13:30:00+00:00,163,Borussia Mönchengladbach,164,FSV Mainz 05,2.8,3.6,2.25,2026-09-12T22:21:21+00:00,Stage71 first complete Bet365 1X2 capture,NS
1561930,2026-09-12T23:27:37Z,Austria,Austrian Bundesliga,218,2026-09-19T15:00:00+00:00,1399,Austria Lustenau,618,SCR Altach,2.8,3.4,2.3,2026-09-12T21:55:13+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552771,2026-09-12T23:27:38Z,France,Ligue 1,61,2026-09-19T15:15:00+00:00,114,Paris FC,95,Strasbourg,1.95,3.7,3.6,2026-09-12T21:29:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1494756,2026-09-13T15:28:54Z,Norway,Eliteserien,103,2026-09-14T17:00:00+00:00,327,Bodo/Glimt,332,Sandefjord,1.17,8.0,13.0,2026-09-13T12:13:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1553125,2026-09-13T15:28:54Z,Poland,Ekstraklasa,106,2026-09-15T16:00:00+00:00,3491,Raków Częstochowa,345,Zaglebie Lubin,1.8,3.75,4.2,2026-09-13T13:19:13+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570391,2026-09-13T15:28:54Z,Spain,La Liga,140,2026-09-15T17:00:00+00:00,728,Rayo Vallecano,540,Espanyol,2.0,3.4,3.8,2026-09-13T13:52:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570383,2026-09-13T15:28:55Z,Spain,La Liga,140,2026-09-15T18:00:00+00:00,542,Alaves,532,Valencia,1.85,3.25,4.75,2026-09-13T13:52:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1553112,2026-09-13T15:28:55Z,Poland,Ekstraklasa,106,2026-09-15T18:30:00+00:00,346,Korona Kielce,340,Gornik Zabrze,2.62,3.5,2.5,2026-09-13T13:19:13+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552173,2026-09-13T15:28:56Z,Netherlands,Eredivisie,88,2026-09-18T18:00:00+00:00,202,Groningen,193,PEC Zwolle,1.62,4.2,4.6,2026-09-13T13:17:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575170,2026-09-13T15:28:57Z,Germany,Bundesliga,78,2026-09-19T13:30:00+00:00,169,Eintracht Frankfurt,160,SC Freiburg,2.25,3.7,2.8,2026-09-13T14:01:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1557414,2026-09-13T15:28:57Z,England,Premier League,39,2026-09-19T14:00:00+00:00,34,Newcastle,64,Hull City,1.48,4.75,5.75,2026-09-13T13:30:17+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552172,2026-09-13T15:28:58Z,Netherlands,Eredivisie,88,2026-09-19T14:30:00+00:00,198,ADO Den Haag,420,Cambuur,1.8,3.9,4.0,2026-09-13T13:17:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552171,2026-09-13T15:28:59Z,Netherlands,Eredivisie,88,2026-09-19T16:45:00+00:00,426,Sparta Rotterdam,210,Heerenveen,3.1,3.6,2.15,2026-09-13T13:17:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1561931,2026-09-13T15:28:59Z,Austria,Austrian Bundesliga,218,2026-09-19T17:30:00+00:00,4256,Grazer AK,601,Austria Vienna,2.45,3.3,2.7,2026-09-13T13:41:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552765,2026-09-13T15:28:59Z,France,Ligue 1,61,2026-09-19T18:45:00+00:00,77,Angers,110,Estac Troyes,2.25,3.2,3.4,2026-09-13T13:18:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552768,2026-09-13T15:29:00Z,France,Ligue 1,61,2026-09-19T18:45:00+00:00,80,Lyon,94,Rennes,2.1,3.75,3.1,2026-09-13T13:18:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1561933,2026-09-13T15:29:00Z,Austria,Austrian Bundesliga,218,2026-09-20T12:30:00+00:00,1028,Ried,1025,Wolfsberger AC,2.0,3.6,3.3,2026-09-13T13:41:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1561932,2026-09-13T15:29:00Z,Austria,Austrian Bundesliga,218,2026-09-20T12:30:00+00:00,1072,TSV Hartberg,1026,Lask Linz,12.0,5.75,1.22,2026-09-13T13:41:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575171,2026-09-13T15:32:07Z,Germany,Bundesliga,78,2026-09-19T13:30:00+00:00,175,Hamburger SV,192,1. FC Köln,2.55,3.7,2.55,2026-09-13T14:01:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1557410,2026-09-13T15:32:07Z,England,Premier League,39,2026-09-19T14:00:00+00:00,45,Everton,57,Ipswich,1.7,3.6,4.5,2026-09-13T13:30:17+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575494,2026-09-13T23:28:39Z,Portugal,Primeira Liga,94,2026-09-14T19:45:00+00:00,217,SC Braga,230,Estoril,1.44,4.2,7.5,2026-09-13T21:13:13+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570388,2026-09-13T23:28:39Z,Spain,La Liga,140,2026-09-15T19:30:00+00:00,797,Elche,541,Real Madrid,10.0,6.25,1.27,2026-09-13T21:11:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570384,2026-09-13T23:28:40Z,Spain,La Liga,140,2026-09-16T17:00:00+00:00,530,Atletico Madrid,727,Osasuna,1.48,4.1,7.0,2026-09-13T21:11:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552174,2026-09-14T07:10:21Z,Netherlands,Eredivisie,88,2026-09-19T18:00:00+00:00,194,Ajax,196,Excelsior,1.36,5.25,6.5,2026-09-13T16:55:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1552772,2026-09-14T07:10:21Z,France,Ligue 1,61,2026-09-19T18:45:00+00:00,96,Toulouse,111,Le Havre,1.8,3.5,4.5,2026-09-13T13:18:15+00:00,Stage71 first complete Bet365 1X2 capture,NS
1515889,2026-09-15T07:33:29Z,Latvia,Virsliga,365,2026-09-15T16:00:00+00:00,4143,Super Nova,10124,Riga,8.5,6.0,1.22,2026-09-15T06:00:28+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570387,2026-09-15T07:33:30Z,Spain,La Liga,140,2026-09-16T17:00:00+00:00,544,Deportivo La Coruna,536,Sevilla,2.4,3.2,3.0,2026-09-15T04:44:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
1549024,2026-09-15T07:33:31Z,Denmark,Danish Superliga,119,2026-09-18T17:00:00+00:00,625,Lyngby,2073,Silkeborg,1.9,3.75,3.4,2026-09-15T03:49:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584418,2026-09-15T07:33:31Z,Turkey,Super Lig,203,2026-09-18T17:00:00+00:00,1004,Kasımpaşa,607,Konyaspor,2.35,3.2,3.0,2026-09-15T02:15:21+00:00,Stage71 first complete Bet365 1X2 capture,NS
1558635,2026-09-15T07:33:31Z,Belgium,Belgian Pro League,144,2026-09-18T18:45:00+00:00,631,Gent,733,Standard Liege,1.83,3.4,4.0,2026-09-15T02:15:21+00:00,Stage71 first complete Bet365 1X2 capture,NS
1557409,2026-09-15T07:33:32Z,England,Premier League,39,2026-09-19T14:00:00+00:00,51,Brighton,42,Arsenal,5.0,3.75,1.62,2026-09-15T02:30:30+00:00,Stage71 first complete Bet365 1X2 capture,NS
1558636,2026-09-15T07:33:32Z,Belgium,Belgian Pro League,144,2026-09-19T14:00:00+00:00,260,OH Leuven,5902,RAAL La Louvière,2.0,3.3,3.4,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584414,2026-09-15T07:33:33Z,Turkey,Super Lig,203,2026-09-19T14:00:00+00:00,6343,Çorum FK,996,Alanyaspor,2.1,3.1,3.6,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584419,2026-09-15T07:33:33Z,Turkey,Super Lig,203,2026-09-19T14:00:00+00:00,7411,Kocaelispor,3573,Gaziantep FK,2.15,3.2,3.4,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575505,2026-09-15T07:33:33Z,Portugal,Primeira Liga,94,2026-09-19T14:30:00+00:00,225,Nacional,242,Famalicao,3.9,3.4,1.95,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575504,2026-09-15T07:33:34Z,Portugal,Primeira Liga,94,2026-09-19T14:30:00+00:00,762,GIL Vicente,214,Maritimo,2.0,3.2,3.8,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1549025,2026-09-15T07:33:34Z,Denmark,Danish Superliga,119,2026-09-19T16:00:00+00:00,405,Odense,397,FC Midtjylland,3.8,3.7,1.8,2026-09-15T03:49:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1558637,2026-09-15T07:33:34Z,Belgium,Belgian Pro League,144,2026-09-19T16:15:00+00:00,736,Charleroi,741,Cercle Brugge,1.7,3.7,4.2,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575500,2026-09-15T07:33:35Z,Portugal,Primeira Liga,94,2026-09-19T17:00:00+00:00,4724,Alverca,226,Rio Ave,1.85,3.5,4.0,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584413,2026-09-15T07:33:35Z,Turkey,Super Lig,203,2026-09-19T17:00:00+00:00,564,Başakşehir,997,Gençlerbirliği S.K.,1.45,4.33,6.5,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1584420,2026-09-15T07:33:35Z,Turkey,Super Lig,203,2026-09-19T17:00:00+00:00,998,Trabzonspor,645,Galatasaray,2.9,3.7,2.15,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1558639,2026-09-15T07:33:35Z,Belgium,Belgian Pro League,144,2026-09-19T18:45:00+00:00,259,Lommel United,266,KV Mechelen,2.55,3.3,2.55,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1558638,2026-09-15T07:33:35Z,Belgium,Belgian Pro League,144,2026-09-19T18:45:00+00:00,554,Anderlecht,600,Zulte Waregem,1.75,3.7,4.1,2026-09-15T02:30:32+00:00,Stage71 first complete Bet365 1X2 capture,NS
1575507,2026-09-15T07:33:36Z,Portugal,Primeira Liga,94,2026-09-19T19:30:00+00:00,228,Sporting CP,240,Arouca,1.18,7.0,13.0,2026-09-15T02:30:31+00:00,Stage71 first complete Bet365 1X2 capture,NS
1549026,2026-09-15T07:33:36Z,Denmark,Danish Superliga,119,2026-09-20T12:00:00+00:00,396,Sonderjyske,401,Randers FC,2.88,3.4,2.25,2026-09-15T03:49:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1549022,2026-09-15T07:33:36Z,Denmark,Danish Superliga,119,2026-09-20T12:00:00+00:00,407,Brondby,400,FC Copenhagen,2.8,3.5,2.3,2026-09-15T03:49:14+00:00,Stage71 first complete Bet365 1X2 capture,NS
1547599,2026-09-16T07:31:42Z,Lithuania,A Lyga,362,2026-09-16T15:45:00+00:00,586,FK Zalgiris Vilnius,3872,Kauno Žalgiris,2.75,3.4,2.15,2026-09-16T06:00:50+00:00,Stage71 first complete Bet365 1X2 capture,NS
1515898,2026-09-16T07:31:42Z,Latvia,Virsliga,365,2026-09-16T16:00:00+00:00,4135,Auda,18936,Ogre United,1.3,5.0,8.0,2026-09-16T06:00:49+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570386,2026-09-17T07:32:18Z,Spain,La Liga,140,2026-09-17T17:00:00+00:00,543,Real Betis,546,Getafe,1.65,3.7,5.75,2026-09-17T06:00:24+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570390,2026-09-17T07:32:18Z,Spain,La Liga,140,2026-09-17T19:30:00+00:00,535,Malaga,533,Villarreal,3.6,3.7,1.95,2026-09-17T06:00:24+00:00,Stage71 first complete Bet365 1X2 capture,NS
1553179,2026-09-17T07:32:18Z,Poland,Ekstraklasa,106,2026-09-18T16:00:00+00:00,6962,Widzew Łódź,17115,Wieczysta Kraków,1.85,3.5,3.6,2026-09-17T00:15:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1494768,2026-09-17T07:32:18Z,Norway,Eliteserien,103,2026-09-18T17:00:00+00:00,333,Sarpsborg 08 FF,2143,KFUM Oslo,1.6,4.1,5.0,2026-09-17T00:15:22+00:00,Stage71 first complete Bet365 1X2 capture,NS
1553180,2026-09-18T07:30:07Z,Poland,Ekstraklasa,106,2026-09-18T18:30:00+00:00,338,Wisla Krakow,337,Slask Wroclaw,1.6,3.8,4.75,2026-09-18T06:00:34+00:00,Stage71 first complete Bet365 1X2 capture,NS
1570397,2026-09-18T07:30:07Z,Spain,La Liga,140,2026-09-18T19:00:00+00:00,540,Espanyol,797,Elche,1.83,3.5,4.5,2026-09-18T01:27:16+00:00,Stage71 first complete Bet365 1X2 capture,NS
