prediction_id,rule,api_fixture_id,settled_at_utc,result,y,p_market_no_vig,p_pbk,brier_market,brier_pbk,logloss_market,logloss_pbk
stage75_v1_2026-09-11|R1|1550124|Away,R1,1550124,2026-09-13T21:51:16Z,LOSS,0,0.583576490,0.655458375,0.340561520,0.429625681,0.876052484,1.065540369
