factor,bucket,scope_type,scope_value,matches,sample_band,home_wins,draws,away_wins,home_win_rate,draw_rate,away_win_rate,avg_total_goals,over25_rate,btts_rate,closing_1x2_matches,closing_1x2_avg_source_rows,closing_1x2_b365_source_rows,closing_home_hit_rate,closing_draw_hit_rate,closing_away_hit_rate,avg_market_novig_home,avg_market_novig_draw,avg_market_novig_away,home_calibration_pp,draw_calibration_pp,away_calibration_pp,home_flat_bet_roi_pct,draw_flat_bet_roi_pct,away_flat_bet_roi_pct,closing_total25_matches,closing_total25_avg_source_rows,closing_total25_b365_source_rows,closing_over25_hit_rate,closing_under25_hit_rate,avg_market_novig_over25,avg_market_novig_under25,over25_calibration_pp,under25_calibration_pp,over25_flat_bet_roi_pct,under25_flat_bet_roi_pct,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2018/2019,324,200_499,135,100,89,0.41667,0.30864,0.27469,2.485,0.46296,0.49383,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2019/2020,265,200_499,128,66,71,0.48302,0.24906,0.26792,2.513,0.46415,0.4717,265,265,0,0.48302,0.24906,0.26792,0.44072,0.26998,0.28931,4.23,-2.092,-2.139,7.683,-13.023,-16.789,265,265,0,0.46415,0.53585,0.46973,0.53027,-0.558,0.558,-7.558,-6.094,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2020/2021,297,200_499,111,77,109,0.37374,0.25926,0.367,2.761,0.54545,0.53872,297,297,0,0.37374,0.25926,0.367,0.41355,0.26093,0.32552,-3.981,-0.167,4.148,-16.057,-7.138,8.316,297,297,0,0.54545,0.45455,0.49927,0.50073,4.618,-4.618,4.013,-14.697,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2021/2022,313,200_499,135,82,96,0.43131,0.26198,0.30671,2.732,0.48882,0.54952,313,313,0,0.43131,0.26198,0.30671,0.43297,0.25827,0.30876,-0.166,0.371,-0.205,-4.543,-5.422,-4.157,313,313,0,0.48882,0.51118,0.51363,0.48637,-2.481,2.481,-9.831,0.128,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2022/2023,308,200_499,129,76,103,0.41883,0.24675,0.33442,2.805,0.56169,0.58442,308,308,0,0.41883,0.24675,0.33442,0.43258,0.25108,0.31634,-1.375,-0.433,1.808,-12.971,-7.159,-1.74,308,308,0,0.56169,0.43831,0.53025,0.46975,3.144,-3.144,1.094,-10.942,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2023/2024,247,200_499,97,70,80,0.39271,0.2834,0.32389,2.595,0.51012,0.51417,247,247,0,0.39271,0.2834,0.32389,0.43005,0.25809,0.31187,-3.734,2.531,1.202,-16.615,6.814,-3.401,247,247,0,0.51012,0.48988,0.51293,0.48707,-0.281,0.281,-4.883,-4.19,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2024/2025,247,200_499,117,52,78,0.47368,0.21053,0.31579,3.008,0.56275,0.5668,247,247,0,0.47368,0.21053,0.31579,0.44228,0.24767,0.31005,3.14,-3.714,0.574,0.943,-16.51,-4.267,247,247,0,0.56275,0.43725,0.54366,0.45634,1.909,-1.909,-1.17,-8.138,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,F1|2025/2026,256,200_499,121,62,73,0.47266,0.24219,0.28516,2.852,0.52344,0.51562,256,256,0,0.47266,0.24219,0.28516,0.42635,0.24855,0.3251,4.631,-0.636,-3.994,4.387,-9.918,-22.527,256,256,0,0.52344,0.47656,0.54048,0.45952,-1.704,1.704,-10.562,-3.992,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2017/2018,307,200_499,131,66,110,0.42671,0.21498,0.35831,2.694,0.51466,0.49511,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2018/2019,305,200_499,128,89,88,0.41967,0.2918,0.28852,2.669,0.51803,0.53115,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2019/2020,322,200_499,131,75,116,0.40683,0.23292,0.36025,2.932,0.60248,0.61801,322,322,0,0.40683,0.23292,0.36025,0.43838,0.2458,0.31582,-3.155,-1.288,4.443,-16.475,-8.606,14.137,322,322,0,0.60248,0.39752,0.55331,0.44669,4.917,-4.917,3.652,-14.988,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2020/2021,313,200_499,127,81,105,0.40575,0.25879,0.33546,3.0,0.56869,0.59425,313,313,0,0.40575,0.25879,0.33546,0.41606,0.24281,0.34112,-1.031,1.598,-0.566,-14.268,0.799,-8.214,313,313,0,0.56869,0.43131,0.56542,0.43458,0.327,-0.327,-4.332,-5.556,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2021/2022,312,200_499,117,87,108,0.375,0.27885,0.34615,2.923,0.5609,0.58654,312,312,0,0.375,0.27885,0.34615,0.43945,0.24388,0.31667,-6.445,3.497,2.948,-23.904,5.724,12.186,312,312,0,0.5609,0.4391,0.55404,0.44596,0.686,-0.686,-3.811,-6.074,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2022/2023,321,200_499,132,88,101,0.41121,0.27414,0.31464,2.517,0.45171,0.50467,321,321,0,0.41121,0.27414,0.31464,0.42246,0.26105,0.31649,-1.125,1.309,-0.185,-8.072,-0.692,-6.726,321,321,0,0.45171,0.54829,0.4973,0.5027,-4.559,4.559,-13.598,4.489,true,false,false,false,false,false,false
