factor,bucket,scope_type,scope_value,seasons_with_matches,total_matches,min_season_matches,max_season_matches,home_roi_observed_seasons,home_roi_positive_seasons,draw_roi_observed_seasons,draw_roi_positive_seasons,away_roi_observed_seasons,away_roi_positive_seasons,over25_roi_observed_seasons,over25_roi_positive_seasons,under25_roi_observed_seasons,under25_roi_positive_seasons,home_calibration_observed_seasons,home_calibration_positive_seasons,over25_calibration_observed_seasons,over25_calibration_positive_seasons,research_only,operational_betting_authority,creates_signal
VENUE_FORM5_PPG_DIFF,HOME_075PLUS_BETTER,LEAGUE,SP1,9,1097,108,136,7,3,7,2,7,1,7,2,7,1,7,4,7,4,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,ALL,ALL,9,4554,493,513,7,1,7,3,7,1,7,1,7,0,7,3,7,5,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,LEAGUE,D1,9,845,92,96,7,1,7,4,7,2,7,2,7,1,7,2,7,5,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,LEAGUE,E0,9,914,100,105,7,3,7,4,7,3,7,2,7,2,7,2,7,3,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,LEAGUE,F1,9,910,91,107,7,3,7,2,7,2,7,3,7,2,7,4,7,4,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,LEAGUE,I1,9,935,100,107,7,0,7,4,7,2,7,3,7,2,7,1,7,4,true,false,false
VENUE_FORM5_PPG_DIFF,UNKNOWN,LEAGUE,SP1,9,950,104,107,7,2,7,2,7,1,7,3,7,3,7,4,7,4,true,false,false
WEEKDAY,MONDAY,ALL,ALL,9,734,57,101,7,0,7,4,7,1,7,1,7,2,7,0,7,2,true,false,false
WEEKDAY,MONDAY,LEAGUE,D1,5,23,2,6,3,1,3,1,3,1,3,2,3,1,3,1,3,2,true,false,false
WEEKDAY,MONDAY,LEAGUE,E0,9,191,14,40,7,2,7,4,7,2,7,2,7,4,7,4,7,3,true,false,false
WEEKDAY,MONDAY,LEAGUE,F1,5,8,1,4,3,1,3,1,3,2,3,2,3,1,3,1,3,2,true,false,false
WEEKDAY,MONDAY,LEAGUE,I1,9,284,12,46,7,2,7,3,7,3,7,3,7,2,7,3,7,4,true,false,false
WEEKDAY,MONDAY,LEAGUE,SP1,9,228,10,32,7,2,7,5,7,2,7,2,7,5,7,2,7,2,true,false,false
WEEKDAY,OTHER_WEEKDAY,ALL,ALL,9,2686,241,375,7,2,7,2,7,0,7,0,7,0,7,5,7,4,true,false,false
WEEKDAY,OTHER_WEEKDAY,LEAGUE,D1,9,414,40,57,7,5,7,2,7,1,7,2,7,4,7,5,7,3,true,false,false
WEEKDAY,OTHER_WEEKDAY,LEAGUE,E0,9,567,52,82,7,2,7,2,7,1,7,2,7,4,7,3,7,4,true,false,false
WEEKDAY,OTHER_WEEKDAY,LEAGUE,F1,9,587,41,90,7,3,7,3,7,2,7,2,7,2,7,3,7,4,true,false,false
WEEKDAY,OTHER_WEEKDAY,LEAGUE,I1,9,522,44,81,7,2,7,3,7,3,7,3,7,0,7,3,7,4,true,false,false
WEEKDAY,OTHER_WEEKDAY,LEAGUE,SP1,9,596,56,78,7,4,7,3,7,1,7,1,7,2,7,5,7,1,true,false,false
WEEKDAY,THURSDAY,ALL,ALL,9,313,17,62,7,3,7,3,7,3,7,1,7,4,7,3,7,2,true,false,false
WEEKDAY,THURSDAY,LEAGUE,D1,2,2,1,1,2,1,2,1,2,0,2,1,2,1,2,1,2,1,true,false,false
WEEKDAY,THURSDAY,LEAGUE,E0,9,110,2,25,7,5,7,1,7,3,7,1,7,4,7,5,7,3,true,false,false
WEEKDAY,THURSDAY,LEAGUE,F1,3,7,1,4,3,2,3,1,3,1,3,0,3,2,3,2,3,0,true,false,false
WEEKDAY,THURSDAY,LEAGUE,I1,8,57,5,13,7,4,7,4,7,2,7,5,7,1,7,4,7,6,true,false,false
WEEKDAY,THURSDAY,LEAGUE,SP1,9,137,8,27,7,2,7,3,7,3,7,3,7,3,7,2,7,3,true,false,false
WEEKDAY,WEEKEND,ALL,ALL,9,12378,1263,1456,7,1,7,1,7,2,7,0,7,0,7,3,7,6,true,false,false
WEEKDAY,WEEKEND,LEAGUE,D1,9,2315,244,266,7,2,7,4,7,2,7,2,7,0,7,2,7,6,true,false,false
WEEKDAY,WEEKEND,LEAGUE,E0,9,2552,246,297,7,2,7,2,7,4,7,2,7,0,7,2,7,3,true,false,false
WEEKDAY,WEEKEND,LEAGUE,F1,9,2495,219,306,7,1,7,1,7,2,7,1,7,1,7,3,7,5,true,false,false
WEEKDAY,WEEKEND,LEAGUE,I1,9,2557,264,318,7,0,7,2,7,3,7,1,7,3,7,1,7,2,true,false,false
WEEKDAY,WEEKEND,LEAGUE,SP1,9,2459,257,291,7,3,7,2,7,1,7,2,7,2,7,4,7,3,true,false,false
