provider_league_id,league_name,country,referee,team_id,team,matches,home_matches,away_matches,wins,draws,losses,win_pct,draw_pct,loss_pct,points,points_per_match,goal_observed_matches,goals_for,goals_against,goal_difference,first_date,last_date,season_count,source_scope,cards_available,fouls_available,penalties_available,research_only,operational_betting_authority
135,Serie A,Italy,P. Tremolada,494,Udinese,1,1,0,0,1,0,0.0,100.0,0.0,1,1.0,1,1,1,0,2023-10-23,2023-10-23,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,499,Atalanta,1,1,0,0,0,1,0.0,0.0,100.0,0,0.0,1,2,3,-1,2024-09-24,2024-09-24,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,502,Fiorentina,1,1,0,1,0,0,100.0,0.0,0.0,3,3.0,1,3,0,3,2023-12-03,2023-12-03,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,514,Salernitana,1,0,1,0,0,1,0.0,0.0,100.0,0,0.0,1,0,3,-3,2023-12-03,2023-12-03,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,517,Venezia,1,0,1,0,0,1,0.0,0.0,100.0,0,0.0,1,1,3,-2,2024-08-18,2024-08-18,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,523,Parma,1,0,1,0,0,1,0.0,0.0,100.0,0,0.0,1,1,2,-1,2024-08-31,2024-08-31,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,867,Lecce,2,0,2,0,1,1,0.0,50.0,50.0,1,0.5,2,1,2,-1,2023-10-23,2024-10-26,2,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Tremolada,895,Como,2,0,2,1,1,0,50.0,50.0,0.0,4,2.0,2,4,3,1,2024-09-24,2025-01-10,1,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Valeri,488,Sassuolo,3,2,1,0,2,1,0.0,66.67,33.33,2,0.667,3,5,8,-3,2019-09-28,2020-12-16,2,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Valeri,489,AC Milan,8,2,6,8,0,0,100.0,0.0,0.0,24,3.0,8,20,5,15,2019-12-01,2023-06-04,4,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Valeri,490,Cagliari,2,1,1,1,0,1,50.0,0.0,50.0,3,1.5,2,4,4,0,2021-04-17,2022-04-24,2,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,P. Valeri,492,Napoli,7,2,5,3,1,3,42.86,14.29,42.86,10,1.429,7,12,9,3,2020-07-28,2021-11-21,3,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
