fixture_id,provider_league_id,competition_name,candidate_family,season,round,kickoff_utc,status,elapsed,venue_id,venue_name,venue_city,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,result,evidence_tier,direct_matchday_squad_evidence_possible,direct_minutes_evidence_possible,player_evidence_backfill_eligible,captured_at_utc,source,historical_callup_evidence_possible,nationality_inference_allowed,historical_backfill_only,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
984808,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-01-03T00:00:00+00:00,FT,90,,Stade Muncipal de Jemmal,Jemmal,1519,Uganda,1510,Sudan,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984797,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-08T17:00:00+00:00,FT,90,3591,Estádio da Nora,Albufeira,18,Iceland,1101,Estonia,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984798,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-09T18:45:00+00:00,FT,90,10889,Estádio Do Algarve,São João da Venda,5,Sweden,1099,Finland,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984799,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-12T16:00:00+00:00,FT,90,3591,Estádio da Nora,Albufeira,1099,Finland,1101,Estonia,0,1,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984800,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-12T18:00:00+00:00,FT,90,10889,Estádio Do Algarve,São João da Venda,5,Sweden,18,Iceland,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984801,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-26T03:00:00+00:00,FT,90,19419,BMO Stadium,"Los Angeles, California",2384,USA,14,Serbia,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984802,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-28T00:00:00+00:00,CANC,,,TBC,TBC,5161,Guatemala,2379,Venezuela,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
995739,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-01-28T22:00:00+00:00,FT,90,3905,Hasely Crawford Stadium,Port of Spain,5168,Trinidad and Tobago,10984,Saint Martin,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984803,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-01-29T00:30:00+00:00,FT,90,1616,Dignity Health Sports Park,"Carson, California",2384,USA,8,Colombia,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012354,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-02-22T23:00:00+00:00,FT,90,,Fond Recreation Ground,Sauteurs,5533,Grenada,5527,Barbados,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012355,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-02-24T23:00:00+00:00,FT,90,19759,Kirani James National Stadium,St. George's,5533,Grenada,5527,Barbados,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012366,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-02-25T13:00:00+00:00,FT,90,,Bingu National Stadium,Lilongwe,1495,Malawi,1518,Lesotho,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012356,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-02-26T23:00:00+00:00,FT,90,19759,Kirani James National Stadium,St. George's,5533,Grenada,5527,Barbados,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012357,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-09T00:00:00+00:00,CANC,,,Wildey Turf,Bridgetown,5527,Barbados,5541,St. Vincent / Grenadines,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012358,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-11T23:00:00+00:00,FT,90,20384,Catherine Hall Sports Complex,Montego Bay,2385,Jamaica,5168,Trinidad and Tobago,0,1,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012321,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-13T00:00:00+00:00,FT,90,11918,PayPal Park,"San Jose, California",5161,Guatemala,11,Panama,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012359,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-15T00:00:00+00:00,FT,90,1976,Independence Park,Kingston,2385,Jamaica,5168,Trinidad and Tobago,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014778,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-15T13:30:00+00:00,FT,90,1382,Prince Mohammed bin Abdul Aziz Stadium,Medina,1560,Bangladesh,1495,Malawi,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012322,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-18T21:00:00+00:00,CANC,,1613,Audi Field,"Washington, District of Columbia",5161,Guatemala,2381,Bolivia,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014506,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-19T12:00:00+00:00,FT,90,,Adama Science and Technology University Stadium,Adama,1506,Ethiopia,1514,Rwanda,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014507,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-20T05:00:00+00:00,FT,90,3355,Churchill Park,Lautoka,5160,Fiji,5170,Vanuatu,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1013398,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-21T06:00:00+00:00,FT,90,2121,Stade Pater Te Hono Nui,Papeete,5167,Tahiti,5163,New Caledonia,0,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1016624,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-21T11:00:00+00:00,FT,90,,Laamu Gan Zone Stadium,Gan,1549,Maldives,5535,Pakistan,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012368,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-22T12:15:00+00:00,FT,90,3896,Dashrath Rangasala,Kathmandu,1540,Bhutan,1558,Laos,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012360,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-22T12:30:00+00:00,FT,90,2272,Khuman Lampak Main Stadium,Imphal,1537,India,1556,Myanmar,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984804,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-22T19:45:00+00:00,FT,90,1970,Aviva Stadium,Dublin,776,Rep. Of Ireland,1092,Latvia,3,2,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012324,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-23T03:00:00+00:00,FT,90,19419,BMO Stadium,"Los Angeles, California",5159,El Salvador,4672,Honduras,0,1,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012325,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-23T06:00:00+00:00,FT,90,,Mount Smart Stadium,Auckland,4673,New Zealand,1566,China,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014508,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-23T07:00:00+00:00,FT,90,3355,Churchill Park,Lautoka,5165,Solomon Islands,5170,Vanuatu,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012370,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-23T12:00:00+00:00,FT,90,3384,Mong Kok Stadium,Hong Kong,4460,Hong Kong,1546,Singapore,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012369,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-23T14:00:00+00:00,FT,90,,Stadium Sultan Ibrahim,Muar,1538,Malaysia,1539,Turkmenistan,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014777,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-23T17:00:00+00:00,FT,90,,Azadi Stadium,Teheran,22,Iran,4,Russia,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984805,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-23T18:30:00+00:00,FT,90,19605,Puskás Aréna,Budapest,769,Hungary,1101,Estonia,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012323,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-23T23:30:00+00:00,FT,90,19570,Estadio Mâs Monumental,"Capital Federal, Ciudad de Buenos Aires",26,Argentina,11,Panama,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1013399,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-24T06:00:00+00:00,FT,90,2121,Stade Pater Te Hono Nui,Papeete,5167,Tahiti,5163,New Caledonia,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012326,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-24T09:00:00+00:00,FT,90,18601,CommBank Stadium,Sydney,20,Australia,2382,Ecuador,3,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012327,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-24T10:30:00+00:00,FT,90,,Japan National Stadium,Tokyo,12,Japan,7,Uruguay,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012328,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-24T11:00:00+00:00,FT,90,1020,Ulsan Munsu Football Stadium,Ulsan,17,South Korea,8,Colombia,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012329,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-24T18:00:00+00:00,FT,90,1364,King Abdullah Sports City,Jeddah,1568,Uzbekistan,2381,Bolivia,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012330,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-24T19:00:00+00:00,FT,90,19932,Prince Abdullah al-Faisal Stadium,Jeddah,23,Saudi Arabia,2379,Venezuela,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012371,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-24T19:00:00+00:00,FT,90,,Jaber Al-Ahmad International Stadium,Kuwait City,1570,Kuwait,1555,Philippines,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1017024,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-25T09:45:00+00:00,FT,90,19351,Sylhet District Stadium,Sylhet,1560,Bangladesh,1515,Seychelles,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012373,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-25T12:15:00+00:00,FT,90,3896,Dashrath Rangasala,Kathmandu,1545,Nepal,1558,Laos,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012367,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-25T12:30:00+00:00,FT,90,2272,Khuman Lampak Main Stadium,Imphal,1556,Myanmar,1554,Kyrgyzstan,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012331,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-25T13:00:00+00:00,CANC,,,TBC,TBC,1511,Kenya,1528,Burundi,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014504,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-25T13:30:00+00:00,FT,90,838,Stadion Patriot,Bekasi,1571,Indonesia,1528,Burundi,3,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012362,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-25T14:00:00+00:00,FT,90,,Batumi Arena,Batumi,1104,Georgia,5534,Mongolia,6,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012332,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-25T18:00:00+00:00,FT,90,,Shabab Al Ahli Stadium,Dubai,1565,Syria,1564,Thailand,3,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012361,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-25T18:00:00+00:00,FT,90,,Al Nahyan Stadium,Abu Dhabi,1563,United Arab Emirates,1536,Tajikistan,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012372,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-25T18:30:00+00:00,FT,90,,Sheikh Ali bin Mohammed Al Khalifa Stadium,Muharraq,1547,Bahrain,1562,Palestine,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012333,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-25T19:45:00+00:00,FT,90,11899,MEWA ARENA,Mainz,25,Germany,30,Peru,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012334,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-25T22:00:00+00:00,FT,90,1106,Grand Stade de Tanger,Tanger,31,Morocco,6,Brazil,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012335,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-26T03:00:00+00:00,FT,90,130,Sky Stadium,Wellington,4673,New Zealand,1566,China,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014509,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-26T05:00:00+00:00,FT,90,3355,Churchill Park,Lautoka,5160,Fiji,5165,Solomon Islands,0,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1016625,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-26T11:30:00+00:00,FT,90,3611,Macau Olympic Complex Stadium,Taipa,1544,Macau,1546,Singapore,0,1,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1013397,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-26T15:00:00+00:00,FT,90,,Saint-Petersburg Stadium,St. Petersburg,4,Russia,1567,Iraq,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
988668,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-27T16:00:00+00:00,FT,90,,OPAP Arena,Athens,1117,Greece,1097,Lithuania,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
991103,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-27T16:00:00+00:00,FT,90,1045,Toše Proeski Arena,Skopje,1105,FYR Macedonia,1098,Faroe Islands,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012374,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-27T18:00:00+00:00,FT,90,,Sultan Qaboos Sport Complex,Muscat,1551,Lebanon,1552,Oman,0,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012340,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T00:30:00+00:00,FT,90,319,Estadio Monumental David Arellano,Santiago de Chile,2383,Chile,2380,Paraguay,3,2,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012341,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T08:30:00+00:00,FT,90,,Marvel Stadium,Melbourne,20,Australia,2382,Ecuador,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1017025,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T09:45:00+00:00,FT,90,19351,Sylhet District Stadium,Sylhet,1560,Bangladesh,1515,Seychelles,0,1,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012342,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T10:20:00+00:00,FT,90,,Yodoko Sakura Stadium,Osaka,12,Japan,8,Colombia,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012337,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T11:00:00+00:00,FT,90,1002,Seoul World Cup Stadium,Seoul,17,South Korea,7,Uruguay,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012336,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T12:00:00+00:00,CANC,,,TBC,TBC,1511,Kenya,1528,Burundi,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012378,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T12:15:00+00:00,FT,90,3896,Dashrath Rangasala,Kathmandu,1545,Nepal,1540,Bhutan,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012363,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-28T12:30:00+00:00,FT,90,2272,Khuman Lampak Main Stadium,Imphal,1537,India,1554,Kyrgyzstan,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014505,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T13:30:00+00:00,FT,90,838,Stadion Patriot,Bekasi,1571,Indonesia,1528,Burundi,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012377,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T14:00:00+00:00,FT,90,,Stadium Sultan Ibrahim,Muar,1538,Malaysia,4460,Hong Kong,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
984807,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-03-28T15:00:00+00:00,FT,90,121,Vazgen Sargsyan anvan Hanrapetakan Marzadasht,Yerevan,1094,Armenia,1106,Cyprus,2,2,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1015106,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T17:00:00+00:00,FT,90,,Azadi Stadium,Teheran,22,Iran,1511,Kenya,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012338,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T18:00:00+00:00,FT,90,,Al Nahyan Stadium,Abu Dhabi,1563,United Arab Emirates,1564,Thailand,2,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012343,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T18:00:00+00:00,FT,90,1364,King Abdullah Sports City,Jeddah,1568,Uzbekistan,2379,Venezuela,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012375,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T18:30:00+00:00,FT,90,,Sheikh Ali bin Mohammed Al Khalifa Stadium,Muharraq,1547,Bahrain,1562,Palestine,1,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1014510,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T18:30:00+00:00,FT,90,,Saoud Bin Abdulrahman Stadium,Al-Wakra,1548,Jordan,1555,Philippines,4,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012344,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T18:45:00+00:00,FT,90,731,RheinEnergieStadion,Köln,25,Germany,1,Belgium,2,3,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012345,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T19:00:00+00:00,FT,90,19932,Prince Abdullah al-Faisal Stadium,Jeddah,23,Saudi Arabia,2381,Bolivia,1,2,A,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012376,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-28T19:00:00+00:00,FT,90,,Jaber Al-Ahmad International Stadium,Kuwait City,1570,Kuwait,1536,Tajikistan,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012346,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T19:30:00+00:00,FT,90,19217,Estádio Cívitas Metropolitano,Madrid,31,Morocco,30,Peru,0,0,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012339,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-03-28T23:30:00+00:00,FT,90,,Estadio Único Madre de Ciudades,"Santiago del Estero, Prov. de Santiago del Estero",26,Argentina,5530,Curaçao,7,0,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1019897,10,Friendlies,FRIENDLIES,2023,Friendlies 3,2023-03-31T11:45:00+00:00,FT,90,3896,Dashrath Rangasala,Kathmandu,1545,Nepal,1558,Laos,2,1,H,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1012364,10,Friendlies,FRIENDLIES,2023,Friendlies 2,2023-04-15T20:00:00+00:00,CANC,,,TBC,TBC,2385,Jamaica,5161,Guatemala,,,,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
1015107,10,Friendlies,FRIENDLIES,2023,Friendlies 1,2023-04-20T02:00:00+00:00,FT,90,,State Farm Stadium,"Glendale, Arizona",2384,USA,16,Mexico,1,1,D,DIRECT_MINUTES,true,true,true,2026-09-19T14:29:17Z,API-Football /fixtures?league&season,false,false,true,true,false,false,false,false,false,false
