api_fixture_id,league,league_id,captured_at_utc,kickoff_utc,home_team,away_team,bet_id,bet_name,line,open_b365_f1_0,open_b365_f2_0,open_p_f1_0,open_p_f2_0,status,source
1553167,Ekstraklasa,106,2026-09-11T14:03:50Z,2026-09-14T17:00:00Z,Radomiak Radom,Piast Gliwice,4,Asian Handicap,0,1.72,2.08,0.54736842,0.45263158,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575498,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-12T14:30:00Z,Nacional,Alverca,4,Asian Handicap,0,1.9,1.95,0.50649351,0.49350649,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575491,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-12T19:30:00Z,Academico Viseu,Vitória SC,4,Asian Handicap,0,2.68,1.45,0.35108959,0.64891041,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575492,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-13T17:00:00Z,Arouca,Santa Clara,4,Asian Handicap,0,1.88,1.98,0.51295337,0.48704663,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575496,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-13T19:30:00Z,Famalicao,Sporting CP,4,Asian Handicap,0,4.5,1.19,0.20913884,0.79086116,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575499,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-14T17:45:00Z,Rio Ave,Estrela,4,Asian Handicap,0,2.02,1.82,0.47395833,0.52604167,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575497,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-14T19:15:00Z,Moreirense,Maritimo,4,Asian Handicap,0,1.7,2.1,0.55263158,0.44736842,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575494,Primeira Liga,94,2026-09-11T14:03:50Z,2026-09-14T19:45:00Z,SC Braga,Estoril,4,Asian Handicap,0,1.18,4.8,0.80267559,0.19732441,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584405,Super Lig,203,2026-09-11T14:03:50Z,2026-09-11T17:00:00Z,Beşiktaş,Erzurumspor FK,4,Asian Handicap,0,1.1,6.8,0.86075949,0.13924051,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584406,Super Lig,203,2026-09-11T14:03:50Z,2026-09-12T14:00:00Z,Eyüpspor,Rizespor,4,Asian Handicap,0,3.0,1.38,0.31506849,0.68493151,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584411,Super Lig,203,2026-09-11T14:03:50Z,2026-09-12T14:00:00Z,Samsunspor,Çorum FK,4,Asian Handicap,0,1.6,2.3,0.58974359,0.41025641,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584410,Super Lig,203,2026-09-11T14:03:50Z,2026-09-12T17:00:00Z,Konyaspor,Trabzonspor,4,Asian Handicap,0,2.68,1.45,0.35108959,0.64891041,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584403,Super Lig,203,2026-09-11T14:03:50Z,2026-09-12T17:00:00Z,Alanyaspor,Göztepe,4,Asian Handicap,0,1.6,2.3,0.58974359,0.41025641,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584409,Super Lig,203,2026-09-11T14:03:50Z,2026-09-13T14:00:00Z,Gençlerbirliği S.K.,Kasımpaşa,4,Asian Handicap,0,1.62,2.25,0.58139535,0.41860465,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584407,Super Lig,203,2026-09-11T14:03:50Z,2026-09-13T17:00:00Z,Galatasaray,Kocaelispor,4,Asian Handicap,0,1.12,6.4,0.85106383,0.14893617,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584404,Super Lig,203,2026-09-11T14:03:50Z,2026-09-13T17:00:00Z,Amed,Başakşehir,4,Asian Handicap,0,1.85,1.95,0.51315789,0.48684211,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1584408,Super Lig,203,2026-09-11T14:03:50Z,2026-09-14T17:00:00Z,Gaziantep FK,Fenerbahçe,4,Asian Handicap,0,4.15,1.22,0.22718808,0.77281192,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556642,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-15T18:45:00Z,Hibernian,Kilmarnock,4,Asian Handicap,0,1.21,4.25,0.77838828,0.22161172,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556643,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-15T18:45:00Z,Motherwell,Aberdeen,4,Asian Handicap,0,1.4,2.85,0.67058824,0.32941176,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556641,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-15T18:45:00Z,Falkirk,Heart Of Midlothian,4,Asian Handicap,0,2.68,1.45,0.35108959,0.64891041,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556665,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-19T14:00:00Z,Hibernian,Aberdeen,4,Asian Handicap,0,1.32,3.3,0.71428571,0.28571429,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556668,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-19T14:00:00Z,ST Mirren,Dundee Utd,4,Asian Handicap,0,1.68,2.15,0.56135770,0.43864230,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556664,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-19T14:00:00Z,Dundee,Motherwell,4,Asian Handicap,0,2.3,1.6,0.41025641,0.58974359,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556667,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-19T14:00:00Z,ST Johnstone,Falkirk,4,Asian Handicap,0,1.65,2.2,0.57142857,0.42857143,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556666,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-19T16:45:00Z,Kilmarnock,Heart Of Midlothian,4,Asian Handicap,0,3.45,1.3,0.27368421,0.72631579,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1556669,Scottish Premiership,179,2026-09-11T14:03:50Z,2026-09-20T11:00:00Z,Celtic,Rangers,4,Asian Handicap,0,1.38,3.0,0.68493151,0.31506849,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1575172,Bundesliga,78,2026-09-11T18:41:56Z,2026-09-19T13:30:00Z,Werder Bremen,FC Augsburg,4,Asian Handicap,0,1.8,2.05,0.53246753,0.46753247,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1561932,Austrian Bundesliga,218,2026-09-11T18:41:56Z,2026-09-20T12:30:00Z,TSV Hartberg,Lask Linz,4,Asian Handicap,0,4.5,1.19,0.20913884,0.79086116,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
1552173,Eredivisie,88,2026-09-11T18:41:56Z,2026-09-18T18:00:00Z,Groningen,PEC Zwolle,4,Asian Handicap,0,1.27,3.55,0.73651452,0.26348548,FROZEN,API-Football Bet365 first complete full-time Asian Handicap line 0 pair captured prospectively
