season,player_id,team_id,team_name,status,attempts,last_attempt_at_utc,last_error
2026,465666,165,Borussia Dortmund,CAPTURED,1,2026-09-18T18:55:41Z,
2026,465942,33,Manchester United,EMPTY,1,2026-09-18T18:55:41Z,
2026,467927,169,Eintracht Frankfurt,EMPTY,1,2026-09-18T18:55:41Z,
2026,471290,111,Le Havre,EMPTY,1,2026-09-18T18:55:41Z,
2026,47278,531,Athletic Club,EMPTY,1,2026-09-18T18:55:41Z,
2026,47478,535,Malaga,EMPTY,1,2026-09-18T18:55:41Z,
2026,476862,895,Como,CAPTURED,1,2026-09-18T18:55:41Z,
2026,478610,529,Barcelona,EMPTY,1,2026-09-18T18:55:41Z,
2026,478662,169,Eintracht Frankfurt,EMPTY,1,2026-09-18T18:55:41Z,
2026,478663,169,Eintracht Frankfurt,EMPTY,1,2026-09-18T18:55:41Z,
2026,479269,170,FC Augsburg,EMPTY,1,2026-09-18T18:55:41Z,
2026,482073,57,Ipswich,CAPTURED,1,2026-09-18T18:55:41Z,
2026,483126,91,Monaco,CAPTURED,1,2026-09-18T18:55:41Z,
2026,484293,489,AC Milan,EMPTY,1,2026-09-18T18:55:41Z,
2026,484411,499,Atalanta,EMPTY,1,2026-09-18T18:55:41Z,
2026,48489,175,Hamburger SV,CAPTURED,1,2026-09-18T18:55:41Z,
2026,485609,499,Atalanta,CAPTURED,1,2026-09-18T18:55:41Z,
2026,486523,168,Bayer Leverkusen,EMPTY,1,2026-09-18T18:55:41Z,
2026,486627,77,Angers,EMPTY,1,2026-09-18T18:55:41Z,
2026,490981,114,Paris FC,EMPTY,1,2026-09-18T18:55:41Z,
2026,491091,530,Atletico Madrid,EMPTY,1,2026-09-18T18:55:41Z,
2026,491107,85,Paris Saint Germain,EMPTY,1,2026-09-18T18:55:41Z,
2026,491108,85,Paris Saint Germain,EMPTY,1,2026-09-18T18:55:41Z,
2026,491232,500,Bologna,EMPTY,1,2026-09-18T18:55:41Z,
2026,493421,192,1. FC Köln,EMPTY,1,2026-09-18T18:55:41Z,
2026,496411,49,Chelsea,CAPTURED,1,2026-09-18T18:55:41Z,
2026,496790,489,AC Milan,EMPTY,1,2026-09-18T18:55:41Z,
2026,497661,116,Lens,EMPTY,1,2026-09-18T18:55:41Z,
2026,498377,40,Liverpool,EMPTY,1,2026-09-18T18:55:41Z,
2026,503467,168,Bayer Leverkusen,EMPTY,1,2026-09-18T18:55:41Z,
2026,504965,1298,Le Mans,CAPTURED,1,2026-09-18T18:55:41Z,
2026,505579,1298,Le Mans,CAPTURED,1,2026-09-18T18:55:41Z,
2026,51051,35,Bournemouth,EMPTY,1,2026-09-18T18:55:41Z,
2026,511,66,Aston Villa,CAPTURED,1,2026-09-18T18:55:41Z,
2026,511151,108,Auxerre,EMPTY,1,2026-09-18T18:55:41Z,
2026,511930,168,Bayer Leverkusen,EMPTY,1,2026-09-18T18:55:41Z,
2026,513316,55,Brentford,EMPTY,1,2026-09-18T18:55:41Z,
2026,513415,111,Le Havre,EMPTY,1,2026-09-18T18:55:41Z,
2026,51494,33,Manchester United,CAPTURED,1,2026-09-18T18:55:41Z,
2026,517227,33,Manchester United,EMPTY,1,2026-09-18T18:55:41Z,
2026,520509,539,Levante,CAPTURED,1,2026-09-18T18:55:41Z,
2026,524214,157,Bayern München,EMPTY,1,2026-09-18T18:55:41Z,
