factor,bucket,scope_type,scope_value,target,test_season,train_first_season,train_last_season,train_seasons,train_market_matches,test_market_matches,sample_threshold_pass,train_hit_rate,test_hit_rate,train_avg_market_novig,test_avg_market_novig,train_calibration_pp,test_calibration_pp,train_flat_bet_roi_pct,test_flat_bet_roi_pct,train_calibration_sign,test_calibration_sign,calibration_sign_persists,train_roi_sign,test_roi_sign,roi_sign_persists,research_only,operational_betting_authority,creates_signal,promotes_factor,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2020,2017,2018,2,2,13,false,1.0,0.23077,0.52042,0.35643,47.958,-12.566,81.0,-53.462,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2020,2017,2018,2,2,13,false,0.0,0.38462,0.25973,0.25831,-25.973,12.63,-100.0,30.231,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2020,2017,2018,2,2,13,false,0.0,0.38462,0.21984,0.38526,-21.984,-0.064,-100.0,14.846,NEGATIVE,NEUTRAL,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2020,2017,2018,2,0,8,false,,0.5,,0.52867,,-2.867,,-8.125,UNKNOWN,NEGATIVE,,UNKNOWN,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2020,2017,2018,2,0,8,false,,0.5,,0.47133,,2.867,,5.25,UNKNOWN,POSITIVE,,UNKNOWN,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2021,2017,2020,3,15,7,false,0.33333,0.0,0.3783,0.35886,-4.496,-35.886,-35.533,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2021,2017,2020,3,15,7,false,0.33333,0.42857,0.2585,0.25305,7.483,17.552,12.867,44.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2021,2017,2020,3,15,7,false,0.33333,0.57143,0.3632,0.38808,-2.987,18.334,-0.467,50.571,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2021,2017,2020,3,8,7,false,0.5,0.42857,0.52867,0.52434,-2.867,-9.577,-8.125,-28.143,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2021,2017,2020,3,8,7,false,0.5,0.57143,0.47133,0.47566,2.867,9.577,5.25,11.143,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2022,2017,2021,4,22,2,false,0.22727,0.5,0.37211,0.41744,-14.484,8.256,-56.045,6.5,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2022,2017,2021,4,22,2,false,0.36364,0.5,0.25677,0.2882,10.687,21.18,22.773,57.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2022,2017,2021,4,22,2,false,0.40909,0.0,0.37112,0.29436,3.797,-29.436,15.773,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2022,2017,2021,4,15,1,false,0.46667,0.0,0.52665,0.42636,-5.999,-42.636,-17.467,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2022,2017,2021,4,15,1,false,0.53333,1.0,0.47335,0.57364,5.999,42.636,8.0,65.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2023,2017,2022,5,24,4,false,0.25,0.75,0.37589,0.54031,-12.589,20.969,-50.833,51.5,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2023,2017,2022,5,24,4,false,0.375,0.25,0.25939,0.23827,11.561,1.173,25.625,14.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2023,2017,2022,5,24,4,false,0.375,0.0,0.36472,0.22142,1.028,-22.142,6.125,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2023,2017,2022,5,16,1,false,0.4375,0.0,0.52038,0.44386,-8.288,-44.386,-22.625,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2023,2017,2022,5,16,1,false,0.5625,1.0,0.47962,0.55614,8.288,44.386,11.562,70.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2024,2017,2023,6,28,4,false,0.32143,1.0,0.39938,0.67557,-7.795,32.443,-36.214,43.75,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2024,2017,2023,6,28,4,false,0.35714,0.0,0.25637,0.18644,10.077,-18.644,23.964,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2024,2017,2023,6,28,4,false,0.32143,0.0,0.34425,0.13799,-2.282,-13.799,-9.036,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2024,2017,2023,6,17,2,false,0.41176,1.0,0.51588,0.68228,-10.412,31.772,-27.176,38.5,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2024,2017,2023,6,17,2,false,0.58824,0.0,0.48412,0.31772,10.412,-31.772,15.0,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,HOME,2025,2017,2024,7,32,2,false,0.40625,0.0,0.4339,0.32915,-2.765,-32.915,-26.219,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,DRAW,2025,2017,2024,7,32,2,false,0.3125,0.5,0.24763,0.27773,6.487,22.227,8.469,71.5,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,AWAY,2025,2017,2024,7,32,2,false,0.28125,0.5,0.31847,0.39313,-3.722,10.687,-20.406,34.5,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,OVER25,2025,2017,2024,7,19,0,false,0.47368,,0.5334,,-5.971,,-20.263,,NEGATIVE,UNKNOWN,,NEGATIVE,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,ALL,ALL,UNDER25,2025,2017,2024,7,19,0,false,0.52632,,0.4666,,5.971,,2.895,,POSITIVE,UNKNOWN,,POSITIVE,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,HOME,2021,2017,2020,2,1,1,false,0.0,0.0,0.69064,0.23189,-69.064,-23.189,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,DRAW,2021,2017,2020,2,1,1,false,0.0,0.0,0.18329,0.22965,-18.329,-22.965,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,AWAY,2021,2017,2020,2,1,1,false,1.0,1.0,0.12607,0.53846,87.393,46.154,656.0,77.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,OVER25,2021,2017,2020,2,1,1,false,0.0,0.0,0.62469,0.64407,-62.469,-64.407,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,F1,UNDER25,2021,2017,2020,2,1,1,false,1.0,1.0,0.37531,0.35593,62.469,64.407,153.0,166.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,HOME,2022,2017,2020,2,4,1,false,0.75,1.0,0.4337,0.43794,31.63,56.206,44.0,113.0,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,DRAW,2022,2017,2020,2,4,1,false,0.0,0.0,0.25092,0.2768,-25.092,-27.68,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,AWAY,2022,2017,2020,2,4,1,false,0.25,0.0,0.31539,0.28526,-6.539,-28.526,-54.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,OVER25,2022,2017,2020,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,UNDER25,2022,2017,2020,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,HOME,2023,2017,2022,3,5,2,false,0.8,1.0,0.43455,0.56088,36.545,43.912,57.8,79.5,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,DRAW,2023,2017,2022,3,5,2,false,0.0,0.0,0.25609,0.22787,-25.609,-22.787,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,AWAY,2023,2017,2022,3,5,2,false,0.2,0.0,0.30936,0.21126,-10.936,-21.126,-63.2,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,OVER25,2023,2017,2022,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,NOR,UNDER25,2023,2017,2022,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,HOME,2024,2020,2023,2,4,1,false,0.25,1.0,0.41698,0.58058,-16.698,41.942,-41.25,60.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,DRAW,2024,2020,2023,2,4,1,false,0.5,0.0,0.27294,0.24771,22.706,-24.771,87.5,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,AWAY,2024,2020,2023,2,4,1,false,0.25,0.0,0.31008,0.17171,-6.008,-17.171,-51.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,OVER25,2024,2020,2023,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,UNDER25,2024,2020,2023,2,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,HOME,2025,2020,2024,3,5,2,false,0.4,0.0,0.4497,0.32915,-4.97,-32.915,-21.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,DRAW,2025,2020,2024,3,5,2,false,0.4,0.5,0.26789,0.27773,13.211,22.227,50.0,71.5,POSITIVE,POSITIVE,,POSITIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,AWAY,2025,2020,2024,3,5,2,false,0.2,0.5,0.28241,0.39313,-8.241,10.687,-60.8,34.5,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,OVER25,2025,2020,2024,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,POL,UNDER25,2025,2020,2024,3,0,0,false,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,HOME,2023,2018,2021,2,1,1,false,0.0,1.0,0.09148,0.38305,-9.148,61.695,-100.0,147.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,DRAW,2023,2018,2021,2,1,1,false,0.0,0.0,0.18713,0.29292,-18.713,-29.292,-100.0,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,AWAY,2023,2018,2021,2,1,1,false,1.0,0.0,0.72139,0.32402,27.861,-32.402,31.0,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,OVER25,2023,2018,2021,2,1,1,false,1.0,0.0,0.51715,0.44386,48.285,-44.386,83.0,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SC0,UNDER25,2023,2018,2021,2,1,1,false,0.0,1.0,0.48285,0.55614,-48.285,44.386,-100.0,70.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,HOME,2024,2020,2021,2,5,1,false,0.0,1.0,0.36757,0.74071,-36.757,25.929,-100.0,29.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,DRAW,2024,2020,2021,2,5,1,false,0.8,0.0,0.27401,0.15742,52.599,-15.742,176.8,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,AWAY,2024,2020,2021,2,5,1,false,0.2,0.0,0.35842,0.10187,-15.842,-10.187,-46.4,-100.0,NEGATIVE,NEGATIVE,,NEGATIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,OVER25,2024,2020,2021,2,5,1,false,0.2,1.0,0.48647,0.68707,-28.647,31.293,-68.6,38.0,NEGATIVE,POSITIVE,,NEGATIVE,POSITIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,AWAY_ONLY,LEAGUE,SP1,UNDER25,2024,2020,2021,2,5,1,false,0.8,0.0,0.51353,0.31293,28.647,-31.293,41.0,-100.0,POSITIVE,NEGATIVE,,POSITIVE,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2019,2017,2018,2,210,388,true,0.4381,0.46907,0.43076,0.43829,0.733,3.078,-7.257,4.296,POSITIVE,POSITIVE,true,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2019,2017,2018,2,210,388,true,0.26667,0.25515,0.26129,0.24734,0.538,0.782,-3.438,-2.562,POSITIVE,POSITIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2019,2017,2018,2,210,388,true,0.29524,0.27577,0.30795,0.31438,-1.271,-3.86,-17.148,-21.528,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2019,2017,2018,2,0,270,false,,0.52963,,0.5412,,-1.157,,-8.419,UNKNOWN,NEGATIVE,,UNKNOWN,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,2019,2017,2018,2,0,270,false,,0.47037,,0.4588,,1.157,,-3.8,UNKNOWN,POSITIVE,,UNKNOWN,NEGATIVE,,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2020,2017,2019,3,598,452,true,0.45819,0.38717,0.43565,0.40641,2.255,-1.924,0.239,-14.073,POSITIVE,NEGATIVE,false,NEUTRAL,NEGATIVE,false,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2020,2017,2019,3,598,452,true,0.2592,0.24779,0.25224,0.25247,0.696,-0.468,-2.87,-7.867,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2020,2017,2019,3,598,452,true,0.28261,0.36504,0.31212,0.34113,-2.951,2.392,-19.99,1.361,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2020,2017,2019,3,270,352,true,0.52963,0.49148,0.5412,0.52404,-1.157,-3.256,-8.419,-11.696,NEGATIVE,NEGATIVE,true,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,2020,2017,2019,3,270,352,true,0.47037,0.50852,0.4588,0.47596,1.157,3.256,-3.8,1.858,POSITIVE,POSITIVE,true,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2021,2017,2020,4,1050,458,true,0.42762,0.43231,0.42306,0.43263,0.456,-0.032,-5.922,-5.552,POSITIVE,NEUTRAL,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2021,2017,2020,4,1050,458,true,0.25429,0.24891,0.25234,0.2528,0.195,-0.39,-5.021,-8.727,NEUTRAL,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2021,2017,2020,4,1050,458,true,0.3181,0.31878,0.32461,0.31456,-0.651,0.421,-10.799,-9.439,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2021,2017,2020,4,622,360,true,0.50804,0.53056,0.53149,0.5212,-2.345,0.936,-10.273,-3.008,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,2021,2017,2020,4,622,360,true,0.49196,0.46944,0.46851,0.4788,2.345,-0.936,-0.598,-6.978,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2022,2017,2021,5,1508,282,true,0.42905,0.41135,0.42597,0.43792,0.308,-2.657,-5.81,-16.915,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2022,2017,2021,5,1508,282,true,0.25265,0.25887,0.25248,0.25143,0.017,0.743,-6.147,-1.791,NEUTRAL,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2022,2017,2021,5,1508,282,true,0.3183,0.32979,0.32156,0.31065,-0.325,1.914,-10.386,-1.66,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2022,2017,2021,5,982,195,true,0.51629,0.54872,0.52772,0.52118,-1.142,2.754,-7.61,0.851,NEGATIVE,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,2022,2017,2021,5,982,195,true,0.48371,0.45128,0.47228,0.47882,1.142,-2.754,-2.937,-8.631,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2023,2017,2022,6,1790,494,true,0.42626,0.43117,0.42785,0.44213,-0.159,-1.096,-7.559,-10.255,NEUTRAL,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2023,2017,2022,6,1790,494,true,0.25363,0.25506,0.25231,0.24595,0.132,0.911,-5.46,-5.006,NEUTRAL,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2023,2017,2022,6,1790,494,true,0.32011,0.31377,0.31984,0.31191,0.027,0.185,-9.011,-13.285,NEUTRAL,NEUTRAL,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2023,2017,2022,6,1177,359,true,0.52167,0.55432,0.52663,0.53995,-0.497,1.436,-6.208,-2.869,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,UNDER25,2023,2017,2022,6,1177,359,true,0.47833,0.44568,0.47337,0.46005,0.497,-1.436,-3.88,-8.602,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,HOME,2024,2017,2023,7,2284,467,true,0.42732,0.46895,0.43094,0.44307,-0.362,2.588,-8.142,-5.527,NEGATIVE,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,DRAW,2024,2017,2023,7,2284,467,true,0.25394,0.21199,0.25094,0.24642,0.3,-3.443,-5.362,-20.441,POSITIVE,NEGATIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,AWAY,2024,2017,2023,7,2284,467,true,0.31874,0.31906,0.31812,0.31051,0.062,0.855,-9.936,-8.458,NEUTRAL,POSITIVE,false,NEGATIVE,NEGATIVE,true,true,false,false,false,false,false,false,false
FIRST_DOMESTIC_AFTER_SIDE,BOTH,ALL,ALL,OVER25,2024,2017,2023,7,1536,353,true,0.5293,0.5864,0.52975,0.52988,-0.045,5.652,-5.428,5.453,NEUTRAL,POSITIVE,false,NEGATIVE,POSITIVE,false,true,false,false,false,false,false,false,false
