forward_id,rule,api_fixture_id,kickoff_utc,home_team_id,home_team,away_team,venue_id,venue_name,roof_type,roof_state_requirement,roof_state_actual,roof_state_capture_status,evidence_captured_at_utc,evidence_source,evidence_time_status,usable_for_prematch,weather_exposure_resolution,context_only,predictive_authority,betting_authority,projection_version
R1|I1|1550143,R1,1550143,2026-10-11T13:00:00Z,867,Lecce,Bologna,911,Stadio Comunale Via del Mare,UNKNOWN,UNKNOWN,UNKNOWN,NOT_REQUIRED,,,STATIC_CONTEXT,true,UNKNOWN,YES,NOT_AUTHORIZED,NOT_AUTHORIZED,PBK_PREMATCH_VENUE_STATE_V1
R1|I1|1550145,R1,1550145,2026-10-11T16:00:00Z,488,Sassuolo,AC Milan,935,MAPEI Stadium - Città del Tricolore,UNKNOWN,UNKNOWN,UNKNOWN,NOT_REQUIRED,,,STATIC_CONTEXT,true,UNKNOWN,YES,NOT_AUTHORIZED,NOT_AUTHORIZED,PBK_PREMATCH_VENUE_STATE_V1
R2|I1|1550145,R2,1550145,2026-10-11T16:00:00Z,488,Sassuolo,AC Milan,935,MAPEI Stadium - Città del Tricolore,UNKNOWN,UNKNOWN,UNKNOWN,NOT_REQUIRED,,,STATIC_CONTEXT,true,UNKNOWN,YES,NOT_AUTHORIZED,NOT_AUTHORIZED,PBK_PREMATCH_VENUE_STATE_V1
R1|I1|1550138,R1,1550138,2026-10-11T18:45:00Z,490,Cagliari,Juventus,12275,Unipol Domus,UNKNOWN,UNKNOWN,UNKNOWN,NOT_REQUIRED,,,STATIC_CONTEXT,true,UNKNOWN,YES,NOT_AUTHORIZED,NOT_AUTHORIZED,PBK_PREMATCH_VENUE_STATE_V1
