fixture_id,provider_league_id,league_name,country,country_flag_url,league_logo_url,season,round,kickoff_utc,home_team,home_team_logo_url,away_team,away_team_logo_url,referee,venue_name,venue_city,status,source_status,score_home,score_away,observed_at_utc
1584416,203,Süper Lig,Turkey,https://media.api-sports.io/flags/tr.svg,https://media.api-sports.io/football/leagues/203.png,2026,Regular Season - 6,2026-09-20T14:00:00+00:00,Fenerbahçe,https://media.api-sports.io/football/teams/611.png,Eyüpspor,https://media.api-sports.io/football/teams/3588.png,"Kadir Saglam, Türkiye",Chobani Stadium,Istanbul,finished,FT,8,0,2026-09-21T00:35:23Z
1584412,203,Süper Lig,Turkey,https://media.api-sports.io/flags/tr.svg,https://media.api-sports.io/football/leagues/203.png,2026,Regular Season - 6,2026-09-20T17:00:00+00:00,Amed,https://media.api-sports.io/football/teams/3579.png,Beşiktaş,https://media.api-sports.io/football/teams/549.png,"Ali Sansalan, Türkiye",Diyarbakir Stadium,Diyarbakır,finished,FT,3,2,2026-09-21T00:35:23Z
1584417,203,Süper Lig,Turkey,https://media.api-sports.io/flags/tr.svg,https://media.api-sports.io/football/leagues/203.png,2026,Regular Season - 6,2026-09-20T17:00:00+00:00,Göztepe,https://media.api-sports.io/football/teams/994.png,Rizespor,https://media.api-sports.io/football/teams/1007.png,"Oguzhan Cakir, Türkiye",Gursel Aksel Stadium,Izmir,finished,FT,2,2,2026-09-21T00:35:23Z
1561935,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-18T17:30:00+00:00,Rapid Vienna,https://media.api-sports.io/football/teams/781.png,WSG Wattens,https://media.api-sports.io/football/teams/1398.png,Harald Lechner,Allianz Stadion,Vienna,finished,FT,3,0,2026-09-21T00:35:23Z
1561930,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-19T15:00:00+00:00,Austria Lustenau,https://media.api-sports.io/football/teams/1399.png,SCR Altach,https://media.api-sports.io/football/teams/618.png,Stefan Ebner,Planet Pure Stadion,Lustenau,finished,FT,2,0,2026-09-21T00:35:23Z
1561931,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-19T17:30:00+00:00,Grazer AK,https://media.api-sports.io/football/teams/4256.png,Austria Vienna,https://media.api-sports.io/football/teams/601.png,Arnes Talic,Stadion Graz-Liebenau,Graz,finished,FT,2,2,2026-09-21T00:35:23Z
1561932,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,TSV Hartberg,https://media.api-sports.io/football/teams/1072.png,Lask Linz,https://media.api-sports.io/football/teams/1026.png,Safak Barmaksiz,Profertil Arena,Hartberg,finished,FT,3,3,2026-09-21T00:35:23Z
1561933,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,Ried,https://media.api-sports.io/football/teams/1028.png,Wolfsberger AC,https://media.api-sports.io/football/teams/1025.png,Alexander Harkam,Josko Arena,Reed,finished,FT,4,1,2026-09-21T00:35:23Z
1561934,218,Bundesliga,Austria,https://media.api-sports.io/flags/at.svg,https://media.api-sports.io/football/leagues/218.png,2026,Regular Season - 7,2026-09-20T15:00:00+00:00,Red Bull Salzburg,https://media.api-sports.io/football/teams/571.png,Sturm Graz,https://media.api-sports.io/football/teams/637.png,Isa Simsek,Red Bull Arena,Salzburg,finished,FT,3,0,2026-09-21T00:35:23Z
1547585,362,A Lyga,Lithuania,https://media.api-sports.io/flags/lt.svg,https://media.api-sports.io/football/leagues/362.png,2026,Regular Season - 22,2026-07-11T16:00:00+00:00,Kauno Žalgiris,https://media.api-sports.io/football/teams/3872.png,Panevėžys,https://media.api-sports.io/football/teams/3874.png,D. Simenas,,Kaunas,finished,FT,3,0,2026-09-21T00:35:23Z
1547586,362,A Lyga,Lithuania,https://media.api-sports.io/flags/lt.svg,https://media.api-sports.io/football/leagues/362.png,2026,Regular Season - 22,2026-07-12T15:45:00+00:00,TransINVEST Vilnius,https://media.api-sports.io/football/teams/18878.png,Banga,https://media.api-sports.io/football/teams/3858.png,M. Lukjancukas,FK TransINVEST stadium,Galine,finished,FT,1,3,2026-09-21T00:35:23Z
1547588,362,A Lyga,Lithuania,https://media.api-sports.io/flags/lt.svg,https://media.api-sports.io/football/leagues/362.png,2026,Regular Season - 22,2026-07-13T17:00:00+00:00,FK Trakai,https://media.api-sports.io/football/teams/638.png,Džiugas Telšiai,https://media.api-sports.io/football/teams/3860.png,,LFF stadionas,Vilnius,cancelled,CANC,,,2026-09-21T00:35:23Z
1547587,362,A Lyga,Lithuania,https://media.api-sports.io/flags/lt.svg,https://media.api-sports.io/football/leagues/362.png,2026,Regular Season - 22,2026-10-10T11:15:00+00:00,FK Zalgiris Vilnius,https://media.api-sports.io/football/teams/586.png,Suduva Marijampole,https://media.api-sports.io/football/teams/612.png,,LFF stadionas,Vilnius,scheduled,NS,,,2026-09-21T00:35:23Z
1515929,365,Virsliga,Latvia,https://media.api-sports.io/flags/lv.svg,https://media.api-sports.io/football/leagues/365.png,2026,Regular Season - 32,2026-10-10T11:00:00+00:00,Tukums,https://media.api-sports.io/football/teams/4144.png,Riga,https://media.api-sports.io/football/teams/10124.png,,,Tukums,scheduled,NS,,,2026-09-21T00:35:23Z
1515930,365,Virsliga,Latvia,https://media.api-sports.io/flags/lv.svg,https://media.api-sports.io/football/leagues/365.png,2026,Regular Season - 32,2026-10-10T13:00:00+00:00,Super Nova,https://media.api-sports.io/football/teams/4143.png,Grobiņa,https://media.api-sports.io/football/teams/4138.png,,Slokas Stadions,,scheduled,NS,,,2026-09-21T00:35:23Z
1515931,365,Virsliga,Latvia,https://media.api-sports.io/flags/lv.svg,https://media.api-sports.io/football/leagues/365.png,2026,Regular Season - 32,2026-10-11T11:00:00+00:00,Ogre United,https://media.api-sports.io/football/teams/18936.png,BFC Daugavpils,https://media.api-sports.io/football/teams/4149.png,,,Ogre,scheduled,NS,,,2026-09-21T00:35:23Z
1515932,365,Virsliga,Latvia,https://media.api-sports.io/flags/lv.svg,https://media.api-sports.io/football/leagues/365.png,2026,Regular Season - 32,2026-10-11T13:00:00+00:00,Rīgas FS,https://media.api-sports.io/football/teams/4160.png,FS Jelgava,https://media.api-sports.io/football/teams/18834.png,,,,scheduled,NS,,,2026-09-21T00:35:23Z
1515933,365,Virsliga,Latvia,https://media.api-sports.io/flags/lv.svg,https://media.api-sports.io/football/leagues/365.png,2026,Regular Season - 32,2026-10-12T15:00:00+00:00,FK Liepaja,https://media.api-sports.io/football/teams/661.png,Auda,https://media.api-sports.io/football/teams/4135.png,,Daugavas stadions,,scheduled,NS,,,2026-09-21T00:35:23Z
1557408,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-18T19:00:00+00:00,Brentford,https://media.api-sports.io/football/teams/55.png,Chelsea,https://media.api-sports.io/football/teams/49.png,Andrew Madley,Gtech Community Stadium,London,finished,FT,3,0,2026-09-21T00:35:23Z
1557416,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-19T11:30:00+00:00,Tottenham,https://media.api-sports.io/football/teams/47.png,Aston Villa,https://media.api-sports.io/football/teams/66.png,Samuel Barrott,Tottenham Hotspur Stadium,London,finished,FT,2,3,2026-09-21T00:35:23Z
1557409,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-19T14:00:00+00:00,Brighton,https://media.api-sports.io/football/teams/51.png,Arsenal,https://media.api-sports.io/football/teams/42.png,Darren England,American Express Stadium,Falmer,finished,FT,3,0,2026-09-21T00:35:23Z
1557410,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-19T14:00:00+00:00,Everton,https://media.api-sports.io/football/teams/45.png,Ipswich,https://media.api-sports.io/football/teams/57.png,Stuart Attwell,Hill Dickinson Stadium,Liverpool,finished,FT,1,0,2026-09-21T00:35:23Z
1557414,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-19T14:00:00+00:00,Newcastle,https://media.api-sports.io/football/teams/34.png,Hull City,https://media.api-sports.io/football/teams/64.png,Tony Harrington,St James' Park,Newcastle upon Tyne,finished,FT,2,1,2026-09-21T00:35:23Z
1557415,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-19T16:30:00+00:00,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,Coventry,https://media.api-sports.io/football/teams/1346.png,Jarred Gillett,City Ground,Nottingham,finished,FT,0,1,2026-09-21T00:35:23Z
1557407,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Bournemouth,https://media.api-sports.io/football/teams/35.png,Liverpool,https://media.api-sports.io/football/teams/40.png,Michael Oliver,Vitality Stadium,Bournemouth,finished,FT,0,1,2026-09-21T00:35:23Z
1557412,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Leeds,https://media.api-sports.io/football/teams/63.png,Crystal Palace,https://media.api-sports.io/football/teams/52.png,Adam Herczeg,Elland Road,Leeds,finished,FT,0,0,2026-09-21T00:35:23Z
1557413,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Manchester City,https://media.api-sports.io/football/teams/50.png,Sunderland,https://media.api-sports.io/football/teams/746.png,Robert Jones,Etihad Stadium,Manchester,finished,FT,5,3,2026-09-21T00:35:23Z
1557411,39,Premier League,England,https://media.api-sports.io/flags/gb-eng.svg,https://media.api-sports.io/football/leagues/39.png,2026,Regular Season - 5,2026-09-20T15:30:00+00:00,Fulham,https://media.api-sports.io/football/teams/36.png,Manchester United,https://media.api-sports.io/football/teams/33.png,Peter Bankes,Craven Cottage,London,finished,FT,1,1,2026-09-21T00:35:23Z
1552775,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-09T18:45:00+00:00,Lens,https://media.api-sports.io/football/teams/116.png,Lyon,https://media.api-sports.io/football/teams/80.png,,Stade Bollaert-Delelis,Lens,scheduled,NS,,,2026-09-21T00:35:23Z
1552776,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-10T15:15:00+00:00,Lille,https://media.api-sports.io/football/teams/79.png,Le Havre,https://media.api-sports.io/football/teams/111.png,,Stade Pierre-Mauroy,Lille,scheduled,NS,,,2026-09-21T00:35:23Z
1552774,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-10T18:45:00+00:00,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,Angers,https://media.api-sports.io/football/teams/77.png,,Stade Francis-Le-Blé,Brest,scheduled,NS,,,2026-09-21T00:35:23Z
1552777,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-10T18:45:00+00:00,Lorient,https://media.api-sports.io/football/teams/97.png,Paris FC,https://media.api-sports.io/football/teams/114.png,,Stade du Moustoir,Lorient,scheduled,NS,,,2026-09-21T00:35:23Z
1552778,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-10T18:45:00+00:00,Monaco,https://media.api-sports.io/football/teams/91.png,Toulouse,https://media.api-sports.io/football/teams/96.png,,Stade Louis II,Monaco,scheduled,NS,,,2026-09-21T00:35:23Z
1552780,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-10T18:45:00+00:00,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,Le Mans,https://media.api-sports.io/football/teams/1298.png,,Parc des Princes,Paris,scheduled,NS,,,2026-09-21T00:35:23Z
1552779,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-11T13:00:00+00:00,Nice,https://media.api-sports.io/football/teams/84.png,Strasbourg,https://media.api-sports.io/football/teams/95.png,,Allianz Riviera,Nice,scheduled,NS,,,2026-09-21T00:35:23Z
1552781,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-11T15:15:00+00:00,Rennes,https://media.api-sports.io/football/teams/94.png,Auxerre,https://media.api-sports.io/football/teams/108.png,,Roazhon Park,Rennes,scheduled,NS,,,2026-09-21T00:35:23Z
1552782,61,Ligue 1,France,https://media.api-sports.io/flags/fr.svg,https://media.api-sports.io/football/leagues/61.png,2026,Regular Season - 6,2026-10-11T18:45:00+00:00,Estac Troyes,https://media.api-sports.io/football/teams/110.png,Marseille,https://media.api-sports.io/football/teams/81.png,,Stade de l'Aube,Troyes,scheduled,NS,,,2026-09-21T00:35:23Z
1575167,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-18T18:30:00+00:00,Bayern München,https://media.api-sports.io/football/teams/157.png,Union Berlin,https://media.api-sports.io/football/teams/182.png,Benjamin Brand,Allianz Arena,Munich,finished,FT,7,0,2026-09-21T00:35:23Z
1575170,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-19T13:30:00+00:00,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,SC Freiburg,https://media.api-sports.io/football/teams/160.png,Soren Storks,Deutsche Bank Park,Frankfurt,finished,FT,2,2,2026-09-21T00:35:23Z
1575171,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-19T13:30:00+00:00,Hamburger SV,https://media.api-sports.io/football/teams/175.png,1. FC Köln,https://media.api-sports.io/football/teams/192.png,Matthias Jollenbeck,Volksparkstadion,Hamburger,finished,FT,2,1,2026-09-21T00:35:23Z
1575172,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-19T13:30:00+00:00,Werder Bremen,https://media.api-sports.io/football/teams/162.png,FC Augsburg,https://media.api-sports.io/football/teams/170.png,Bastian Dankert,Weser-Stadion,Bremen,finished,FT,3,2,2026-09-21T00:35:23Z
1575174,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-19T13:30:00+00:00,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,Robert Hartmann,Borussia-Park,Monchengladbach,finished,FT,3,4,2026-09-21T00:35:23Z
1575168,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-19T16:30:00+00:00,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,Tobias Stieler,MHP Arena,Stuttgart,finished,FT,0,1,2026-09-21T00:35:23Z
1575169,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-20T13:30:00+00:00,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,RB Leipzig,https://media.api-sports.io/football/teams/173.png,Robert Schroder,BayArena,Bayer Leverkusen,finished,FT,2,0,2026-09-21T00:35:23Z
1575173,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-20T15:30:00+00:00,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,SV Elversberg,https://media.api-sports.io/football/teams/1660.png,Robin Braun,VELTINS-Arena,Gelsenkirchen,finished,FT,0,0,2026-09-21T00:35:23Z
1575175,78,Bundesliga,Germany,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/78.png,2026,Regular Season - 4,2026-09-20T17:30:00+00:00,SC Paderborn 07,https://media.api-sports.io/football/teams/185.png,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,Daniel Schlager,Home Deluxe Arena,Paderborn,finished,FT,3,1,2026-09-21T00:35:23Z
1552180,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-09T18:00:00+00:00,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,Heerenveen,https://media.api-sports.io/football/teams/210.png,,Philips Stadion,Eindhoven,scheduled,NS,,,2026-09-21T00:35:23Z
1552182,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-10T14:30:00+00:00,GO Ahead Eagles,https://media.api-sports.io/football/teams/410.png,Sparta Rotterdam,https://media.api-sports.io/football/teams/426.png,,De Adelaarshorst,Deventer,scheduled,NS,,,2026-09-21T00:35:23Z
1552181,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-10T16:45:00+00:00,Feyenoord,https://media.api-sports.io/football/teams/209.png,AZ Alkmaar,https://media.api-sports.io/football/teams/201.png,,De Kuip,Rotterdam,scheduled,NS,,,2026-09-21T00:35:23Z
1552184,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-10T18:00:00+00:00,Fortuna Sittard,https://media.api-sports.io/football/teams/205.png,Twente,https://media.api-sports.io/football/teams/415.png,,Fortuna Sittard Stadion,Sittard,scheduled,NS,,,2026-09-21T00:35:23Z
1552183,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-10T19:00:00+00:00,Ajax,https://media.api-sports.io/football/teams/194.png,NEC Nijmegen,https://media.api-sports.io/football/teams/413.png,,Johan Cruijff Arena,Amsterdam,scheduled,NS,,,2026-09-21T00:35:23Z
1552185,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-11T10:15:00+00:00,Utrecht,https://media.api-sports.io/football/teams/207.png,Willem II,https://media.api-sports.io/football/teams/195.png,,Stadion Galgenwaard,Utrecht,scheduled,NS,,,2026-09-21T00:35:23Z
1552186,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-11T12:30:00+00:00,Telstar,https://media.api-sports.io/football/teams/427.png,ADO Den Haag,https://media.api-sports.io/football/teams/198.png,,BUKO Stadion,Velsen-Zuid,scheduled,NS,,,2026-09-21T00:35:23Z
1552187,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-11T12:30:00+00:00,PEC Zwolle,https://media.api-sports.io/football/teams/193.png,Cambuur,https://media.api-sports.io/football/teams/420.png,,,Zwolle,scheduled,NS,,,2026-09-21T00:35:23Z
1552188,88,Eredivisie,Netherlands,https://media.api-sports.io/flags/nl.svg,https://media.api-sports.io/football/leagues/88.png,2026,Regular Season - 8,2026-10-11T14:45:00+00:00,Excelsior,https://media.api-sports.io/football/teams/196.png,Groningen,https://media.api-sports.io/football/teams/202.png,,Stadion Woudestein,Rotterdam,scheduled,NS,,,2026-09-21T00:35:23Z
1575516,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-09T17:45:00+00:00,Moreirense,https://media.api-sports.io/football/teams/215.png,GIL Vicente,https://media.api-sports.io/football/teams/762.png,,Parque Joaquim de Almeida Freitas,Moreira de Conegos,scheduled,NS,,,2026-09-21T00:35:23Z
1575512,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-09T19:15:00+00:00,SC Braga,https://media.api-sports.io/football/teams/217.png,Sporting CP,https://media.api-sports.io/football/teams/228.png,,,Braga,scheduled,NS,,,2026-09-21T00:35:23Z
1575513,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-10T14:30:00+00:00,Casa Pia,https://media.api-sports.io/football/teams/4716.png,Santa Clara,https://media.api-sports.io/football/teams/227.png,,,Rio Maior,scheduled,NS,,,2026-09-21T00:35:23Z
1575515,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-10T17:00:00+00:00,Maritimo,https://media.api-sports.io/football/teams/214.png,FC Porto,https://media.api-sports.io/football/teams/212.png,,,Funchal,scheduled,NS,,,2026-09-21T00:35:23Z
1575509,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-10T19:30:00+00:00,Academico Viseu,https://media.api-sports.io/football/teams/238.png,Estoril,https://media.api-sports.io/football/teams/230.png,,,Viseu,scheduled,NS,,,2026-09-21T00:35:23Z
1575517,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-11T14:30:00+00:00,Rio Ave,https://media.api-sports.io/football/teams/226.png,Nacional,https://media.api-sports.io/football/teams/225.png,,,Vila do Conde,scheduled,NS,,,2026-09-21T00:35:23Z
1575511,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-11T17:00:00+00:00,Benfica,https://media.api-sports.io/football/teams/211.png,Vitória SC,https://media.api-sports.io/football/teams/224.png,,,Lisbon,scheduled,NS,,,2026-09-21T00:35:23Z
1575510,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-11T19:30:00+00:00,Arouca,https://media.api-sports.io/football/teams/240.png,Estrela,https://media.api-sports.io/football/teams/15130.png,,,Arouca,scheduled,NS,,,2026-09-21T00:35:23Z
1575514,94,Primeira Liga,Portugal,https://media.api-sports.io/flags/pt.svg,https://media.api-sports.io/football/leagues/94.png,2026,Regular Season - 8,2026-10-12T19:15:00+00:00,Famalicao,https://media.api-sports.io/football/teams/242.png,Alverca,https://media.api-sports.io/football/teams/4724.png,,Estadio Municipal de Famalicao,Vila Nova de Famalicao,scheduled,NS,,,2026-09-21T00:35:23Z
