country,provider_league_id,league_name,season,provider_season_available,backfill_status,state_provider_fixture_rows,archive_rows,unique_fixture_ids,duplicate_fixture_ids,finished_rows,nonfinished_rows,participant_teams,min_team_archive_matches,max_team_archive_matches,min_team_finished_matches,max_team_finished_matches,unique_round_labels,phase_marker_types,phase_marker_round_labels,has_phase_markers,balanced_archive_appearances,balanced_finished_appearances,structure_class,naive_single_table_motivation_allowed,exact_motivation_contract_status,inventory_only,provider_calls,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
Germany,78,Bundesliga,2025,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2017,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2018,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2019,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2020,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2021,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2022,true,CAPTURED,381,381,381,0,381,0,20,38,39,38,39,39,RELEGATION,Relegation Decider,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2023,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2024,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Italy,135,Serie A,2025,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2017,true,CAPTURED,112,112,112,0,96,16,8,28,28,12,26,28,,,false,true,false,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2018,true,CAPTURED,112,112,112,0,112,0,8,28,28,28,28,28,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2019,true,CAPTURED,144,144,144,0,144,0,9,32,32,32,32,36,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2020,true,CAPTURED,135,135,135,0,135,0,10,27,27,27,27,27,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2021,true,CAPTURED,295,295,295,0,122,173,9,60,76,14,32,36,,,false,false,false,UNBALANCED_OR_EXCEPTION_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2022,true,CAPTURED,180,180,180,0,180,0,10,36,36,36,36,36,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2023,true,CAPTURED,182,182,182,0,182,0,11,2,38,2,38,37,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2024,true,CAPTURED,180,180,180,0,180,0,10,36,36,36,36,36,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Latvia,365,Virsliga,2025,true,CAPTURED,182,182,182,0,182,0,11,2,38,2,38,37,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2017,true,CAPTURED,127,127,127,0,127,0,8,28,33,28,33,33,CHAMPIONSHIP,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2018,true,CAPTURED,127,127,127,0,127,0,8,28,33,28,33,33,CHAMPIONSHIP,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2019,true,CAPTURED,127,127,127,0,127,0,8,28,33,28,33,33,CHAMPIONSHIP,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2020,true,CAPTURED,60,60,60,0,60,0,6,20,20,20,20,20,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2021,true,CAPTURED,180,180,180,0,180,0,10,36,36,36,36,36,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2022,true,CAPTURED,180,180,180,0,180,0,10,36,36,36,36,36,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2023,true,CAPTURED,182,182,182,0,182,0,11,2,38,2,38,37,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2024,true,CAPTURED,182,182,182,0,182,0,11,2,38,2,38,37,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Lithuania,362,A Lyga,2025,true,CAPTURED,182,182,182,0,182,0,11,2,38,2,38,37,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2017,true,CAPTURED,312,312,312,0,312,0,18,34,38,34,38,36,FINALS|PLAYOFF,Europa League Play-offs - Finals || Europa League Play-offs - Semi-finals,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2018,true,CAPTURED,312,312,312,0,312,0,18,34,38,34,38,36,FINALS|PLAYOFF,Europa League Play-offs - Finals || Europa League Play-offs - Semi-finals,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2019,true,CAPTURED,306,306,306,0,232,74,18,34,34,25,26,34,,,false,true,false,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2020,true,CAPTURED,315,315,315,0,315,0,24,1,36,1,36,39,FINALS|PLAYOFF,Europa League Play-offs - Final || Europa League Play-offs - Semi-finals,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2021,true,CAPTURED,324,324,324,0,324,0,24,2,38,2,38,37,FINALS|PLAYOFF|RELEGATION,Europa League Play-offs - Final || Europa League Play-offs - Semi-finals || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2022,true,CAPTURED,324,324,324,0,324,0,24,2,38,2,38,37,CONFERENCE|FINALS|PLAYOFF|RELEGATION,Conference League Play-offs - Final || Conference League Play-offs - Semi-finals || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2023,true,CAPTURED,321,321,321,0,321,0,24,2,38,2,38,37,CONFERENCE|FINALS|PLAYOFF|RELEGATION,Conference League Play-offs - Final || Conference League Play-offs - Semi-finals || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2024,true,CAPTURED,321,321,321,0,321,0,24,2,38,2,38,37,CONFERENCE|FINALS|PLAYOFF|RELEGATION,Conference League Play-offs - Final || Conference League Play-offs - Semi-finals || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Netherlands,88,Eredivisie,2025,true,CAPTURED,309,309,309,0,309,0,18,34,36,34,36,36,FINALS,Final || Semi-finals,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2017,true,CAPTURED,240,240,240,0,240,0,16,30,30,30,30,30,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2018,true,CAPTURED,240,240,240,0,240,0,16,30,30,30,30,30,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2019,true,CAPTURED,240,240,240,0,240,0,16,30,30,30,30,30,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2020,true,CAPTURED,241,241,241,0,241,0,17,1,31,1,31,31,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2021,true,CAPTURED,479,479,479,0,241,238,17,1,61,1,31,31,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2022,true,CAPTURED,242,242,242,0,242,0,17,2,32,2,32,31,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2023,true,CAPTURED,242,242,242,0,242,0,17,2,32,2,32,31,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2024,true,CAPTURED,242,242,242,0,242,0,17,2,32,2,32,31,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Norway,103,Eliteserien,2025,true,CAPTURED,242,242,242,0,241,1,17,2,32,2,32,31,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2017,false,UNAVAILABLE_PROVIDER_SEASON,,0,0,0,0,0,0,,,,,0,,,false,false,false,UNAVAILABLE_PROVIDER_SEASON,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2018,true,CAPTURED,296,296,296,0,296,0,16,37,37,37,37,44,CHAMPIONSHIP|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Championship Round - 6 || Championship Round - 7 || Relegation Round - 1 || Relegation Round - 2 || Relegation Round - 3 || Relegation Round - 4 || Relegation Round - 5 || Relegation Round - 6 || Relegation Round - 7,true,true,true,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2019,true,CAPTURED,296,296,296,0,296,0,16,37,37,37,37,44,CHAMPIONSHIP|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Championship Round - 6 || Championship Round - 7 || Relegation Round - 1 || Relegation Round - 2 || Relegation Round - 3 || Relegation Round - 4 || Relegation Round - 5 || Relegation Round - 6 || Relegation Round - 7,true,true,true,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2020,true,CAPTURED,240,240,240,0,240,0,16,30,30,30,30,30,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2021,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2022,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2023,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2024,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Poland,106,Ekstraklasa,2025,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2017,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2018,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2019,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2020,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2021,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2022,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2023,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2024,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Portugal,94,Primeira Liga,2025,true,CAPTURED,308,308,308,0,308,0,19,2,36,2,36,35,FINALS,Final,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2017,true,CAPTURED,228,228,228,0,228,0,12,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2018,true,CAPTURED,228,228,228,0,228,0,12,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2019,true,CAPTURED,198,198,198,0,179,19,12,33,33,29,30,33,,,false,true,false,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2020,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,39,CHAMPIONSHIP|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2021,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,39,CHAMPIONSHIP|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2022,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,44,CHAMPIONSHIP|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Relegation Round || Relegation Round - 1 || Relegation Round - 2 || Relegation Round - 3 || Relegation Round - 4 || Relegation Round - 5,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2023,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,44,CHAMPIONSHIP|PROMOTION|RELEGATION,Championship Round - 1 || Championship Round - 2 || Championship Round - 3 || Championship Round - 4 || Championship Round - 5 || Relegation Round - 1 || Relegation Round - 2 || Relegation Round - 3 || Relegation Round - 4 || Relegation Round - 5 || Relegation/Promotion,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2024,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,39,RELEGATION,Relegation Round,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Scotland,179,Premiership,2025,true,CAPTURED,234,234,234,0,234,0,15,2,40,2,40,46,CHAMPIONSHIP|FINALS|GROUP|RELEGATION,Championship Group - 34 || Championship Group - 35 || Championship Group - 36 || Championship Group - 37 || Championship Group - 38 || Final || Quarter-finals || Relegation Group - 34 || Relegation Group - 35 || Relegation Group - 36 || Relegation Group - 37 || Relegation Group - 38 || Semi-finals,true,false,false,PHASED_OR_SPLIT_CANDIDATE,false,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2017,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2018,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2019,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2020,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2021,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2022,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2023,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2024,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Spain,140,La Liga,2025,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2017,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2018,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2019,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2020,true,CAPTURED,420,420,420,0,420,0,21,40,40,40,40,42,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2021,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2022,true,CAPTURED,342,342,342,0,341,1,19,36,36,35,36,38,,,false,true,false,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2023,true,CAPTURED,380,380,380,0,380,0,20,38,38,38,38,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2024,true,CAPTURED,342,342,342,0,342,0,19,36,36,36,36,38,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
Turkey,203,Süper Lig,2025,true,CAPTURED,306,306,306,0,306,0,18,34,34,34,34,34,,,false,true,true,BALANCED_SINGLE_TABLE_CANDIDATE,true,UNVERIFIED,true,0,true,false,false,false,false,false,false
