forward_id,rule,api_fixture_id,locked_at_utc,current_kickoff_utc,selection,closing_observed_at_utc,closing_gap_minutes,closing_odds,closing_bookmaker,bet365_close_odds,user_close_odds,user_close_bookmaker,execution_odds,price_ratio_clv_pct,closing_reason
R1|I1|1550124,R1,1550124,2026-09-13T18:45:40Z,2026-09-13T18:45:00Z,Away,2026-09-13T17:42:34Z,62.4,1.68,1xBet,1.62,1.65,Marathonbet,1.69,0.595,latest observed pre-kickoff snapshot
R1|I1|1550125,R1,1550125,2026-09-14T16:47:32Z,2026-09-14T16:30:00Z,Away,2026-09-14T15:47:52Z,42.1,1.6,Betano,1.5,1.54,Marathonbet,1.62,1.250,latest observed pre-kickoff snapshot
R1|I1|1550131,R1,1550131,2026-09-20T13:42:04Z,2026-09-20T13:00:00Z,Away,2026-09-20T12:46:24Z,13.6,1.57,1xBet,1.5,1.52,Marathonbet,1.69,7.643,latest observed pre-kickoff snapshot
