fixture_id,provider_league_id,competition_name,candidate_family,season,round,kickoff_utc,source_status,home_team_id,home_team,away_team_id,away_team,evidence_tier,capture_endpoint,capture_priority,window_id,window_start_utc,window_end_utc,window_max_matches,queue_reason,first_queued_at_utc,last_seen_at_utc,backlog_status,captured_at_utc,attempt_count,last_attempt_at_utc,last_attempt_result,last_error,callup_inference_allowed,nationality_inference_allowed,travel_inference_allowed,appearance_inference_allowed,historical_backfill_only,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
118077,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-22T15:30:00+00:00,FT,1494,Sao Tome and Principe,1490,Madagascar,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
118079,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-22T16:00:00+00:00,FT,1535,Djibouti,1496,South Sudan,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256945,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T11:35:00+00:00,FT,1566,China,17,South Korea,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256946,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T12:00:00+00:00,FT,1565,Syria,1568,Uzbekistan,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256947,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T12:00:00+00:00,FT,1567,Iraq,20,Australia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256948,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T12:00:00+00:00,FT,1564,Thailand,23,Saudi Arabia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256949,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T15:30:00+00:00,FT,1563,United Arab Emirates,12,Japan,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256950,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 6,2017-03-23T16:00:00+00:00,FT,1569,Qatar,22,Iran,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,NO_DATA,,1,2026-09-19T14:48:25Z,NO_DATA,,false,false,false,false,true,true,false,false,false,false,false,false
256757,34,World Cup - Qualification South America,WORLD_CUP_QUALIFICATION,2018,Regular Season - 13,2017-03-23T20:30:00+00:00,FT,8,Colombia,2381,Bolivia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,CAPTURED,2026-09-19T14:48:25Z,1,2026-09-19T14:48:25Z,CAPTURED,,false,false,false,false,true,true,false,false,false,false,false,false
256758,34,World Cup - Qualification South America,WORLD_CUP_QUALIFICATION,2018,Regular Season - 13,2017-03-23T23:00:00+00:00,FT,2380,Paraguay,2382,Ecuador,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,CAPTURED,2026-09-19T14:48:25Z,1,2026-09-19T14:48:25Z,CAPTURED,,false,false,false,false,true,true,false,false,false,false,false,false
256759,34,World Cup - Qualification South America,WORLD_CUP_QUALIFICATION,2018,Regular Season - 13,2017-03-23T23:00:00+00:00,FT,7,Uruguay,6,Brazil,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256760,34,World Cup - Qualification South America,WORLD_CUP_QUALIFICATION,2018,Regular Season - 13,2017-03-23T23:30:00+00:00,FT,26,Argentina,2383,Chile,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256761,34,World Cup - Qualification South America,WORLD_CUP_QUALIFICATION,2018,Regular Season - 13,2017-03-23T23:30:00+00:00,FT,2379,Venezuela,30,Peru,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
118081,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-24T12:00:00+00:00,FT,1524,Comoros,1497,Mauritius,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256503,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T17:00:00+00:00,FT,1104,Georgia,14,Serbia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256504,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T17:00:00+00:00,FT,777,Türkiye,1099,Finland,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256505,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,775,Austria,1114,Moldova,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256506,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,776,Rep. Of Ireland,767,Wales,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256507,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,768,Italy,778,Albania,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256508,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,1107,Liechtenstein,1105,FYR Macedonia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256509,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,9,Spain,1116,Israel,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256510,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,3,Croatia,772,Ukraine,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256511,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-24T19:45:00+00:00,FT,1111,Kosovo,18,Iceland,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256281,31,World Cup - Qualification CONCACAF,WORLD_CUP_QUALIFICATION,2018,5th Round - 3,2017-03-24T23:00:00+00:00,FT,5168,Trinidad and Tobago,11,Panama,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256282,31,World Cup - Qualification CONCACAF,WORLD_CUP_QUALIFICATION,2018,5th Round - 3,2017-03-25T01:50:00+00:00,FT,16,Mexico,29,Costa Rica,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256283,31,World Cup - Qualification CONCACAF,WORLD_CUP_QUALIFICATION,2018,5th Round - 3,2017-03-25T02:55:00+00:00,FT,2384,USA,4672,Honduras,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256512,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T17:00:00+00:00,FT,5,Sweden,1100,Belarus,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256513,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T17:00:00+00:00,FT,1110,andorra,1098,Faroe Islands,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256514,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T17:00:00+00:00,FT,15,Switzerland,1092,Latvia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256515,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T17:00:00+00:00,FT,1106,Cyprus,1101,Estonia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256516,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T17:00:00+00:00,FT,1113,Bosnia & Herzegovina,1093,Gibraltar,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256517,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T19:45:00+00:00,FT,1103,Bulgaria,1118,Netherlands,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256518,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T19:45:00+00:00,FT,1102,Luxembourg,2,France,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256519,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T19:45:00+00:00,FT,27,Portugal,769,Hungary,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256520,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-25T19:45:00+00:00,FT,1,Belgium,1117,Greece,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
118078,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-26T12:30:00+00:00,FT,1490,Madagascar,1494,Sao Tome and Principe,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256521,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T17:00:00+00:00,FT,1096,Azerbaijan,25,Germany,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256522,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T17:00:00+00:00,FT,1115,San Marino,770,Czechia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256523,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T17:00:00+00:00,FT,1094,Armenia,1095,Kazakhstan,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256524,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T17:00:00+00:00,FT,10,England,1097,Lithuania,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256525,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T19:45:00+00:00,FT,771,Northern Ireland,1090,Norway,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256526,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T19:45:00+00:00,FT,1109,Montenegro,24,Poland,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256527,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T19:45:00+00:00,FT,774,Romania,21,Denmark,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256528,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T19:45:00+00:00,FT,1112,Malta,773,Slovakia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256529,32,World Cup - Qualification Europe,WORLD_CUP_QUALIFICATION,2018,1st Round - 5,2017-03-26T19:45:00+00:00,FT,1108,Scotland,1091,Slovenia,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256951,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T10:00:00+00:00,FT,20,Australia,1563,United Arab Emirates,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256952,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T11:35:00+00:00,FT,12,Japan,1564,Thailand,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256953,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T12:00:00+00:00,FT,17,South Korea,1565,Syria,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
118082,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-28T13:00:00+00:00,FT,1497,Mauritius,1524,Comoros,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256954,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T13:00:00+00:00,FT,22,Iran,1566,China,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256955,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T14:00:00+00:00,FT,1568,Uzbekistan,1569,Qatar,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
118080,6,Africa Cup of Nations,AFRICA_CUP_OF_NATIONS,2019,Preliminary Round,2017-03-28T14:30:00+00:00,FT,1496,South Sudan,1535,Djibouti,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
256956,30,World Cup - Qualification Asia,WORLD_CUP_QUALIFICATION,2018,3rd Round - 7,2017-03-28T18:30:00+00:00,FT,23,Saudi Arabia,1567,Iraq,DIRECT_MINUTES,/fixtures/players,1,2017_MAR,2017-03-20T00:00:00Z,2017-03-28T23:59:59Z,2,FINISHED_ALLOWLISTED_FIXTURE_INSIDE_FIXED_INTL_WINDOW,2026-09-19T14:40:21Z,2026-09-19T14:40:21Z,PENDING,,0,,,,false,false,false,false,true,true,false,false,false,false,false,false
