forward_id,rule,api_fixture_id,signal_screened_at_utc,captured_at_utc,current_kickoff_utc,minutes_to_kickoff,selection,stake_u,bookmaker,odds,verified,execution_type,source
R1|I1|1550124,R1,1550124,2026-09-11T09:57:16Z,2026-09-11T10:32:01Z,2026-09-13T18:45:00Z,3373.0,Away,1.000,Marathonbet,1.65,YES,PAPER_FIRST_OBSERVED_ALLOWLISTED_PRICE,Stage54 odds_snapshots user_best
R1|I1|1550125,R1,1550125,2026-09-11T09:57:16Z,2026-09-11T10:32:01Z,2026-09-14T16:30:00Z,4678.0,Away,1.000,Marathonbet,1.58,YES,PAPER_FIRST_OBSERVED_ALLOWLISTED_PRICE,Stage54 odds_snapshots user_best
R1|I1|1550131,R1,1550131,2026-09-11T09:57:16Z,2026-09-11T10:32:01Z,2026-09-20T13:00:00Z,13108.0,Away,1.000,Marathonbet,1.65,YES,PAPER_FIRST_OBSERVED_ALLOWLISTED_PRICE,Stage54 odds_snapshots user_best
