provider_league_id,league_name,country,referee,matches,season_count,first_date,last_date,unique_teams,home_wins,draws,away_wins,home_win_pct,draw_pct,away_win_pct,goal_observed_matches,total_goals,goals_per_observed_match,source_scope,cards_available,fouls_available,penalties_available,research_only,operational_betting_authority
135,Serie A,Italy,D. Perenzoni,5,3,2022-10-09,2026-05-17,9,4,0,1,80.0,0.0,20.0,5,8,1.6,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,D. Rutella,1,1,2025-05-24,2025-05-24,2,1,0,0,100.0,0.0,0.0,1,2,2.0,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniel Amabile, Italy",1,1,2020-08-02,2020-08-02,2,0,0,1,0.0,0.0,100.0,1,1,1.0,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniele Chiffi, Italy",26,4,2017-11-05,2026-01-03,22,8,7,11,30.77,26.92,42.31,26,74,2.846,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniele Doveri, Italy",46,3,2017-08-27,2026-01-11,23,16,15,15,34.78,32.61,32.61,46,116,2.522,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniele Orsato, Italy",36,2,2017-09-17,2019-05-26,23,12,14,10,33.33,38.89,27.78,36,76,2.111,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniele Paterna, Italy",1,1,2021-05-22,2021-05-22,2,1,0,0,100.0,0.0,0.0,1,3,3.0,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Daniele Perenzoni, Italy",1,1,2025-09-28,2025-09-28,2,1,0,0,100.0,0.0,0.0,1,4,4.0,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Davide Di Marco, Italy",2,1,2025-11-24,2025-12-13,4,1,1,0,50.0,50.0,0.0,2,7,3.5,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Davide Ghersini, Italy",2,2,2018-04-18,2018-09-22,4,1,0,1,50.0,0.0,50.0,2,6,3.0,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Davide Massa, Italy",43,3,2017-08-20,2026-01-11,24,15,16,12,34.88,37.21,27.91,43,97,2.256,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,E. Abbattista,5,2,2019-08-25,2021-01-06,7,1,2,2,20.0,40.0,40.0,5,7,1.4,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,E. Feliciani,33,4,2022-11-05,2026-04-10,24,17,8,8,51.52,24.24,24.24,33,95,2.879,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Ermanno Feliciani, Italy",8,1,2025-09-28,2026-01-12,12,5,1,2,62.5,12.5,25.0,8,27,3.375,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,"Eugenio Abbattista, Italy",7,3,2017-09-17,2021-05-22,10,1,1,5,14.29,14.29,71.43,7,13,1.857,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,F. Cosso,10,4,2022-02-06,2025-01-20,12,5,3,2,50.0,30.0,20.0,10,24,2.4,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,F. Dionisi,35,6,2020-09-26,2026-05-09,26,20,6,9,57.14,17.14,25.71,35,95,2.714,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,F. Fourneau,56,7,2019-12-22,2026-05-17,28,23,20,13,41.07,35.71,23.21,56,172,3.071,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
135,Serie A,Italy,F. La Penna,69,6,2019-08-26,2026-05-17,26,26,20,23,37.68,28.99,33.33,69,189,2.739,TOP5_9_SEASONS_API_FOOTBALL,false,false,false,true,false
