factor,bucket,scope_type,scope_value,seasons_with_matches,total_matches,min_season_matches,max_season_matches,home_roi_observed_seasons,home_roi_positive_seasons,draw_roi_observed_seasons,draw_roi_positive_seasons,away_roi_observed_seasons,away_roi_positive_seasons,over25_roi_observed_seasons,over25_roi_positive_seasons,under25_roi_observed_seasons,under25_roi_positive_seasons,home_calibration_observed_seasons,home_calibration_positive_seasons,over25_calibration_observed_seasons,over25_calibration_positive_seasons,research_only,operational_betting_authority,creates_signal
LATE_TITLE_NEAR_3_SIDE,NEITHER,LEAGUE,I1,9,3198,349,359,7,0,7,3,7,3,7,1,7,1,7,0,7,5,true,false,false
LATE_TITLE_NEAR_3_SIDE,NEITHER,LEAGUE,SP1,9,3200,335,359,7,3,7,3,7,0,7,0,7,1,7,4,7,3,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,ALL,ALL,9,480,48,84,7,0,7,2,7,3,7,3,7,2,7,1,7,5,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,LEAGUE,D1,9,81,9,9,7,3,7,2,7,2,7,5,7,2,7,5,7,5,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,LEAGUE,E0,9,98,10,18,7,2,7,3,7,1,7,3,7,2,7,3,7,3,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,LEAGUE,F1,9,94,9,17,7,3,7,2,7,4,7,4,7,3,7,4,7,4,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,LEAGUE,I1,9,103,10,17,7,0,7,2,7,3,7,5,7,2,7,2,7,5,true,false,false
LATE_TITLE_NEAR_3_SIDE,UNKNOWN,LEAGUE,SP1,9,104,10,24,7,2,7,4,7,3,7,4,7,2,7,1,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,ALL,ALL,9,321,30,50,7,1,7,4,7,2,7,2,7,1,7,2,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,LEAGUE,D1,9,55,5,9,7,2,7,3,7,3,7,3,7,2,7,3,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,LEAGUE,E0,9,73,4,13,7,4,7,3,7,4,7,3,7,4,7,4,7,3,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,LEAGUE,F1,8,57,5,17,6,1,6,3,6,2,6,4,6,1,6,3,6,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,LEAGUE,I1,9,71,5,14,7,1,7,5,7,2,7,4,7,3,7,1,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,AWAY_ONLY,LEAGUE,SP1,9,65,5,17,7,2,7,1,7,5,7,4,7,1,7,2,7,6,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,ALL,ALL,9,22,1,6,7,1,7,2,7,5,7,1,7,4,7,3,7,1,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,LEAGUE,D1,4,5,1,2,3,1,3,0,3,2,3,1,3,2,3,1,3,1,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,LEAGUE,E0,4,5,1,2,4,2,4,2,4,0,4,3,4,1,4,2,4,3,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,LEAGUE,F1,3,6,1,3,3,1,3,0,3,2,3,2,3,1,3,1,3,2,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,LEAGUE,I1,3,3,1,1,2,0,2,0,2,2,2,0,2,2,2,0,2,0,true,false,false
LATE_TITLE_NEAR_6_SIDE,BOTH,LEAGUE,SP1,2,3,1,2,2,2,2,1,2,0,2,1,2,1,2,2,2,1,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,ALL,ALL,9,336,28,49,7,1,7,3,7,3,7,3,7,1,7,2,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,LEAGUE,D1,9,65,5,12,7,0,7,5,7,1,7,3,7,4,7,3,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,LEAGUE,E0,9,74,5,13,7,5,7,2,7,2,7,5,7,2,7,6,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,LEAGUE,F1,8,57,5,13,6,0,6,2,6,5,6,6,6,0,6,1,6,6,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,LEAGUE,I1,9,67,5,13,7,3,7,4,7,0,7,2,7,5,7,3,7,2,true,false,false
LATE_TITLE_NEAR_6_SIDE,HOME_ONLY,LEAGUE,SP1,9,73,5,17,7,3,7,1,7,3,7,2,7,5,7,4,7,2,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,ALL,ALL,9,14952,1612,1716,7,1,7,1,7,0,7,0,7,0,7,3,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,LEAGUE,D1,9,2548,274,287,7,3,7,3,7,2,7,2,7,0,7,3,7,7,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,LEAGUE,E0,9,3170,342,359,7,2,7,2,7,3,7,1,7,1,7,3,7,3,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,LEAGUE,F1,9,2883,269,359,7,2,7,0,7,1,7,1,7,0,7,4,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,LEAGUE,I1,9,3176,342,359,7,0,7,3,7,3,7,1,7,1,7,0,7,6,true,false,false
LATE_TITLE_NEAR_6_SIDE,NEITHER,LEAGUE,SP1,9,3175,320,359,7,2,7,4,7,0,7,0,7,1,7,5,7,3,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,ALL,ALL,9,480,48,84,7,0,7,2,7,3,7,3,7,2,7,1,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,LEAGUE,D1,9,81,9,9,7,3,7,2,7,2,7,5,7,2,7,5,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,LEAGUE,E0,9,98,10,18,7,2,7,3,7,1,7,3,7,2,7,3,7,3,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,LEAGUE,F1,9,94,9,17,7,3,7,2,7,4,7,4,7,3,7,4,7,4,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,LEAGUE,I1,9,103,10,17,7,0,7,2,7,3,7,5,7,2,7,2,7,5,true,false,false
LATE_TITLE_NEAR_6_SIDE,UNKNOWN,LEAGUE,SP1,9,104,10,24,7,2,7,4,7,3,7,4,7,2,7,1,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,ALL,ALL,9,1085,101,144,7,1,7,4,7,3,7,3,7,1,7,1,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,LEAGUE,D1,9,191,18,25,7,1,7,5,7,4,7,1,7,4,7,2,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,LEAGUE,E0,9,238,17,29,7,3,7,5,7,2,7,3,7,1,7,5,7,6,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,LEAGUE,F1,9,187,1,31,7,2,7,4,7,1,7,3,7,2,7,3,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,LEAGUE,I1,9,243,23,31,7,4,7,3,7,4,7,3,7,4,7,3,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,AWAY_ONLY,LEAGUE,SP1,9,226,19,32,7,2,7,0,7,5,7,4,7,1,7,4,7,6,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,ALL,ALL,9,732,60,99,7,1,7,4,7,3,7,1,7,4,7,4,7,2,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,LEAGUE,D1,9,142,12,22,7,3,7,5,7,3,7,3,7,4,7,2,7,2,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,LEAGUE,E0,9,116,2,24,7,2,7,0,7,1,7,4,7,3,7,6,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,LEAGUE,F1,9,143,2,27,7,2,7,2,7,3,7,4,7,3,7,2,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,LEAGUE,I1,9,153,9,26,7,3,7,3,7,0,7,2,7,5,7,3,7,2,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,BOTH,LEAGUE,SP1,9,178,6,38,7,3,7,2,7,2,7,2,7,4,7,4,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,ALL,ALL,9,1106,104,139,7,3,7,0,7,4,7,4,7,0,7,2,7,5,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,LEAGUE,D1,9,193,19,24,7,2,7,4,7,2,7,4,7,0,7,2,7,6,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,LEAGUE,E0,9,240,19,31,7,2,7,3,7,3,7,4,7,1,7,2,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,LEAGUE,F1,9,196,1,31,7,3,7,2,7,6,7,2,7,2,7,1,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,LEAGUE,I1,9,237,23,30,7,2,7,1,7,3,7,7,7,0,7,3,7,7,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,HOME_ONLY,LEAGUE,SP1,9,240,20,32,7,5,7,2,7,3,7,2,7,5,7,4,7,2,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,ALL,ALL,9,12708,1365,1446,7,1,7,1,7,0,7,0,7,0,7,3,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,LEAGUE,D1,9,2147,229,246,7,3,7,2,7,3,7,2,7,0,7,4,7,6,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,LEAGUE,E0,9,2728,289,329,7,2,7,1,7,3,7,1,7,2,7,3,7,2,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,LEAGUE,F1,9,2477,241,313,7,3,7,1,7,1,7,2,7,0,7,4,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,LEAGUE,I1,9,2684,285,310,7,0,7,2,7,3,7,1,7,1,7,1,7,5,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,NEITHER,LEAGUE,SP1,9,2672,268,325,7,2,7,4,7,0,7,0,7,1,7,4,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,ALL,ALL,9,480,48,84,7,0,7,2,7,3,7,3,7,2,7,1,7,5,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,LEAGUE,D1,9,81,9,9,7,3,7,2,7,2,7,5,7,2,7,5,7,5,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,LEAGUE,E0,9,98,10,18,7,2,7,3,7,1,7,3,7,2,7,3,7,3,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,LEAGUE,F1,9,94,9,17,7,3,7,2,7,4,7,4,7,3,7,4,7,4,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,LEAGUE,I1,9,103,10,17,7,0,7,2,7,3,7,5,7,2,7,2,7,5,true,false,false
MEDIUM_HIGH_PRESSURE_SIDE,UNKNOWN,LEAGUE,SP1,9,104,10,24,7,2,7,4,7,3,7,4,7,2,7,1,7,4,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,ALL,ALL,9,3061,313,357,7,1,7,3,7,2,7,2,7,0,7,1,7,5,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,LEAGUE,D1,9,503,49,61,7,1,7,5,7,1,7,3,7,3,7,4,7,4,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,LEAGUE,E0,9,694,66,85,7,1,7,5,7,2,7,0,7,4,7,1,7,1,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,LEAGUE,F1,9,545,39,75,7,3,7,1,7,2,7,4,7,1,7,5,7,5,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,LEAGUE,I1,9,685,65,86,7,1,7,4,7,3,7,3,7,3,7,3,7,3,true,false,false
PRESSURE_ASYMMETRY,AWAY_HIGHER,LEAGUE,SP1,9,634,63,77,7,1,7,3,7,3,7,3,7,2,7,3,7,4,true,false,false
PRESSURE_ASYMMETRY,BALANCED,ALL,ALL,9,9426,1020,1085,7,2,7,0,7,1,7,0,7,0,7,3,7,4,true,false,false
PRESSURE_ASYMMETRY,BALANCED,LEAGUE,D1,9,1643,170,189,7,3,7,3,7,3,7,2,7,0,7,3,7,6,true,false,false
PRESSURE_ASYMMETRY,BALANCED,LEAGUE,E0,9,1938,200,234,7,4,7,0,7,3,7,3,7,2,7,4,7,3,true,false,false
PRESSURE_ASYMMETRY,BALANCED,LEAGUE,F1,9,1871,185,234,7,3,7,1,7,2,7,2,7,0,7,5,7,4,true,false,false
PRESSURE_ASYMMETRY,BALANCED,LEAGUE,I1,9,1942,192,234,7,0,7,4,7,3,7,1,7,2,7,0,7,3,true,false,false
PRESSURE_ASYMMETRY,BALANCED,LEAGUE,SP1,9,2032,210,246,7,3,7,2,7,0,7,0,7,1,7,5,7,2,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,ALL,ALL,9,3144,315,379,7,1,7,2,7,2,7,0,7,0,7,3,7,2,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,LEAGUE,D1,9,527,53,66,7,4,7,4,7,1,7,2,7,2,7,4,7,5,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,LEAGUE,E0,9,690,69,85,7,2,7,2,7,4,7,1,7,1,7,2,7,3,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,LEAGUE,F1,9,587,41,82,7,0,7,3,7,4,7,1,7,3,7,1,7,3,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,LEAGUE,I1,9,690,71,85,7,0,7,2,7,1,7,3,7,1,7,3,7,5,true,false,false
PRESSURE_ASYMMETRY,HOME_HIGHER,LEAGUE,SP1,9,650,61,86,7,4,7,3,7,3,7,0,7,4,7,5,7,1,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,ALL,ALL,9,480,48,84,7,0,7,2,7,3,7,3,7,2,7,1,7,5,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,LEAGUE,D1,9,81,9,9,7,3,7,2,7,2,7,5,7,2,7,5,7,5,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,LEAGUE,E0,9,98,10,18,7,2,7,3,7,1,7,3,7,2,7,3,7,3,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,LEAGUE,F1,9,94,9,17,7,3,7,2,7,4,7,4,7,3,7,4,7,4,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,LEAGUE,I1,9,103,10,17,7,0,7,2,7,3,7,5,7,2,7,2,7,5,true,false,false
PRESSURE_ASYMMETRY,UNKNOWN,LEAGUE,SP1,9,104,10,24,7,2,7,4,7,3,7,4,7,2,7,1,7,4,true,false,false
